player,season,role,similar_player,similar_team,similarity_score,rank
Baptiste Santamaria,2425,Defensive Anchor,Matty James,Leicester City,85.1,5
Hicham Boudaoui,2425,Ball Progressor,Karol Linetty,Sampdoria,81.5,1
Hicham Boudaoui,2425,Ball Progressor,Kevin Agudelo,Spezia,69.9,2
Hicham Boudaoui,2425,Ball Progressor,Philipp Treu,St. Pauli,67.5,3
Hicham Boudaoui,2425,Ball Progressor,Yassine Kechta,Le Havre,63.9,4
Hicham Boudaoui,2425,Ball Progressor,Marc Cucurella,Getafe,63.7,5
Jeremie Boga,2425,Creative Playmaker,Nabil Fekir,Betis,86.2,1
Jeremie Boga,2425,Creative Playmaker,Chris Führich,Stuttgart,85.8,2
Jeremie Boga,2425,Creative Playmaker,Samuel Chukwueze,Villarreal,83.7,3
Jeremie Boga,2425,Creative Playmaker,Jonathan Bamba,Celta Vigo,83.5,4
Jeremie Boga,2425,Creative Playmaker,Oussama Idrissi,Cádiz,83.5,5
Pablo Rosario,2425,Defensive Anchor,Damien Le Tallec,Montpellier,80.0,1
Pablo Rosario,2425,Defensive Anchor,Robert Andrich,Leverkusen,79.5,2
Pablo Rosario,2425,Defensive Anchor,Kévin N'Doram,Metz,78.9,3
Pablo Rosario,2425,Defensive Anchor,Orel Mangala,Nott'ham Forest,77.2,4
Pablo Rosario,2425,Defensive Anchor,Orel Mangala,Everton,77.0,5
Sofiane Diop,2425,Creative Playmaker,Mark Uth,Köln,88.5,1
Sofiane Diop,2425,Creative Playmaker,Romain Del Castillo,Brest,85.5,2
Sofiane Diop,2425,Creative Playmaker,Youcef Belaïli,Ajaccio,82.8,3
Sofiane Diop,2425,Creative Playmaker,Eberechi Eze,Crystal Palace,82.8,4
Sofiane Diop,2425,Creative Playmaker,Fermin López,Barcelona,82.7,5
Tanguy Ndombele,2425,Ball Progressor,Saîf-Eddine Khaoui,Clermont Foot,71.3,1
Tanguy Ndombele,2425,Ball Progressor,Lukas Rupp,Hoffenheim,64.1,2
Tanguy Ndombele,2425,Ball Progressor,Gaku Shibasaki,Getafe,62.6,3
Tanguy Ndombele,2425,Ball Progressor,Yevhen Shakhov,Lecce,61.4,4
Tanguy Ndombele,2425,Ball Progressor,Hamza Rafia,Lecce,61.3,5
Fabián Ruiz Peña,2425,Creative Playmaker,Luis Alberto,Lazio,88.7,1
Fabián Ruiz Peña,2425,Creative Playmaker,David Silva,Manchester City,88.3,2
Fabián Ruiz Peña,2425,Creative Playmaker,Luis Alberto,Lazio,87.5,3
Fabián Ruiz Peña,2425,Creative Playmaker,Marcelo Brozović,Inter,87.2,4
Fabián Ruiz Peña,2425,Creative Playmaker,David Silva,Manchester City,86.8,5
João Neves,2425,Box-to-Box Engine,Lamine Camara,Monaco,86.1,1
João Neves,2425,Box-to-Box Engine,Bruno Guimarães,Lyon,73.5,2
João Neves,2425,Box-to-Box Engine,Yacine Adli,Milan,72.8,3
João Neves,2425,Box-to-Box Engine,Jude Bellingham,Dortmund,72.5,4
João Neves,2425,Box-to-Box Engine,Maxence Caqueret,Lyon,70.6,5
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,1
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,2
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,96.2,3
Vitinha,2425,Box-to-Box Engine,Marco Verratti,Paris S-G,83.6,4
Vitinha,2425,Box-to-Box Engine,Maxime Lopez,Marseille,83.5,5
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,1
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,2
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,96.1,3
Vitinha,2425,Box-to-Box Engine,Maxime Lopez,Marseille,84.9,4
Vitinha,2425,Box-to-Box Engine,İlkay Gündoğan,Manchester City,82.9,5
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,1
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,2
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,96.1,3
Vitinha,2425,Box-to-Box Engine,Maxime Lopez,Marseille,84.9,4
Vitinha,2425,Box-to-Box Engine,İlkay Gündoğan,Manchester City,82.9,5
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,1
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,98.1,2
Vitinha,2425,Box-to-Box Engine,Vitinha,Paris S-G,96.2,3
Vitinha,2425,Box-to-Box Engine,Maxime Lopez,Marseille,86.3,4
Vitinha,2425,Box-to-Box Engine,İlkay Gündoğan,Manchester City,84.0,5
Warren Zaïre-Emery,2425,Box-to-Box Engine,Eduardo Camavinga,Rennes,83.4,1
Warren Zaïre-Emery,2425,Box-to-Box Engine,Warren Zaïre-Emery,Paris S-G,79.0,2
Warren Zaïre-Emery,2425,Box-to-Box Engine,Mattéo Guendouzi,Arsenal,77.0,3
Warren Zaïre-Emery,2425,Box-to-Box Engine,Eduardo Camavinga,Real Madrid,75.8,4
Warren Zaïre-Emery,2425,Box-to-Box Engine,Eduardo Camavinga,Real Madrid,73.1,5
Amadou Koné,2425,Defensive Anchor,Yves Bissouma,Brighton,86.8,1
Amadou Koné,2425,Defensive Anchor,Jessy Deminguet,Caen,86.5,2
Amadou Koné,2425,Defensive Anchor,Junior Mwanga,Strasbourg,86.3,3
Amadou Koné,2425,Defensive Anchor,Ayyoub Bouaddi,Lille,86.3,4
Amadou Koné,2425,Defensive Anchor,Lesley Ugochukwu,Rennes,86.2,5
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.9,1
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.9,2
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,95.8,3
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,91.7,4
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,89.3,5
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.9,1
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.8,2
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,95.5,3
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,91.3,4
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,90.3,5
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.9,1
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.8,2
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,95.5,3
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,91.3,4
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,90.3,5
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.8,1
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,97.8,2
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Reims,95.8,3
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,90.9,4
Marshall Munetsi,2425,Ball Progressor,Marshall Munetsi,Wolves,89.9,5
Valentin Atangana Edoa,2425,Defensive Anchor,Amadou Onana,Everton,93.1,1
Valentin Atangana Edoa,2425,Defensive Anchor,Samuele Ricci,Torino,88.4,2
Valentin Atangana Edoa,2425,Defensive Anchor,Rolando Mandragora,Udinese,87.8,3
Valentin Atangana Edoa,2425,Defensive Anchor,Joris Chotard,Montpellier,85.7,4
Valentin Atangana Edoa,2425,Defensive Anchor,Gideon Jung,Hamburger SV,84.7,5
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,1
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,2
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,3
Amine Gouiri,2425,Ball Progressor,Daniel Maldini,Monza,90.5,4
Amine Gouiri,2425,Ball Progressor,Christian Pulisic,Chelsea,88.6,5
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,1
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,2
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,3
Amine Gouiri,2425,Ball Progressor,Daniel Maldini,Monza,90.5,4
Amine Gouiri,2425,Ball Progressor,Christian Pulisic,Chelsea,88.6,5
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,1
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,2
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,3
Amine Gouiri,2425,Ball Progressor,Daniel Maldini,Monza,90.5,4
Amine Gouiri,2425,Ball Progressor,Christian Pulisic,Chelsea,88.6,5
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,1
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,2
Amine Gouiri,2425,Ball Progressor,Amine Gouiri,Rennes,100.0,3
Amine Gouiri,2425,Ball Progressor,Daniel Maldini,Monza,90.5,4
Amine Gouiri,2425,Ball Progressor,Christian Pulisic,Chelsea,88.6,5
Azor Matusiwa,2425,Defensive Anchor,Tiemoué Bakayoko,Napoli,89.9,1
Azor Matusiwa,2425,Defensive Anchor,Lucas Torró,Osasuna,86.6,2
Azor Matusiwa,2425,Defensive Anchor,Nicolas Höfler,Freiburg,85.0,3
Azor Matusiwa,2425,Defensive Anchor,Erick Pulgar,Fiorentina,83.8,4
Azor Matusiwa,2425,Defensive Anchor,Oriol Romeu,Southampton,83.3,5
Baptiste Santamaria,2425,Defensive Anchor,Lukas Lerager,Bordeaux,80.4,1
Baptiste Santamaria,2425,Defensive Anchor,Lukas Lerager,Bordeaux,79.9,2
Baptiste Santamaria,2425,Defensive Anchor,Lukas Lerager,Bordeaux,79.9,3
Baptiste Santamaria,2425,Defensive Anchor,Albin Ekdal,Hamburger SV,79.6,4
Baptiste Santamaria,2425,Defensive Anchor,Lukas Lerager,Bordeaux,79.4,5
Djaoui Cissé,2425,Defensive Anchor,Sofyan Amrabat,Fiorentina,86.4,1
Djaoui Cissé,2425,Defensive Anchor,Beñat Prados,Athletic Club,82.0,2
Djaoui Cissé,2425,Defensive Anchor,Manu Morlanes,Espanyol,81.8,3
Djaoui Cissé,2425,Defensive Anchor,Tom Davies,Everton,81.8,4
Djaoui Cissé,2425,Defensive Anchor,Assane Dioussé,Saint-Étienne,81.4,5
Jordan James,2425,Ball Progressor,Arne Engels,Augsburg,79.0,1
Jordan James,2425,Ball Progressor,Mattias Svanberg,Wolfsburg,75.9,2
Jordan James,2425,Ball Progressor,Alex Scott,Bournemouth,71.8,3
Jordan James,2425,Ball Progressor,Felix Nmecha,Dortmund,71.1,4
Jordan James,2425,Ball Progressor,Grigoris Kastanos,Salernitana,71.0,5
Ludovic Blas,2425,Creative Playmaker,Julian Brandt,Dortmund,90.3,1
Ludovic Blas,2425,Creative Playmaker,Mason Mount,Chelsea,89.8,2
Ludovic Blas,2425,Creative Playmaker,Daichi Kamada,Eint Frankfurt,89.5,3
Ludovic Blas,2425,Creative Playmaker,Andrea Colpani,Monza,89.2,4
Ludovic Blas,2425,Creative Playmaker,Filip Đuričić,Sassuolo,88.6,5
Aimen Moueffek,2425,Ball Progressor,Mattias Svanberg,Bologna,83.9,1
Aimen Moueffek,2425,Ball Progressor,Óscar Melendo,Granada,78.1,2
Aimen Moueffek,2425,Ball Progressor,Álex Collado,Granada,77.9,3
Aimen Moueffek,2425,Ball Progressor,Toma Bašić,Lazio,76.7,4
Aimen Moueffek,2425,Ball Progressor,Peque,Sevilla,76.4,5
Benjamin Bouchouari,2425,Box-to-Box Engine,Mattéo Guendouzi,Arsenal,73.6,1
Benjamin Bouchouari,2425,Box-to-Box Engine,Hugo Sotelo,Celta Vigo,73.5,2
Benjamin Bouchouari,2425,Box-to-Box Engine,Maxime Lopez,Sassuolo,68.9,3
Benjamin Bouchouari,2425,Box-to-Box Engine,Billy Gilmour,Brighton,68.3,4
Benjamin Bouchouari,2425,Box-to-Box Engine,Tommy Doyle,Wolves,67.9,5
Florian Tardieu,2425,Box-to-Box Engine,Jorginho,Arsenal,79.8,1
Florian Tardieu,2425,Box-to-Box Engine,Ivan Rakitić,Sevilla,75.5,2
Florian Tardieu,2425,Box-to-Box Engine,Jordan Henderson,Liverpool,74.9,3
Florian Tardieu,2425,Box-to-Box Engine,Jorginho,Arsenal,74.2,4
Florian Tardieu,2425,Box-to-Box Engine,Nuri Şahin,Dortmund,71.7,5
Louis Mouton,2425,Ball Progressor,Jacopo Fazzini,Empoli,85.6,1
Louis Mouton,2425,Ball Progressor,Gavi,Barcelona,80.9,2
Louis Mouton,2425,Ball Progressor,Moussa Djenepo,Southampton,78.1,3
Louis Mouton,2425,Ball Progressor,Hamza Rafia,Lecce,73.8,4
Louis Mouton,2425,Ball Progressor,Jens Cajuste,Napoli,72.2,5
Pierre Ekwah Elimby,2425,Defensive Anchor,Martín Zubimendi,Real Sociedad,92.0,1
Pierre Ekwah Elimby,2425,Defensive Anchor,Pablo Rosario,Nice,89.8,2
Pierre Ekwah Elimby,2425,Defensive Anchor,Ibrahima Sissoko,Strasbourg,88.4,3
Pierre Ekwah Elimby,2425,Defensive Anchor,Martín Zubimendi,Real Sociedad,86.7,4
Pierre Ekwah Elimby,2425,Defensive Anchor,Boubakary Soumaré,Leicester City,85.9,5
Andrey Santos,2425,Defensive Anchor,Carlos Baleba,Brighton,80.2,1
Andrey Santos,2425,Defensive Anchor,Gabriel,Leganés,79.3,2
Andrey Santos,2425,Defensive Anchor,Tommaso Pobega,Torino,78.9,3
Andrey Santos,2425,Defensive Anchor,Éderson,Atalanta,78.3,4
Andrey Santos,2425,Defensive Anchor,Saúl Ñíguez,Atlético Madrid,78.3,5
Dilane Bakwa,2425,Creative Playmaker,Charles De Ketelaere,Atalanta,90.2,1
Dilane Bakwa,2425,Creative Playmaker,Justin Kluivert,Nice,89.0,2
Dilane Bakwa,2425,Creative Playmaker,Harvey Barnes,Leicester City,88.3,3
Dilane Bakwa,2425,Creative Playmaker,Kai Havertz,Leverkusen,88.2,4
Dilane Bakwa,2425,Creative Playmaker,Franck Honorat,Brest,88.1,5
Félix Lemaréchal,2425,Ball Progressor,Valentino Lazaro,Hertha BSC,82.4,1
Félix Lemaréchal,2425,Ball Progressor,Arne Engels,Augsburg,81.9,2
Félix Lemaréchal,2425,Ball Progressor,Juanlu Sánchez,Sevilla,81.4,3
Félix Lemaréchal,2425,Ball Progressor,Anthony Gordon,Everton,81.2,4
Félix Lemaréchal,2425,Ball Progressor,Fabio Miretti,Genoa,79.5,5
Habib Diarra,2425,Ball Progressor,Diego López,Valencia,82.4,1
Habib Diarra,2425,Ball Progressor,Diego López,Valencia,81.8,2
Habib Diarra,2425,Ball Progressor,Gavi,Barcelona,78.9,3
Habib Diarra,2425,Ball Progressor,Tommaso Baldanzi,Empoli,78.8,4
Habib Diarra,2425,Ball Progressor,Omari Hutchinson,Ipswich Town,78.7,5
Junior Mwanga,2425,Defensive Anchor,Fabian Kunze,Arminia,88.6,1
Junior Mwanga,2425,Defensive Anchor,Reda Belahyane,Lazio,87.6,2
Junior Mwanga,2425,Defensive Anchor,Yangel Herrera,Huesca,87.0,3
Junior Mwanga,2425,Defensive Anchor,Aster Vranckx,Wolfsburg,85.2,4
Junior Mwanga,2425,Defensive Anchor,Sidy Sarr,Nîmes,84.9,5
Sebastian Nanasi,2425,Creative Playmaker,Florian Neuhaus,Gladbach,89.8,1
Sebastian Nanasi,2425,Creative Playmaker,Julián Álvarez,Manchester City,88.2,2
Sebastian Nanasi,2425,Creative Playmaker,Brahim Díaz,Milan,87.1,3
Sebastian Nanasi,2425,Creative Playmaker,James Maddison,Leicester City,86.0,4
Sebastian Nanasi,2425,Creative Playmaker,Phil Foden,Manchester City,85.8,5
Valentín Barco,2425,Box-to-Box Engine,Gavi,Barcelona,73.7,1
Valentín Barco,2425,Box-to-Box Engine,Ilaix Moriba,Valencia,72.2,2
Valentín Barco,2425,Box-to-Box Engine,Kévin Danois,Auxerre,67.5,3
Valentín Barco,2425,Box-to-Box Engine,Mohamed Camara,Monaco,65.4,4
Valentín Barco,2425,Box-to-Box Engine,Aleksandar Pavlovic,Bayern Munich,62.7,5
Cristian Cásseres Jr.,2425,Defensive Anchor,Baptiste Santamaria,Angers,86.7,1
Cristian Cásseres Jr.,2425,Defensive Anchor,Moisés Caicedo,Chelsea,86.2,2
Cristian Cásseres Jr.,2425,Defensive Anchor,Samu Costa,Mallorca,85.6,3
Cristian Cásseres Jr.,2425,Defensive Anchor,Morten Frendrup,Genoa,85.4,4
Cristian Cásseres Jr.,2425,Defensive Anchor,Lukas Lerager,Bordeaux,85.4,5
Shavy Babicka,2425,Ball Progressor,Nathan Tella,Leverkusen,90.4,1
Shavy Babicka,2425,Ball Progressor,Jesper Lindstrøm,Eint Frankfurt,89.3,2
Shavy Babicka,2425,Ball Progressor,Richarlison,Tottenham,88.7,3
Shavy Babicka,2425,Ball Progressor,Rafael Borré,Eint Frankfurt,88.3,4
Shavy Babicka,2425,Ball Progressor,Roland Sallai,Freiburg,87.5,5
Vincent Sierro,2425,Ball Progressor,Rolando Mandragora,Fiorentina,70.0,1
Vincent Sierro,2425,Ball Progressor,Tomáš Souček,West Ham,67.0,2
Vincent Sierro,2425,Ball Progressor,Sean Longstaff,Newcastle Utd,66.1,3
Vincent Sierro,2425,Ball Progressor,Manolis Saliakas,St. Pauli,65.1,4
Vincent Sierro,2425,Ball Progressor,Maximilian Arnold,Wolfsburg,63.7,5
Yann Gboho,2425,Ball Progressor,Demarai Gray,Everton,89.4,1
Yann Gboho,2425,Ball Progressor,Carles Pérez,Celta Vigo,88.3,2
Yann Gboho,2425,Ball Progressor,Portu,Girona,86.5,3
Yann Gboho,2425,Ball Progressor,Gauthier Hein,Auxerre,85.4,4
Yann Gboho,2425,Ball Progressor,Omari Hutchinson,Ipswich Town,85.2,5
Zakaria Aboukhlal,2425,Ball Progressor,Jérémy Le Douaron,Brest,93.0,1
Zakaria Aboukhlal,2425,Ball Progressor,Roland Sallai,Freiburg,89.8,2
Zakaria Aboukhlal,2425,Ball Progressor,Michael Gregoritsch,Augsburg,88.8,3
Zakaria Aboukhlal,2425,Ball Progressor,Justin Kluivert,Bournemouth,87.8,4
Zakaria Aboukhlal,2425,Ball Progressor,Boulaye Dia,Lazio,86.7,5
Daniel Baier,1718,Box-to-Box Engine,Gabi,Atlético Madrid,94.7,1
Daniel Baier,1718,Box-to-Box Engine,Laurent Abergel,Lorient,89.4,2
Daniel Baier,1718,Box-to-Box Engine,João Moutinho,Wolves,89.1,3
Daniel Baier,1718,Box-to-Box Engine,Lucas Leiva,Lazio,86.4,4
Daniel Baier,1718,Box-to-Box Engine,Lucas Leiva,Lazio,85.2,5
Koo Ja-cheol,1718,Defensive Anchor,Prince Oniangué,Caen,89.9,1
Koo Ja-cheol,1718,Defensive Anchor,Rani Khedira,Union Berlin,85.4,2
Koo Ja-cheol,1718,Defensive Anchor,Cheikhou Kouyaté,Crystal Palace,84.5,3
Koo Ja-cheol,1718,Defensive Anchor,Tomáš Souček,West Ham,84.5,4
Koo Ja-cheol,1718,Defensive Anchor,Alberto Grassi,Empoli,84.5,5
Michael Gregoritsch,1718,Ball Progressor,Jérémy Le Douaron,Brest,93.1,1
Michael Gregoritsch,1718,Ball Progressor,Zakaria Aboukhlal,Toulouse,88.8,2
Michael Gregoritsch,1718,Ball Progressor,Yoane Wissa,Lorient,85.9,3
Michael Gregoritsch,1718,Ball Progressor,Roland Sallai,Freiburg,85.9,4
Michael Gregoritsch,1718,Ball Progressor,Boulaye Dia,Lazio,85.6,5
Rani Khedira,1718,Defensive Anchor,Jan Schöppner,Heidenheim,94.2,1
Rani Khedira,1718,Defensive Anchor,Jakub Kiwior,Spezia,90.9,2
Rani Khedira,1718,Defensive Anchor,Fede San Emeterio,Cádiz,89.6,3
Rani Khedira,1718,Defensive Anchor,Alexis Blin,Lecce,89.3,4
Rani Khedira,1718,Defensive Anchor,Nicolai Remberg,Holstein Kiel,89.1,5
Arturo Vidal,1718,Box-to-Box Engine,Florian Tardieu,Troyes,75.4,1
Arturo Vidal,1718,Box-to-Box Engine,Rubén Rochina,Levante,74.7,2
Arturo Vidal,1718,Box-to-Box Engine,Ander Herrera,Paris S-G,74.0,3
Arturo Vidal,1718,Box-to-Box Engine,Téji Savanier,Montpellier,73.0,4
Arturo Vidal,1718,Box-to-Box Engine,Arturo Vidal,Barcelona,71.5,5
Corentin Tolisso,1718,Creative Playmaker,James Maddison,Tottenham,79.8,1
Corentin Tolisso,1718,Creative Playmaker,Shinji Kagawa,Dortmund,74.5,2
Corentin Tolisso,1718,Creative Playmaker,Neymar,Paris S-G,73.5,3
Corentin Tolisso,1718,Creative Playmaker,Enzo Millot,Stuttgart,72.7,4
Corentin Tolisso,1718,Creative Playmaker,Pedri,Barcelona,72.5,5
James Rodríguez,1718,Creative Playmaker,James Rodríguez,Bayern Munich,90.9,1
James Rodríguez,1718,Creative Playmaker,Lovro Majer,Rennes,87.3,2
James Rodríguez,1718,Creative Playmaker,Hakan Çalhanoğlu,Inter,87.2,3
James Rodríguez,1718,Creative Playmaker,Neymar,Paris S-G,86.9,4
James Rodríguez,1718,Creative Playmaker,Ruslan Malinovskyi,Atalanta,86.6,5
Javi Martínez,1718,Defensive Anchor,Filip Bradarić,Cagliari,86.5,1
Javi Martínez,1718,Defensive Anchor,Robert Andrich,Leverkusen,84.5,2
Javi Martínez,1718,Defensive Anchor,John Bostock,Toulouse,80.9,3
Javi Martínez,1718,Defensive Anchor,Mikel Vesga,Athletic Club,71.4,4
Javi Martínez,1718,Defensive Anchor,Damien Le Tallec,Montpellier,71.0,5
Sebastian Rudy,1718,Box-to-Box Engine,José Campaña,Las Palmas,72.1,1
Sebastian Rudy,1718,Box-to-Box Engine,Nikola Moro,Bologna,66.9,2
Sebastian Rudy,1718,Box-to-Box Engine,Nampalys Mendy,Lens,61.6,3
Sebastian Rudy,1718,Box-to-Box Engine,Youri Tielemans,Aston Villa,60.9,4
Sebastian Rudy,1718,Box-to-Box Engine,Jorginho,Arsenal,59.9,5
Thiago Alcántara,1718,Box-to-Box Engine,Thiago Alcántara,Liverpool,79.7,1
Thiago Alcántara,1718,Box-to-Box Engine,Marco Verratti,Paris S-G,79.1,2
Thiago Alcántara,1718,Box-to-Box Engine,James Milner,Liverpool,77.0,3
Thiago Alcántara,1718,Box-to-Box Engine,Nuri Şahin,Dortmund,76.1,4
Thiago Alcántara,1718,Box-to-Box Engine,Dani Ceballos,Real Madrid,75.0,5
Thomas Müller,1718,Creative Playmaker,Viktor Tsyhankov,Girona,92.8,1
Thomas Müller,1718,Creative Playmaker,Thomas Müller,Bayern Munich,92.0,2
Thomas Müller,1718,Creative Playmaker,Thomas Müller,Bayern Munich,91.1,3
Thomas Müller,1718,Creative Playmaker,Thomas Müller,Bayern Munich,90.5,4
Thomas Müller,1718,Creative Playmaker,Thomas Müller,Bayern Munich,89.6,5
Gonzalo Castro,1718,Box-to-Box Engine,Leandro Paredes,Paris S-G,70.8,1
Gonzalo Castro,1718,Box-to-Box Engine,Christian Eriksen,Manchester Utd,70.7,2
Gonzalo Castro,1718,Box-to-Box Engine,Ivan Rakitić,Sevilla,70.3,3
Gonzalo Castro,1718,Box-to-Box Engine,Jorginho,Arsenal,65.6,4
Gonzalo Castro,1718,Box-to-Box Engine,Jonathan de Guzmán,Eint Frankfurt,63.9,5
Julian Weigl,1718,Defensive Anchor,Lebogang Phiri,Guingamp,89.5,1
Julian Weigl,1718,Defensive Anchor,Lucas Tousart,Lyon,89.2,2
Julian Weigl,1718,Defensive Anchor,Dario Essugo,Las Palmas,88.3,3
Julian Weigl,1718,Defensive Anchor,Kévin N'Doram,Metz,88.0,4
Julian Weigl,1718,Defensive Anchor,Santi Comesaña,Rayo Vallecano,87.9,5
Mahmoud Dahoud,1718,Box-to-Box Engine,Giovani Lo Celso,Tottenham,74.3,1
Mahmoud Dahoud,1718,Box-to-Box Engine,Enzo Le Fée,Lorient,70.6,2
Mahmoud Dahoud,1718,Box-to-Box Engine,Nicolò Rovella,Genoa,67.1,3
Mahmoud Dahoud,1718,Box-to-Box Engine,Naby Keïta,Liverpool,65.9,4
Mahmoud Dahoud,1718,Box-to-Box Engine,Exequiel Palacios,Leverkusen,65.3,5
Marco Reus,1718,Creative Playmaker,Marco Reus,Dortmund,92.1,1
Marco Reus,1718,Creative Playmaker,Junior Stanislas,Bournemouth,86.8,2
Marco Reus,1718,Creative Playmaker,Benito Raman,Düsseldorf,86.0,3
Marco Reus,1718,Creative Playmaker,Lars Stindl,Gladbach,85.5,4
Marco Reus,1718,Creative Playmaker,Érik Lamela,Tottenham,85.2,5
Mario Götze,1718,Creative Playmaker,Angelo Fulgini,Lens,88.4,1
Mario Götze,1718,Creative Playmaker,Giovani Lo Celso,Villarreal,88.2,2
Mario Götze,1718,Creative Playmaker,Lucas Vázquez,Real Madrid,85.6,3
Mario Götze,1718,Creative Playmaker,Pascal Groß,Brighton,84.9,4
Mario Götze,1718,Creative Playmaker,Lazar Samardzic,Atalanta,84.7,5
Nuri Şahin,1718,Box-to-Box Engine,Thiago Alcántara,Liverpool,80.4,1
Nuri Şahin,1718,Box-to-Box Engine,Stefano Sensi,Monza,78.1,2
Nuri Şahin,1718,Box-to-Box Engine,Jorginho,Arsenal,78.1,3
Nuri Şahin,1718,Box-to-Box Engine,Thiago Alcántara,Bayern Munich,76.1,4
Nuri Şahin,1718,Box-to-Box Engine,Toni Kroos,Real Madrid,73.3,5
Shinji Kagawa,1718,Creative Playmaker,Philippe Coutinho,Bayern Munich,87.7,1
Shinji Kagawa,1718,Creative Playmaker,Neymar,Paris S-G,85.8,2
Shinji Kagawa,1718,Creative Playmaker,Bruno Fernandes,Manchester Utd,84.7,3
Shinji Kagawa,1718,Creative Playmaker,Giovani Lo Celso,Betis,83.4,4
Shinji Kagawa,1718,Creative Playmaker,Neymar,Paris S-G,82.8,5
Gelson Fernandes,1718,Defensive Anchor,Wakaso,Alavés,93.6,1
Gelson Fernandes,1718,Defensive Anchor,Maxime Gonalons,Granada,92.9,2
Gelson Fernandes,1718,Defensive Anchor,Sergio Álvarez,Eibar,91.8,3
Gelson Fernandes,1718,Defensive Anchor,Claudio Yacob,West Brom,91.7,4
Gelson Fernandes,1718,Defensive Anchor,Beram Kayal,Brighton,89.8,5
Jonathan de Guzmán,1718,Box-to-Box Engine,Ángel Montoro,Granada,76.1,1
Jonathan de Guzmán,1718,Box-to-Box Engine,Paul Pogba,Manchester Utd,74.6,2
Jonathan de Guzmán,1718,Box-to-Box Engine,Beñat Etxebarria,Athletic Club,71.1,3
Jonathan de Guzmán,1718,Box-to-Box Engine,Jorginho,Arsenal,69.8,4
Jonathan de Guzmán,1718,Box-to-Box Engine,Tom Cairney,Fulham,69.5,5
Kevin-Prince Boateng,1718,Ball Progressor,Raúl García,Athletic Club,80.7,1
Kevin-Prince Boateng,1718,Ball Progressor,Andre-Frank Zambo Anguissa,Napoli,77.5,2
Kevin-Prince Boateng,1718,Ball Progressor,Óscar Plano,Valladolid,77.2,3
Kevin-Prince Boateng,1718,Ball Progressor,Roberto Torres,Osasuna,74.1,4
Kevin-Prince Boateng,1718,Ball Progressor,Juraj Kucka,Parma,73.6,5
Marius Wolf,1718,Ball Progressor,David Brooks,Bournemouth,85.4,1
Marius Wolf,1718,Ball Progressor,Valentino Lazaro,Hertha BSC,84.0,2
Marius Wolf,1718,Ball Progressor,Giuliano Simeone,Atlético Madrid,82.1,3
