player,season,role,similar_player,similar_team,similarity_score,rank
Niklas Dorsch,2425,Defensive Anchor,Eric Dier,Tottenham,65.9,5
Aleksandar Pavlovic,2425,Box-to-Box Engine,Gonzalo Villar,Roma,76.4,1
Aleksandar Pavlovic,2425,Box-to-Box Engine,Mateo Kovačić,Chelsea,72.3,2
Aleksandar Pavlovic,2425,Box-to-Box Engine,Mateo Kovačić,Chelsea,69.3,3
Aleksandar Pavlovic,2425,Box-to-Box Engine,Boubakary Soumaré,Lille,68.0,4
Aleksandar Pavlovic,2425,Box-to-Box Engine,Stanislav Lobotka,Napoli,67.7,5
Jamal Musiala,2425,Creative Playmaker,Nabil Fekir,Lyon,92.7,1
Jamal Musiala,2425,Creative Playmaker,Fermin López,Barcelona,90.2,2
Jamal Musiala,2425,Creative Playmaker,Jamal Musiala,Bayern Munich,90.1,3
Jamal Musiala,2425,Creative Playmaker,Eberechi Eze,Crystal Palace,89.9,4
Jamal Musiala,2425,Creative Playmaker,Paulo Dybala,Juventus,88.3,5
Joshua Kimmich,2425,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,92.8,1
Joshua Kimmich,2425,Box-to-Box Engine,Toni Kroos,Real Madrid,90.8,2
Joshua Kimmich,2425,Box-to-Box Engine,Toni Kroos,Real Madrid,89.1,3
Joshua Kimmich,2425,Box-to-Box Engine,Toni Kroos,Real Madrid,88.8,4
Joshua Kimmich,2425,Box-to-Box Engine,Éver Banega,Sevilla,88.5,5
Leon Goretzka,2425,Box-to-Box Engine,Leandro Paredes,Roma,74.6,1
Leon Goretzka,2425,Box-to-Box Engine,Thiago Motta,Paris S-G,74.3,2
Leon Goretzka,2425,Box-to-Box Engine,Leandro Paredes,Paris S-G,74.1,3
Leon Goretzka,2425,Box-to-Box Engine,Jonas Martin,Strasbourg,73.2,4
Leon Goretzka,2425,Box-to-Box Engine,Nemanja Matić,Manchester Utd,70.5,5
Thomas Müller,2425,Creative Playmaker,Thomas Müller,Bayern Munich,92.6,1
Thomas Müller,2425,Creative Playmaker,Jonas Hofmann,Leverkusen,88.8,2
Thomas Müller,2425,Creative Playmaker,Pablo Sarabia,Wolves,88.8,3
Thomas Müller,2425,Creative Playmaker,Dimitri Payet,Marseille,88.1,4
Thomas Müller,2425,Creative Playmaker,Nabil Fekir,Betis,87.4,5
Anthony Losilla,2425,Defensive Anchor,Milan Badelj,Genoa,89.2,1
Anthony Losilla,2425,Defensive Anchor,Antonino Barillà,Parma,88.5,2
Anthony Losilla,2425,Defensive Anchor,Francis Coquelin,Villarreal,87.0,3
Anthony Losilla,2425,Defensive Anchor,Norman Theuerkauf,Heidenheim,87.0,4
Anthony Losilla,2425,Defensive Anchor,Yannick Cahuzac,Toulouse,86.1,5
Dani de Wit,2425,Ball Progressor,Marshall Munetsi,Wolves,89.1,1
Dani de Wit,2425,Ball Progressor,Marshall Munetsi,Wolves,87.4,2
Dani de Wit,2425,Ball Progressor,Marshall Munetsi,Wolves,87.4,3
Dani de Wit,2425,Ball Progressor,Morten Thorsby,Genoa,85.7,4
Dani de Wit,2425,Ball Progressor,Marshall Munetsi,Wolves,85.6,5
Ibrahima Sissoko,2425,Defensive Anchor,Maximilian Eggestein,Freiburg,89.5,1
Ibrahima Sissoko,2425,Defensive Anchor,Josh Brownhill,Burnley,88.4,2
Ibrahima Sissoko,2425,Defensive Anchor,Nemanja Maksimović,Getafe,88.2,3
Ibrahima Sissoko,2425,Defensive Anchor,João Palhinha,Fulham,87.5,4
Ibrahima Sissoko,2425,Defensive Anchor,Rani Khedira,Union Berlin,87.3,5
Matúš Bero,2425,Ball Progressor,Adrien Thomasson,Lens,78.3,1
Matúš Bero,2425,Ball Progressor,Mathias Jensen,Brentford,75.8,2
Matúš Bero,2425,Ball Progressor,Brais Méndez,Real Sociedad,74.3,3
Matúš Bero,2425,Ball Progressor,Mathias Jensen,Brentford,73.3,4
Matúš Bero,2425,Ball Progressor,Lucas Paquetá,West Ham,72.7,5
Tom Krauß,2425,Box-to-Box Engine,Eduardo Camavinga,Real Madrid,77.3,1
Tom Krauß,2425,Box-to-Box Engine,Mikel Merino,Newcastle Utd,73.4,2
Tom Krauß,2425,Box-to-Box Engine,Ibrahim Sangaré,Toulouse,71.0,3
Tom Krauß,2425,Box-to-Box Engine,Youssouf Fofana,Monaco,70.7,4
Tom Krauß,2425,Box-to-Box Engine,Maxence Caqueret,Lyon,70.6,5
Felix Nmecha,2425,Defensive Anchor,Amadou Onana,Aston Villa,76.3,1
Felix Nmecha,2425,Defensive Anchor,Emre Can,Dortmund,74.2,2
Felix Nmecha,2425,Defensive Anchor,Igor Zubeldia,Real Sociedad,74.0,3
Felix Nmecha,2425,Defensive Anchor,Lebogang Phiri,Guingamp,72.2,4
Felix Nmecha,2425,Defensive Anchor,Joaquín Fernández,Valladolid,69.2,5
Julian Brandt,2425,Creative Playmaker,Pablo Sarabia,Wolves,93.5,1
Julian Brandt,2425,Creative Playmaker,Jonas Hofmann,Leverkusen,92.2,2
Julian Brandt,2425,Creative Playmaker,Julian Brandt,Dortmund,91.5,3
Julian Brandt,2425,Creative Playmaker,Julian Brandt,Dortmund,91.4,4
Julian Brandt,2425,Creative Playmaker,Kevin De Bruyne,Manchester City,90.7,5
Marcel Sabitzer,2425,Ball Progressor,Georginio Wijnaldum,Paris S-G,79.7,1
Marcel Sabitzer,2425,Ball Progressor,Gonzalo Melero,Almería,79.4,2
Marcel Sabitzer,2425,Ball Progressor,Mathieu Bodmer,Amiens,73.9,3
Marcel Sabitzer,2425,Ball Progressor,Blaise Matuidi,Juventus,71.7,4
Marcel Sabitzer,2425,Ball Progressor,Jon Guridi,Alavés,71.1,5
Pascal Groß,2425,Creative Playmaker,Pascal Groß,Brighton,80.5,1
Pascal Groß,2425,Creative Playmaker,Pascal Groß,Brighton,79.5,2
Pascal Groß,2425,Creative Playmaker,Luis Alberto,Lazio,77.4,3
Pascal Groß,2425,Creative Playmaker,Luka Modrić,Real Madrid,77.2,4
Pascal Groß,2425,Creative Playmaker,Joshua Kimmich,Bayern Munich,76.9,5
Ansgar Knauff,2425,Creative Playmaker,Viktor Tsyhankov,Girona,86.1,1
Ansgar Knauff,2425,Creative Playmaker,Armand Lauriente,Lorient,85.7,2
Ansgar Knauff,2425,Creative Playmaker,Jean Mattéo Bahoya,Eint Frankfurt,85.2,3
Ansgar Knauff,2425,Creative Playmaker,Jamal Musiala,Bayern Munich,84.9,4
Ansgar Knauff,2425,Creative Playmaker,Ihlas Bebou,Hannover 96,84.9,5
Ellyes Skhiri,2425,Defensive Anchor,Nemanja Gudelj,Sevilla,90.3,1
Ellyes Skhiri,2425,Defensive Anchor,Julian Weigl,Gladbach,89.6,2
Ellyes Skhiri,2425,Defensive Anchor,Tobias Strobl,Gladbach,89.2,3
Ellyes Skhiri,2425,Defensive Anchor,Simone Missiroli,SPAL,84.2,4
Ellyes Skhiri,2425,Defensive Anchor,Dani García,Athletic Club,83.3,5
Fares Chaïbi,2425,Creative Playmaker,Gianluca Gaetano,Cagliari,84.8,1
Fares Chaïbi,2425,Creative Playmaker,Adam Ounas,Cagliari,81.5,2
Fares Chaïbi,2425,Creative Playmaker,Christopher Nkunku,RB Leipzig,81.5,3
Fares Chaïbi,2425,Creative Playmaker,Dani Olmo,RB Leipzig,81.3,4
Fares Chaïbi,2425,Creative Playmaker,Arda Güler,Real Madrid,79.9,5
Hugo Larsson,2425,Defensive Anchor,Yangel Herrera,Granada,83.0,1
Hugo Larsson,2425,Defensive Anchor,Danilo,Nott'ham Forest,81.5,2
Hugo Larsson,2425,Defensive Anchor,Mauro Arambarri,Getafe,81.5,3
Hugo Larsson,2425,Defensive Anchor,Tommaso Pobega,Torino,80.3,4
Hugo Larsson,2425,Defensive Anchor,Gianluca Busio,Venezia,79.8,5
Jean Mattéo Bahoya,2425,Creative Playmaker,Ansgar Knauff,Eint Frankfurt,85.2,1
Jean Mattéo Bahoya,2425,Creative Playmaker,Aymen Barkok,Eint Frankfurt,80.1,2
Jean Mattéo Bahoya,2425,Creative Playmaker,Kamaldeen Sulemana,Rennes,78.8,3
Jean Mattéo Bahoya,2425,Creative Playmaker,Joshua King,Fulham,77.5,4
Jean Mattéo Bahoya,2425,Creative Playmaker,Armand Lauriente,Lorient,77.3,5
Mario Götze,2425,Ball Progressor,Mario Götze,Eint Frankfurt,79.7,1
Mario Götze,2425,Ball Progressor,Óscar Trejo,Rayo Vallecano,78.8,2
Mario Götze,2425,Ball Progressor,Fabián Orellana,Valladolid,77.6,3
Mario Götze,2425,Ball Progressor,Mathias Autret,Auxerre,76.5,4
Mario Götze,2425,Ball Progressor,Gianluca Caprari,Monza,73.7,5
Eren Dinkçi,2425,Ball Progressor,Joe Willock,Newcastle Utd,89.1,1
Eren Dinkçi,2425,Ball Progressor,Amath,Getafe,86.0,2
Eren Dinkçi,2425,Ball Progressor,Facundo Pellistri,Granada,85.8,3
Eren Dinkçi,2425,Ball Progressor,James Lea Siliki,Rennes,83.9,4
Eren Dinkçi,2425,Ball Progressor,Arsen Zakharyan,Real Sociedad,82.5,5
Maximilian Eggestein,2425,Defensive Anchor,Jesper Karlström,Udinese,93.7,1
Maximilian Eggestein,2425,Defensive Anchor,Birama Touré,Auxerre,90.8,2
Maximilian Eggestein,2425,Defensive Anchor,Nemanja Maksimović,Getafe,88.4,3
Maximilian Eggestein,2425,Defensive Anchor,Dani García,Athletic Club,88.2,4
Maximilian Eggestein,2425,Defensive Anchor,Yvan Neyou,Leganés,87.9,5
Merlin Röhl,2425,Ball Progressor,Alex Sola,Getafe,93.0,1
Merlin Röhl,2425,Ball Progressor,Cristiano Lombardi,Benevento,88.5,2
Merlin Röhl,2425,Ball Progressor,Jan Repas,Caen,86.6,3
Merlin Röhl,2425,Ball Progressor,Mattia Felici,Cagliari,85.2,4
Merlin Röhl,2425,Ball Progressor,Mathias Pereira Lage,Brest,84.8,5
Patrick Osterhage,2425,Defensive Anchor,Hugo Magnetti,Brest,91.2,1
Patrick Osterhage,2425,Defensive Anchor,Elvis Rexhbeçaj,Augsburg,89.7,2
Patrick Osterhage,2425,Defensive Anchor,Nicolai Remberg,Holstein Kiel,87.7,3
Patrick Osterhage,2425,Defensive Anchor,Samuele Ricci,Torino,86.8,4
Patrick Osterhage,2425,Defensive Anchor,Michel Ndary Adopo,Cagliari,86.3,5
Alassane Pléa,2425,Creative Playmaker,Max Kruse,Wolfsburg,90.5,1
Alassane Pléa,2425,Creative Playmaker,Max Kruse,Wolfsburg,90.1,2
Alassane Pléa,2425,Creative Playmaker,Max Kruse,Wolfsburg,90.1,3
Alassane Pléa,2425,Creative Playmaker,Max Kruse,Wolfsburg,89.8,4
Alassane Pléa,2425,Creative Playmaker,Andrej Kramarić,Hoffenheim,89.3,5
Julian Weigl,2425,Defensive Anchor,Ellyes Skhiri,Eint Frankfurt,89.6,1
Julian Weigl,2425,Defensive Anchor,Nicolas Höfler,Freiburg,89.3,2
Julian Weigl,2425,Defensive Anchor,Thomas Monconduit,Amiens,86.6,3
Julian Weigl,2425,Defensive Anchor,Oriol Romeu,Girona,86.5,4
Julian Weigl,2425,Defensive Anchor,Julian Weigl,Gladbach,85.8,5
Kevin Stöger,2425,Creative Playmaker,Kevin De Bruyne,Manchester City,89.4,1
Kevin Stöger,2425,Creative Playmaker,Giovani Lo Celso,Villarreal,88.1,2
Kevin Stöger,2425,Creative Playmaker,Rémy Cabella,Lille,88.1,3
Kevin Stöger,2425,Creative Playmaker,Isco,Betis,86.4,4
Kevin Stöger,2425,Creative Playmaker,Kevin Stöger,Bochum,85.8,5
Philipp Sander,2425,Defensive Anchor,Rene Krhin,Nantes,94.0,1
Philipp Sander,2425,Defensive Anchor,Ondřej Petrák,Nürnberg,93.3,2
Philipp Sander,2425,Defensive Anchor,Jordan Marié,Dijon,90.2,3
Philipp Sander,2425,Defensive Anchor,Okay Yokuşlu,Celta Vigo,90.1,4
Philipp Sander,2425,Defensive Anchor,Baptiste Santamaria,Nice,88.7,5
Rocco Reitz,2425,Defensive Anchor,Philip Billing,Bournemouth,83.6,1
Rocco Reitz,2425,Defensive Anchor,Lamine Fomba,Nîmes,83.6,2
Rocco Reitz,2425,Defensive Anchor,Johnny Cardoso,Betis,78.7,3
Rocco Reitz,2425,Defensive Anchor,Diadie Samassékou,Hoffenheim,78.7,4
Rocco Reitz,2425,Defensive Anchor,Denis Zakaria,Gladbach,77.7,5
Adrian Beck,2425,Ball Progressor,Adrien Thomasson,Strasbourg,66.4,1
Adrian Beck,2425,Ball Progressor,Adrien Thomasson,Strasbourg,65.9,2
Adrian Beck,2425,Ball Progressor,Adrien Thomasson,Strasbourg,65.9,3
Adrian Beck,2425,Ball Progressor,Munir El Haddadi,Getafe,65.7,4
Adrian Beck,2425,Ball Progressor,Adrien Thomasson,Strasbourg,65.5,5
Jan Schöppner,2425,Defensive Anchor,Nemanja Maksimović,Getafe,92.9,1
Jan Schöppner,2425,Defensive Anchor,Nemanja Maksimović,Getafe,90.7,2
Jan Schöppner,2425,Defensive Anchor,Lucas Tousart,Hertha BSC,90.4,3
Jan Schöppner,2425,Defensive Anchor,Rolando Mandragora,Udinese,87.5,4
Jan Schöppner,2425,Defensive Anchor,Maximilian Eggestein,Freiburg,87.5,5
Niklas Dorsch,2425,Defensive Anchor,Orel Mangala,Everton,77.4,1
Niklas Dorsch,2425,Defensive Anchor,Pelly Ruddock Mpanzu,Luton Town,76.6,2
Niklas Dorsch,2425,Defensive Anchor,Víctor Camarasa,Alavés,72.9,3
Niklas Dorsch,2425,Defensive Anchor,Joe Rothwell,Bournemouth,71.1,4
Niklas Dorsch,2425,Defensive Anchor,Han-Noah Massengo,Auxerre,69.9,5
Paul Wanner,2425,Ball Progressor,Fabio Miretti,Genoa,86.6,1
Paul Wanner,2425,Ball Progressor,Tomáš Suslov,Hellas Verona,85.0,2
Paul Wanner,2425,Ball Progressor,Jacopo Fazzini,Empoli,78.8,3
Paul Wanner,2425,Ball Progressor,Enrico Brignola,Benevento,78.7,4
Paul Wanner,2425,Ball Progressor,Samuel Moutoussamy,Nantes,78.0,5
Andrej Kramarić,2425,Creative Playmaker,Andrej Kramarić,Hoffenheim,92.6,1
Andrej Kramarić,2425,Creative Playmaker,Fabián Orellana,Eibar,92.2,2
Andrej Kramarić,2425,Creative Playmaker,Alassane Pléa,Gladbach,89.3,3
Andrej Kramarić,2425,Creative Playmaker,Gaël Kakuta,Lens,88.9,4
Andrej Kramarić,2425,Creative Playmaker,Marco Reus,Dortmund,88.7,5
Anton Stach,2425,Defensive Anchor,Lucas Robertone,Almería,85.4,1
Anton Stach,2425,Defensive Anchor,Moisés Caicedo,Chelsea,82.8,2
Anton Stach,2425,Defensive Anchor,Ryan Gravenberch,Liverpool,79.8,3
Anton Stach,2425,Defensive Anchor,Martín Zubimendi,Real Sociedad,79.2,4
Anton Stach,2425,Defensive Anchor,Éderson,Atalanta,78.0,5
Tom Bischof,2425,Box-to-Box Engine,Alexis Mac Allister,Liverpool,79.9,1
Tom Bischof,2425,Box-to-Box Engine,Alexis Mac Allister,Liverpool,77.7,2
Tom Bischof,2425,Box-to-Box Engine,Maxence Caqueret,Lyon,75.0,3
Tom Bischof,2425,Box-to-Box Engine,Kiernan Dewsbury-Hall,Leicester City,70.4,4
Tom Bischof,2425,Box-to-Box Engine,Elliot Anderson,Nott'ham Forest,70.3,5
Armin Gigovic,2425,Ball Progressor,Arne Maier,Augsburg,86.9,1
Armin Gigovic,2425,Ball Progressor,Marcus Ingvartsen,Union Berlin,85.4,2
Armin Gigovic,2425,Ball Progressor,Jack Hinshelwood,Brighton,77.6,3
Armin Gigovic,2425,Ball Progressor,Marco Richter,Augsburg,76.3,4
Armin Gigovic,2425,Ball Progressor,Dimitri Foulquier,Getafe,74.2,5
Lewis Holtby,2425,Defensive Anchor,Norman Theuerkauf,Heidenheim,82.8,1
Lewis Holtby,2425,Defensive Anchor,Christian Gentner,Union Berlin,81.7,2
Lewis Holtby,2425,Defensive Anchor,Fabian Holland,Darmstadt 98,80.7,3
Lewis Holtby,2425,Defensive Anchor,Miguel Veloso,Genoa,79.4,4
Lewis Holtby,2425,Defensive Anchor,Pierrick Capelle,Angers,78.6,5
Magnus Knudsen,2425,Defensive Anchor,Beñat Turrientes,Real Sociedad,86.0,1
Magnus Knudsen,2425,Defensive Anchor,Warren Bondo,Monza,84.1,2
Magnus Knudsen,2425,Defensive Anchor,Antoine Makoumbou,Cagliari,84.1,3
Magnus Knudsen,2425,Defensive Anchor,Mandela Keita,Parma,82.0,4
Magnus Knudsen,2425,Defensive Anchor,Ángel Algobia,Getafe,81.5,5
Nicolai Remberg,2425,Defensive Anchor,Vitaly Janelt,Brentford,91.3,1
Nicolai Remberg,2425,Defensive Anchor,Elvis Rexhbeçaj,Augsburg,89.8,2
Nicolai Remberg,2425,Defensive Anchor,Yvan Neyou,Leganés,89.8,3
Nicolai Remberg,2425,Defensive Anchor,Nemanja Maksimović,Getafe,89.7,4
Nicolai Remberg,2425,Defensive Anchor,Rani Khedira,Augsburg,89.1,5
Steven Skrzybski,2425,Ball Progressor,Emil Forsberg,RB Leipzig,84.8,1
Steven Skrzybski,2425,Ball Progressor,Gaëtan Charbonnier,Brest,83.6,2
Steven Skrzybski,2425,Ball Progressor,Lars Stindl,Gladbach,79.0,3
Steven Skrzybski,2425,Ball Progressor,Portu,Girona,78.6,4
Steven Skrzybski,2425,Ball Progressor,Steven Zuber,Stuttgart,78.2,5
Aleix García,2425,Box-to-Box Engine,Exequiel Palacios,Leverkusen,78.6,1
Aleix García,2425,Box-to-Box Engine,Toni Kroos,Real Madrid,73.3,2
Aleix García,2425,Box-to-Box Engine,Frenkie de Jong,Barcelona,71.0,3
Aleix García,2425,Box-to-Box Engine,Wylan Cyprien,Nantes,69.8,4
Aleix García,2425,Box-to-Box Engine,Arthur Melo,Barcelona,69.2,5
Exequiel Palacios,2425,Box-to-Box Engine,Wylan Cyprien,Nantes,78.9,1
Exequiel Palacios,2425,Box-to-Box Engine,Aleix García,Leverkusen,78.6,2
Exequiel Palacios,2425,Box-to-Box Engine,Óliver Torres,Sevilla,76.3,3
Exequiel Palacios,2425,Box-to-Box Engine,Vitinha,Paris S-G,75.2,4
Exequiel Palacios,2425,Box-to-Box Engine,Kevin Stöger,Düsseldorf,74.6,5
Florian Wirtz,2425,Creative Playmaker,Florian Wirtz,Leverkusen,97.8,1
Florian Wirtz,2425,Creative Playmaker,Mason Mount,Chelsea,94.7,2
Florian Wirtz,2425,Creative Playmaker,Pablo Sarabia,Sevilla,93.1,3
Florian Wirtz,2425,Creative Playmaker,Julian Brandt,Leverkusen,92.8,4
Florian Wirtz,2425,Creative Playmaker,Rayan Cherki,Lyon,91.7,5
Granit Xhaka,2425,Box-to-Box Engine,Granit Xhaka,Leverkusen,86.4,1
Granit Xhaka,2425,Box-to-Box Engine,Jordan Henderson,Liverpool,84.2,2
Granit Xhaka,2425,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,82.7,3
Granit Xhaka,2425,Box-to-Box Engine,Luka Modrić,Real Madrid,81.0,4
Granit Xhaka,2425,Box-to-Box Engine,Pierre Højbjerg,Marseille,80.6,5
Nathan Tella,2425,Ball Progressor,Kevin Lasagna,Hellas Verona,91.6,1
Nathan Tella,2425,Ball Progressor,Shavy Babicka,Toulouse,90.4,2
Nathan Tella,2425,Ball Progressor,Timothy Weah,Lille,85.9,3
Nathan Tella,2425,Ball Progressor,Theo Walcott,Everton,84.6,4
Nathan Tella,2425,Ball Progressor,Facundo Pellistri,Granada,84.5,5
Robert Andrich,2425,Defensive Anchor,Damien Le Tallec,Montpellier,89.5,1
Robert Andrich,2425,Defensive Anchor,Kévin N'Doram,Metz,87.7,2
Robert Andrich,2425,Defensive Anchor,Wesley Lautoa,Dijon,86.1,3
Robert Andrich,2425,Defensive Anchor,Orel Mangala,Nott'ham Forest,84.9,4
Robert Andrich,2425,Defensive Anchor,Javi Martínez,Bayern Munich,84.5,5
Kaishu Sano,2425,Defensive Anchor,Douglas Luiz,Aston Villa,90.3,1
Kaishu Sano,2425,Defensive Anchor,Adrien Tameze,Nice,89.9,2
Kaishu Sano,2425,Defensive Anchor,Philip Billing,Bournemouth,88.9,3
Kaishu Sano,2425,Defensive Anchor,Thomas Monconduit,Amiens,88.8,4
Kaishu Sano,2425,Defensive Anchor,Danilo,Nott'ham Forest,87.6,5
Lee Jae-sung,2425,Ball Progressor,Lee Jae-sung,Mainz 05,85.7,1
Lee Jae-sung,2425,Ball Progressor,Roberto Torres,Osasuna,85.3,2
Lee Jae-sung,2425,Ball Progressor,Kevin Volland,Monaco,79.1,3
Lee Jae-sung,2425,Ball Progressor,Dani Rodríguez,Mallorca,77.5,4
Lee Jae-sung,2425,Ball Progressor,Gylfi Sigurðsson,Everton,77.4,5
Nadiem Amiri,2425,Creative Playmaker,Christian Eriksen,Tottenham,87.3,1
Nadiem Amiri,2425,Creative Playmaker,Hakan Çalhanoğlu,Inter,86.9,2
Nadiem Amiri,2425,Creative Playmaker,Luis Alberto,Lazio,85.7,3
Nadiem Amiri,2425,Creative Playmaker,Branco van den Boomen,Toulouse,85.5,4
Nadiem Amiri,2425,Creative Playmaker,Kevin Stöger,Bochum,85.4,5
Paul Nebel,2425,Ball Progressor,Álex Berenguer,Athletic Club,88.6,1
Paul Nebel,2425,Ball Progressor,Ansgar Knauff,Eint Frankfurt,85.1,2
Paul Nebel,2425,Ball Progressor,Yeremi Pino,Villarreal,83.6,3
Paul Nebel,2425,Ball Progressor,David Brooks,Bournemouth,82.5,4
Paul Nebel,2425,Ball Progressor,Marius Wolf,Eint Frankfurt,81.5,5
Amadou Haidara,2425,Defensive Anchor,Salih Özcan,Dortmund,85.7,1
Amadou Haidara,2425,Defensive Anchor,Renato Tapia,Celta Vigo,83.9,2
Amadou Haidara,2425,Defensive Anchor,Sofyan Amrabat,Manchester Utd,80.5,3
Amadou Haidara,2425,Defensive Anchor,Thomas Delaney,Dortmund,80.1,4
Amadou Haidara,2425,Defensive Anchor,Eddy Gnahoré,Amiens,78.6,5
Antonio Nusa,2425,Ball Progressor,Ander Barrenetxea,Real Sociedad,90.0,1
Antonio Nusa,2425,Ball Progressor,Giuliano Simeone,Atlético Madrid,87.9,2
Antonio Nusa,2425,Ball Progressor,Habib Diarra,Strasbourg,87.3,3
Antonio Nusa,2425,Ball Progressor,Ilias Akhomach,Villarreal,86.5,4
Antonio Nusa,2425,Ball Progressor,James Mcatee,Sheffield Utd,86.2,5
Arthur Vermeeren,2425,Defensive Anchor,Hugo Larsson,Eint Frankfurt,90.1,1
Arthur Vermeeren,2425,Defensive Anchor,Máximo Perrone,Las Palmas,87.6,2
Arthur Vermeeren,2425,Defensive Anchor,Sean Longstaff,Newcastle Utd,84.0,3
Arthur Vermeeren,2425,Defensive Anchor,Gianluca Busio,Venezia,83.3,4
Arthur Vermeeren,2425,Defensive Anchor,Eliot Matazo,Monaco,82.2,5
Christoph Baumgartner,2425,Ball Progressor,Jaidon Anthony,Bournemouth,83.9,1
Christoph Baumgartner,2425,Ball Progressor,Mama Samba Baldé,Troyes,80.0,2
Christoph Baumgartner,2425,Ball Progressor,Coba da Costa,Getafe,78.4,3
Christoph Baumgartner,2425,Ball Progressor,Yannick Gerhardt,Wolfsburg,78.4,4
Christoph Baumgartner,2425,Ball Progressor,Pablo Ibáñez,Osasuna,74.6,5
Elif Elmas,2425,Ball Progressor,Dennis Srbeny,Norwich City,60.5,1
Elif Elmas,2425,Ball Progressor,Matías Vecino,Inter,57.0,2
Elif Elmas,2425,Ball Progressor,Leonardo Bittencourt,Hoffenheim,56.7,3
Elif Elmas,2425,Ball Progressor,Leonardo Bittencourt,Werder Bremen,55.7,4
Elif Elmas,2425,Ball Progressor,Yangel Herrera,Girona,55.4,5
Kevin Kampl,2425,Box-to-Box Engine,Kevin Kampl,RB Leipzig,84.6,1
Kevin Kampl,2425,Box-to-Box Engine,Kevin Kampl,RB Leipzig,79.1,2
Kevin Kampl,2425,Box-to-Box Engine,Florent Balmont,Dijon,76.9,3
Kevin Kampl,2425,Box-to-Box Engine,Borja Valero,Inter,76.3,4
Kevin Kampl,2425,Box-to-Box Engine,Daniele De Rossi,Roma,75.0,5
Nicolas Seiwald,2425,Defensive Anchor,Nicolás Domínguez,Bologna,77.5,1
Nicolas Seiwald,2425,Defensive Anchor,Arthur Vermeeren,RB Leipzig,77.3,2
Nicolas Seiwald,2425,Defensive Anchor,Anton Stach,Hoffenheim,75.9,3
Nicolas Seiwald,2425,Defensive Anchor,Moisés Caicedo,Chelsea,74.7,4
Nicolas Seiwald,2425,Defensive Anchor,Maximilian Eggestein,Freiburg,72.6,5
Xavi Simons,2425,Creative Playmaker,Florian Wirtz,Leverkusen,91.6,1
Xavi Simons,2425,Creative Playmaker,Eliesse Ben Seghir,Monaco,91.5,2
Xavi Simons,2425,Creative Playmaker,Mason Mount,Chelsea,91.4,3
Xavi Simons,2425,Creative Playmaker,Florian Wirtz,Leverkusen,89.9,4
Xavi Simons,2425,Creative Playmaker,Leon Bailey,Aston Villa,89.6,5
Carlo Boukhalfa,2425,Ball Progressor,Dimitri Foulquier,Getafe,86.6,1
Carlo Boukhalfa,2425,Ball Progressor,Morten Thorsby,Genoa,86.3,2
Carlo Boukhalfa,2425,Ball Progressor,Pere Pons,Alavés,86.0,3
Carlo Boukhalfa,2425,Ball Progressor,Unai Gómez,Athletic Club,84.7,4
Carlo Boukhalfa,2425,Ball Progressor,Jeff Hendrick,Burnley,84.4,5
Jackson Irvine,2425,Defensive Anchor,Rani Khedira,Union Berlin,89.9,1
Jackson Irvine,2425,Defensive Anchor,Anthony Losilla,Bochum,89.8,2
Jackson Irvine,2425,Defensive Anchor,Papakouli Diop,Eibar,89.0,3
Jackson Irvine,2425,Defensive Anchor,Jesper Karlström,Udinese,84.5,4
Jackson Irvine,2425,Defensive Anchor,Allan Nyom,Getafe,84.4,5
Manolis Saliakas,2425,Ball Progressor,Harrison Reed,Fulham,77.3,1
Manolis Saliakas,2425,Ball Progressor,Blaise Matuidi,Juventus,71.8,2
Manolis Saliakas,2425,Ball Progressor,Jon Moncayola,Osasuna,71.0,3
Manolis Saliakas,2425,Ball Progressor,Yannick Gerhardt,Wolfsburg,70.3,4
Manolis Saliakas,2425,Ball Progressor,Sean Longstaff,Newcastle Utd,69.8,5
Philipp Treu,2425,Ball Progressor,Gianluca Busio,Venezia,80.4,1
Philipp Treu,2425,Ball Progressor,Sean Longstaff,Newcastle Utd,80.2,2
Philipp Treu,2425,Ball Progressor,Harrison Reed,Fulham,78.6,3
Philipp Treu,2425,Ball Progressor,Marc Cucurella,Getafe,77.6,4
Philipp Treu,2425,Ball Progressor,Michael Folorunsho,Hellas Verona,76.8,5
Angelo Stiller,2425,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,88.0,1
Angelo Stiller,2425,Box-to-Box Engine,Angel Gomes,Lille,86.6,2
Angelo Stiller,2425,Box-to-Box Engine,Joshua Kimmich,Bayern Munich,84.9,3
Angelo Stiller,2425,Box-to-Box Engine,Angelo Stiller,Stuttgart,82.8,4
Angelo Stiller,2425,Box-to-Box Engine,Joan Jordán,Sevilla,82.5,5
Atakan Karazor,2425,Defensive Anchor,Fabinho,Liverpool,92.7,1
Atakan Karazor,2425,Defensive Anchor,Baptiste Santamaria,Rennes,87.5,2
Atakan Karazor,2425,Defensive Anchor,Ivan Radovanović,Chievo,86.7,3
Atakan Karazor,2425,Defensive Anchor,Julian Weigl,Gladbach,85.7,4
Atakan Karazor,2425,Defensive Anchor,Marten de Roon,Atalanta,84.9,5
Chris Führich,2425,Creative Playmaker,Jonathan Bamba,Celta Vigo,87.8,1
