player,season,team,role,similar_player,similar_team,similar_league,similar_season,similar_pos,similarity_score,rank
Ibrahima Sissoko,2223,Strasbourg,Defensive Anchor,Xaver Schlager,Wolfsburg,GER-Bundesliga,2122,MF,80.4,2
Ibrahima Sissoko,2223,Strasbourg,Defensive Anchor,Edoardo Bove,Roma,ITA-Serie A,2223,MF,79.4,3
Ibrahima Sissoko,2223,Strasbourg,Defensive Anchor,Yehor Yarmoliuk,Brentford,ENG-Premier League,2425,MF,77.7,4
Ibrahima Sissoko,2223,Strasbourg,Defensive Anchor,Fabian Kunze,Arminia,GER-Bundesliga,2122,MF,75.1,5
Ibrahima Sissoko,2324,Strasbourg,Defensive Anchor,Fabian Kunze,Arminia,GER-Bundesliga,2021,MF,86.8,1
Ibrahima Sissoko,2324,Strasbourg,Defensive Anchor,Mathias Normann,Norwich City,ENG-Premier League,2122,MF,84.6,2
Ibrahima Sissoko,2324,Strasbourg,Defensive Anchor,Ismaël Diomandé,Caen,FRA-Ligue 1,1819,"MF,DF",84.3,3
Ibrahima Sissoko,2324,Strasbourg,Defensive Anchor,Junior Mwanga,Strasbourg,FRA-Ligue 1,2425,MF,83.5,4
Ibrahima Sissoko,2324,Strasbourg,Defensive Anchor,Beñat Prados,Athletic Club,ESP-La Liga,2425,MF,83.5,5
Ibrahima Sissoko,2425,Bochum,Defensive Anchor,Maximilian Eggestein,Freiburg,GER-Bundesliga,2223,MF,89.5,1
Ibrahima Sissoko,2425,Bochum,Defensive Anchor,Josh Brownhill,Burnley,ENG-Premier League,2122,MF,88.4,2
Ibrahima Sissoko,2425,Bochum,Defensive Anchor,Nemanja Maksimović,Getafe,ESP-La Liga,1819,MF,88.2,3
Ibrahima Sissoko,2425,Bochum,Defensive Anchor,João Palhinha,Fulham,ENG-Premier League,2223,MF,87.5,4
Ibrahima Sissoko,2425,Bochum,Defensive Anchor,Rani Khedira,Union Berlin,GER-Bundesliga,2223,MF,87.3,5
Iddrisu Baba,1920,Mallorca,Defensive Anchor,Igor Zubeldia,Real Sociedad,ESP-La Liga,1819,MF,93.1,1
Iddrisu Baba,1920,Mallorca,Defensive Anchor,Stanislav Lobotka,Celta Vigo,ESP-La Liga,1718,MF,90.4,2
Iddrisu Baba,1920,Mallorca,Defensive Anchor,Didier Ibrahim Ndong,Dijon,FRA-Ligue 1,2021,MF,90.3,3
Iddrisu Baba,1920,Mallorca,Defensive Anchor,Baptiste Santamaria,Angers,FRA-Ligue 1,1718,MF,89.9,4
Iddrisu Baba,1920,Mallorca,Defensive Anchor,Adrien Tameze,Hellas Verona,ITA-Serie A,2021,MF,89.5,5
Iddrisu Baba,2122,Mallorca,Defensive Anchor,Niklas Dorsch,Augsburg,GER-Bundesliga,2122,MF,91.9,1
Iddrisu Baba,2122,Mallorca,Defensive Anchor,Nemanja Radoja,Levante,ESP-La Liga,1920,MF,86.6,2
Iddrisu Baba,2122,Mallorca,Defensive Anchor,Okay Yokuşlu,Celta Vigo,ESP-La Liga,1920,MF,86.1,3
Iddrisu Baba,2122,Mallorca,Defensive Anchor,Bongani Zungu,Amiens,FRA-Ligue 1,1718,MF,86.1,4
Iddrisu Baba,2122,Mallorca,Defensive Anchor,Geoffrey Kondogbia,Atlético Madrid,ESP-La Liga,2122,"MF,DF",84.5,5
Iddrisu Baba,2223,Mallorca,Defensive Anchor,Ismaël Diomandé,Caen,FRA-Ligue 1,1819,"MF,DF",91.9,1
Iddrisu Baba,2223,Mallorca,Defensive Anchor,Ryan Yates,Nott'ham Forest,ENG-Premier League,2223,MF,91.0,2
Iddrisu Baba,2223,Mallorca,Defensive Anchor,Nicola Rigoni,Chievo,ITA-Serie A,1819,MF,90.5,3
Iddrisu Baba,2223,Mallorca,Defensive Anchor,Darko Brašanac,Alavés,ESP-La Liga,1819,MF,89.4,4
Iddrisu Baba,2223,Mallorca,Defensive Anchor,Robin Koch,Leeds United,ENG-Premier League,2122,"MF,DF",89.2,5
Iddrisu Baba,2324,Almería,Defensive Anchor,Ismaël Diomandé,Caen,FRA-Ligue 1,1819,"MF,DF",91.5,1
Iddrisu Baba,2324,Almería,Defensive Anchor,Marvelous Nakamba,Aston Villa,ENG-Premier League,2122,MF,91.1,2
Iddrisu Baba,2324,Almería,Defensive Anchor,Maxime Gonalons,Granada,ESP-La Liga,1920,MF,88.3,3
Iddrisu Baba,2324,Almería,Defensive Anchor,Sergio Álvarez,Eibar,ESP-La Liga,2021,"MF,DF",88.2,4
Iddrisu Baba,2324,Almería,Defensive Anchor,Christoph Kramer,Gladbach,GER-Bundesliga,1920,MF,88.0,5
Idrissa Gana Gueye,1718,Everton,Defensive Anchor,Jonathan Hogg,Huddersfield,ENG-Premier League,1718,MF,94.2,1
Idrissa Gana Gueye,1718,Everton,Defensive Anchor,Renato Tapia,Celta Vigo,ESP-La Liga,2021,MF,93.3,2
Idrissa Gana Gueye,1718,Everton,Defensive Anchor,Wilfred Ndidi,Leicester City,ENG-Premier League,1920,MF,92.2,3
Idrissa Gana Gueye,1718,Everton,Defensive Anchor,Benjamin André,Lille,FRA-Ligue 1,2122,MF,91.6,4
Idrissa Gana Gueye,1718,Everton,Defensive Anchor,Óscar Valentín,Rayo Vallecano,ESP-La Liga,2122,MF,91.5,5
Idrissa Gana Gueye,1819,Everton,Defensive Anchor,Benjamin André,Lille,FRA-Ligue 1,2021,MF,94.0,1
Idrissa Gana Gueye,1819,Everton,Defensive Anchor,Jonathan Hogg,Huddersfield,ENG-Premier League,1718,MF,90.9,2
Idrissa Gana Gueye,1819,Everton,Defensive Anchor,Étienne Capoue,Watford,ENG-Premier League,1819,MF,90.9,3
Idrissa Gana Gueye,1819,Everton,Defensive Anchor,Oriol Romeu,Southampton,ENG-Premier League,1718,MF,89.5,4
Idrissa Gana Gueye,1819,Everton,Defensive Anchor,Marten de Roon,Atalanta,ITA-Serie A,2021,MF,89.4,5
Idrissa Gana Gueye,1920,Paris S-G,Box-to-Box Engine,Thiago Alcántara,Liverpool,ENG-Premier League,2021,MF,89.8,1
Idrissa Gana Gueye,1920,Paris S-G,Box-to-Box Engine,Ander Herrera,Paris S-G,FRA-Ligue 1,2021,MF,88.2,2
Idrissa Gana Gueye,1920,Paris S-G,Box-to-Box Engine,Diego Demme,RB Leipzig,GER-Bundesliga,1819,MF,86.0,3
Idrissa Gana Gueye,1920,Paris S-G,Box-to-Box Engine,Dani Ceballos,Real Madrid,ESP-La Liga,2425,MF,83.4,4
Idrissa Gana Gueye,1920,Paris S-G,Box-to-Box Engine,Stijn Spierings,Toulouse,FRA-Ligue 1,2324,MF,82.8,5
Idrissa Gana Gueye,2021,Paris S-G,Box-to-Box Engine,Thiago Alcántara,Liverpool,ENG-Premier League,2021,MF,88.0,1
Idrissa Gana Gueye,2021,Paris S-G,Box-to-Box Engine,Nemanja Matić,Manchester Utd,ENG-Premier League,1920,MF,87.2,2
Idrissa Gana Gueye,2021,Paris S-G,Box-to-Box Engine,Thomas Partey,Atlético Madrid,ESP-La Liga,2021,MF,85.3,3
Idrissa Gana Gueye,2021,Paris S-G,Box-to-Box Engine,Rodri,Manchester City,ENG-Premier League,2223,MF,85.1,4
Idrissa Gana Gueye,2021,Paris S-G,Box-to-Box Engine,Leandro Paredes,Paris S-G,FRA-Ligue 1,2021,MF,84.7,5
Idrissa Gana Gueye,2122,Paris S-G,Box-to-Box Engine,Oriol Romeu,Barcelona,ESP-La Liga,2324,MF,83.6,1
Idrissa Gana Gueye,2122,Paris S-G,Box-to-Box Engine,Julian Baumgartlinger,Leverkusen,GER-Bundesliga,1819,MF,83.2,2
Idrissa Gana Gueye,2122,Paris S-G,Box-to-Box Engine,Thiago Alcántara,Liverpool,ENG-Premier League,2223,MF,81.4,3
Idrissa Gana Gueye,2122,Paris S-G,Box-to-Box Engine,Thiago Motta,Paris S-G,FRA-Ligue 1,1718,MF,79.9,4
Idrissa Gana Gueye,2122,Paris S-G,Box-to-Box Engine,Pierre Lees-Melou,Brest,FRA-Ligue 1,2425,MF,78.7,5
Idrissa Gana Gueye,2223,Everton,Defensive Anchor,Rubén Pérez,Leganés,ESP-La Liga,1819,MF,90.8,1
Idrissa Gana Gueye,2223,Everton,Defensive Anchor,Jonathan Hogg,Huddersfield,ENG-Premier League,1718,MF,89.6,2
Idrissa Gana Gueye,2223,Everton,Defensive Anchor,Dale Stephens,Brighton,ENG-Premier League,1819,MF,89.5,3
Idrissa Gana Gueye,2223,Everton,Defensive Anchor,Alaixys Romao,Reims,FRA-Ligue 1,1819,MF,88.4,4
Idrissa Gana Gueye,2223,Everton,Defensive Anchor,Mohamed Diamé,Newcastle Utd,ENG-Premier League,1718,MF,87.6,5
Idrissa Gana Gueye,2324,Everton,Defensive Anchor,Juraj Kucka,Watford,ENG-Premier League,2122,MF,85.6,1
Idrissa Gana Gueye,2324,Everton,Defensive Anchor,Paul Lasne,Montpellier,FRA-Ligue 1,1819,"MF,DF",83.7,2
Idrissa Gana Gueye,2324,Everton,Defensive Anchor,Maxime Gonalons,Clermont Foot,FRA-Ligue 1,2324,MF,83.7,3
Idrissa Gana Gueye,2324,Everton,Defensive Anchor,Lucas Deaux,Nîmes,FRA-Ligue 1,1920,MF,82.5,4
Idrissa Gana Gueye,2324,Everton,Defensive Anchor,Fabien Lemoine,Lorient,FRA-Ligue 1,2021,MF,82.2,5
Idrissa Gana Gueye,2425,Everton,Defensive Anchor,Alaixys Romao,Reims,FRA-Ligue 1,1819,MF,93.2,1
Idrissa Gana Gueye,2425,Everton,Defensive Anchor,Xavier Chavalerin,Troyes,FRA-Ligue 1,2223,MF,91.2,2
Idrissa Gana Gueye,2425,Everton,Defensive Anchor,Rubén Alcaraz,Cádiz,ESP-La Liga,2324,MF,90.8,3
Idrissa Gana Gueye,2425,Everton,Defensive Anchor,Anthony Losilla,Bochum,GER-Bundesliga,2223,MF,88.6,4
Idrissa Gana Gueye,2425,Everton,Defensive Anchor,Fernando,Sevilla,ESP-La Liga,2223,"MF,DF",87.7,5
Ignacio Camacho,1718,Wolfsburg,Defensive Anchor,Morgan Schneiderlin,Everton,ENG-Premier League,1920,MF,91.5,1
Ignacio Camacho,1718,Wolfsburg,Defensive Anchor,Pedro Obiang,Sassuolo,ITA-Serie A,2021,MF,88.7,2
Ignacio Camacho,1718,Wolfsburg,Defensive Anchor,Ondřej Petrák,Nürnberg,GER-Bundesliga,1819,MF,86.3,3
Ignacio Camacho,1718,Wolfsburg,Defensive Anchor,Philipp Sander,Gladbach,GER-Bundesliga,2425,MF,84.7,4
Ignacio Camacho,1718,Wolfsburg,Defensive Anchor,Okay Yokuşlu,Celta Vigo,ESP-La Liga,2021,MF,84.2,5
Igor Zubeldia,1718,Real Sociedad,Defensive Anchor,Martín Zubimendi,Real Sociedad,ESP-La Liga,2021,MF,90.3,1
Igor Zubeldia,1718,Real Sociedad,Defensive Anchor,Samuele Ricci,Empoli,ITA-Serie A,2122,MF,89.3,2
Igor Zubeldia,1718,Real Sociedad,Defensive Anchor,Lebogang Phiri,Guingamp,FRA-Ligue 1,1718,MF,88.6,3
Igor Zubeldia,1718,Real Sociedad,Defensive Anchor,Manu Koné,Gladbach,GER-Bundesliga,2122,MF,86.5,4
Igor Zubeldia,1718,Real Sociedad,Defensive Anchor,Ibrahima Diallo,Brest,FRA-Ligue 1,1920,MF,86.3,5
Igor Zubeldia,1819,Real Sociedad,Defensive Anchor,Baptiste Santamaria,Angers,FRA-Ligue 1,1718,MF,94.2,1
Igor Zubeldia,1819,Real Sociedad,Defensive Anchor,Iddrisu Baba,Mallorca,ESP-La Liga,1920,MF,93.1,2
Igor Zubeldia,1819,Real Sociedad,Defensive Anchor,Batista Mendy,Angers,FRA-Ligue 1,2122,"MF,DF",93.0,3
Igor Zubeldia,1819,Real Sociedad,Defensive Anchor,Lucas Tousart,Lyon,FRA-Ligue 1,1718,MF,90.7,4
Igor Zubeldia,1819,Real Sociedad,Defensive Anchor,Declan Rice,West Ham,ENG-Premier League,1819,MF,90.6,5
Igor Zubeldia,1920,Real Sociedad,Defensive Anchor,Ibrahim Amadou,Lille,FRA-Ligue 1,1718,"MF,DF",92.3,1
Igor Zubeldia,1920,Real Sociedad,Defensive Anchor,Batista Mendy,Angers,FRA-Ligue 1,2122,"MF,DF",91.7,2
Igor Zubeldia,1920,Real Sociedad,Defensive Anchor,Sofyan Amrabat,Fiorentina,ITA-Serie A,2021,MF,90.6,3
Igor Zubeldia,1920,Real Sociedad,Defensive Anchor,Salis Abdul Samed,Lens,FRA-Ligue 1,2223,MF,88.8,4
Igor Zubeldia,1920,Real Sociedad,Defensive Anchor,Fran Beltrán,Celta Vigo,ESP-La Liga,2122,MF,88.0,5
Ihlas Bebou,1718,Hannover 96,Creative Playmaker,Raphinha,Rennes,FRA-Ligue 1,1920,"MF,FW",91.3,1
Ihlas Bebou,1718,Hannover 96,Creative Playmaker,Armand Lauriente,Lorient,FRA-Ligue 1,2021,"MF,FW",86.8,2
Ihlas Bebou,1718,Hannover 96,Creative Playmaker,Thorgan Hazard,Gladbach,GER-Bundesliga,1718,"MF,FW",86.1,3
Ihlas Bebou,1718,Hannover 96,Creative Playmaker,Ademola Lookman,Atalanta,ITA-Serie A,2425,"MF,FW",85.0,4
Ihlas Bebou,1718,Hannover 96,Creative Playmaker,Ansgar Knauff,Eint Frankfurt,GER-Bundesliga,2425,"MF,DF",84.9,5
Ihlas Bebou,1819,Hannover 96,Creative Playmaker,Miha Zajc,Empoli,ITA-Serie A,1819,"MF,FW",88.9,1
Ihlas Bebou,1819,Hannover 96,Creative Playmaker,Jamal Musiala,Bayern Munich,GER-Bundesliga,2324,"MF,FW",88.8,2
Ihlas Bebou,1819,Hannover 96,Creative Playmaker,Érik Lamela,Tottenham,ENG-Premier League,1819,"MF,FW",87.7,3
Ihlas Bebou,1819,Hannover 96,Creative Playmaker,Junior Stanislas,Bournemouth,ENG-Premier League,1718,"MF,FW",85.8,4
Ihlas Bebou,1819,Hannover 96,Creative Playmaker,Benito Raman,Düsseldorf,GER-Bundesliga,1819,"MF,FW",85.4,5
Iker Muniain,1819,Athletic Club,Ball Progressor,Enis Bardhi,Levante,ESP-La Liga,1920,MF,83.9,1
Iker Muniain,1819,Athletic Club,Ball Progressor,Antonín Barák,Hellas Verona,ITA-Serie A,2122,"MF,FW",75.5,2
Iker Muniain,1819,Athletic Club,Ball Progressor,Emi Buendía,Aston Villa,ENG-Premier League,2223,"MF,FW",75.3,3
Iker Muniain,1819,Athletic Club,Ball Progressor,Moi Gómez,Villarreal,ESP-La Liga,2021,"MF,FW",75.3,4
Iker Muniain,1819,Athletic Club,Ball Progressor,Daichi Kamada,Eint Frankfurt,GER-Bundesliga,2122,MF,74.4,5
Iker Muniain,2021,Athletic Club,Creative Playmaker,Alexis Sánchez,Arsenal,ENG-Premier League,1718,"MF,FW",88.6,1
Iker Muniain,2021,Athletic Club,Creative Playmaker,Willian,Chelsea,ENG-Premier League,1718,"MF,FW",88.1,2
Iker Muniain,2021,Athletic Club,Creative Playmaker,Charles De Ketelaere,Atalanta,ITA-Serie A,2425,"MF,FW",88.1,3
Iker Muniain,2021,Athletic Club,Creative Playmaker,Mesut Özil,Arsenal,ENG-Premier League,1819,"MF,FW",87.3,4
Iker Muniain,2021,Athletic Club,Creative Playmaker,Ruslan Malinovskyi,Atalanta,ITA-Serie A,2021,"MF,FW",87.1,5
Iker Muniain,2122,Athletic Club,Creative Playmaker,Hakan Çalhanoğlu,Milan,ITA-Serie A,2021,"MF,FW",96.8,1
Iker Muniain,2122,Athletic Club,Creative Playmaker,Martin Ødegaard,Arsenal,ENG-Premier League,2324,MF,93.4,2
Iker Muniain,2122,Athletic Club,Creative Playmaker,Bruno Fernandes,Manchester Utd,ENG-Premier League,2223,"MF,FW",93.1,3
Iker Muniain,2122,Athletic Club,Creative Playmaker,Farid Boulaya,Metz,FRA-Ligue 1,2021,"MF,FW",92.5,4
Iker Muniain,2122,Athletic Club,Creative Playmaker,Christian Eriksen,Tottenham,ENG-Premier League,1819,MF,90.5,5
Iker Muniain,2223,Athletic Club,Creative Playmaker,Mesut Özil,Arsenal,ENG-Premier League,1920,MF,88.9,1
Iker Muniain,2223,Athletic Club,Creative Playmaker,Kevin De Bruyne,Manchester City,ENG-Premier League,2425,"MF,FW",87.6,2
Iker Muniain,2223,Athletic Club,Creative Playmaker,Dimitri Payet,Marseille,FRA-Ligue 1,1819,"MF,FW",87.1,3
Iker Muniain,2223,Athletic Club,Creative Playmaker,Ryad Boudebouz,Saint-Étienne,FRA-Ligue 1,1920,"MF,FW",87.0,4
Iker Muniain,2223,Athletic Club,Creative Playmaker,Suso,Sevilla,ESP-La Liga,2324,"MF,FW",86.5,5
Iker Muñoz,2324,Osasuna,Defensive Anchor,Samuele Ricci,Torino,ITA-Serie A,2223,MF,85.9,1
Iker Muñoz,2324,Osasuna,Defensive Anchor,Joris Chotard,Montpellier,FRA-Ligue 1,2425,MF,83.1,2
Iker Muñoz,2324,Osasuna,Defensive Anchor,Mateusz Łęgowski,Salernitana,ITA-Serie A,2324,MF,81.1,3
Iker Muñoz,2324,Osasuna,Defensive Anchor,Xeka,Lille,FRA-Ligue 1,1819,MF,79.3,4
Iker Muñoz,2324,Osasuna,Defensive Anchor,Boubacar Kamara,Aston Villa,ENG-Premier League,2425,MF,79.0,5
Ilaix Moriba,2223,Valencia,Box-to-Box Engine,Kévin Danois,Auxerre,FRA-Ligue 1,2425,MF,80.3,1
Ilaix Moriba,2223,Valencia,Box-to-Box Engine,Gavi,Barcelona,ESP-La Liga,2425,"MF,FW",78.2,2
Ilaix Moriba,2223,Valencia,Box-to-Box Engine,Giovani Lo Celso,Tottenham,ENG-Premier League,2021,MF,72.5,3
Ilaix Moriba,2223,Valencia,Box-to-Box Engine,Valentín Barco,Strasbourg,FRA-Ligue 1,2425,"MF,DF",72.2,4
Ilaix Moriba,2223,Valencia,Box-to-Box Engine,Lucas Paquetá,Milan,ITA-Serie A,1920,"MF,FW",67.7,5
Ilaix Moriba,2425,Celta Vigo,Defensive Anchor,Edoardo Bove,Roma,ITA-Serie A,2324,MF,82.6,1
Ilaix Moriba,2425,Celta Vigo,Defensive Anchor,Johann Lepenant,Nantes,FRA-Ligue 1,2425,MF,79.8,2
Ilaix Moriba,2425,Celta Vigo,Defensive Anchor,Samu Costa,Mallorca,ESP-La Liga,2425,MF,76.6,3
Ilaix Moriba,2425,Celta Vigo,Defensive Anchor,Valentin Atangana Edoa,Reims,FRA-Ligue 1,2425,MF,76.3,4
Ilaix Moriba,2425,Celta Vigo,Defensive Anchor,Pol Lozano,Espanyol,ESP-La Liga,2425,MF,74.5,5
Ilan Kebbal,2122,Reims,Creative Playmaker,Gonçalo Guedes,Valencia,ESP-La Liga,1920,"MF,FW",85.2,1
Ilan Kebbal,2122,Reims,Creative Playmaker,Rayan Cherki,Lyon,FRA-Ligue 1,2324,"MF,FW",83.9,2
Ilan Kebbal,2122,Reims,Creative Playmaker,David Costa,Lens,FRA-Ligue 1,2223,"MF,FW",83.4,3
Ilan Kebbal,2122,Reims,Creative Playmaker,Amin Younes,Eint Frankfurt,GER-Bundesliga,2021,MF,83.0,4
Ilan Kebbal,2122,Reims,Creative Playmaker,Harvey Elliott,Liverpool,ENG-Premier League,2223,"MF,FW",82.9,5
Ilia Gruev,2223,Werder Bremen,Defensive Anchor,Jessy Deminguet,Caen,FRA-Ligue 1,1819,MF,89.5,1
Ilia Gruev,2223,Werder Bremen,Defensive Anchor,Dion Lopy,Reims,FRA-Ligue 1,2122,MF,88.6,2
Ilia Gruev,2223,Werder Bremen,Defensive Anchor,Hugo Magnetti,Brest,FRA-Ligue 1,2122,MF,88.0,3
Ilia Gruev,2223,Werder Bremen,Defensive Anchor,Fabian Kunze,Arminia,GER-Bundesliga,2122,MF,87.9,4
Ilia Gruev,2223,Werder Bremen,Defensive Anchor,Yan Brice Eteki,Granada,ESP-La Liga,1920,MF,87.5,5
Ilias Akhomach,2324,Villarreal,Ball Progressor,Jon Morcillo,Athletic Club,ESP-La Liga,2021,"MF,FW",89.8,1
Ilias Akhomach,2324,Villarreal,Ball Progressor,Antonio Nusa,RB Leipzig,GER-Bundesliga,2425,"MF,DF",86.5,2
Ilias Akhomach,2324,Villarreal,Ball Progressor,Lassine Sinayoko,Auxerre,FRA-Ligue 1,2223,"MF,FW",86.4,3
Ilias Akhomach,2324,Villarreal,Ball Progressor,Jonathan Ikone,Montpellier,FRA-Ligue 1,1718,"MF,FW",86.2,4
Ilias Akhomach,2324,Villarreal,Ball Progressor,Ivi,Levante,ESP-La Liga,1718,"MF,FW",85.8,5
Imran Louza,1920,Nantes,Ball Progressor,Florian Wirtz,Leverkusen,GER-Bundesliga,2021,MF,77.6,1
Imran Louza,1920,Nantes,Ball Progressor,Manu García,Toulouse,FRA-Ligue 1,1819,MF,74.4,2
Imran Louza,1920,Nantes,Ball Progressor,Óscar Rodríguez Arnaiz,Leganés,ESP-La Liga,1819,MF,73.2,3
Imran Louza,1920,Nantes,Ball Progressor,Fabio Miretti,Juventus,ITA-Serie A,2324,MF,71.0,4
Imran Louza,1920,Nantes,Ball Progressor,Aimar Oroz,Osasuna,ESP-La Liga,2324,MF,67.5,5
Imran Louza,2021,Nantes,Ball Progressor,Matteo Pessina,Hellas Verona,ITA-Serie A,1920,MF,69.7,1
Imran Louza,2021,Nantes,Ball Progressor,Ludovic Blas,Nantes,FRA-Ligue 1,2021,"MF,FW",65.1,2
Imran Louza,2021,Nantes,Ball Progressor,Leon Goretzka,Bayern Munich,GER-Bundesliga,1819,MF,59.9,3
Imran Louza,2021,Nantes,Ball Progressor,Joan Jordán,Eibar,ESP-La Liga,1718,MF,57.9,4
Imran Louza,2021,Nantes,Ball Progressor,Antonin Bobichon,Nîmes,FRA-Ligue 1,1819,MF,57.7,5
Imran Louza,2122,Watford,Defensive Anchor,Lukas Lerager,Bordeaux,FRA-Ligue 1,1819,MF,89.5,1
Imran Louza,2122,Watford,Defensive Anchor,Pierre Højbjerg,Southampton,ENG-Premier League,1718,MF,87.9,2
Imran Louza,2122,Watford,Defensive Anchor,Diadie Samassékou,Hoffenheim,GER-Bundesliga,1920,MF,87.6,3
Imran Louza,2122,Watford,Defensive Anchor,Lucien Agoume,Brest,FRA-Ligue 1,2122,MF,87.1,4
Imran Louza,2122,Watford,Defensive Anchor,Wilfred Ndidi,Leicester City,ENG-Premier League,2122,"MF,DF",86.4,5
Isaac Hayden,1718,Newcastle Utd,Defensive Anchor,Sean Longstaff,Newcastle Utd,ENG-Premier League,1920,MF,88.0,1
Isaac Hayden,1718,Newcastle Utd,Defensive Anchor,Andre Brooks,Sheffield Utd,ENG-Premier League,2324,"MF,DF",87.9,2
Isaac Hayden,1718,Newcastle Utd,Defensive Anchor,Sebastian Vasiliadis,Arminia,GER-Bundesliga,2122,MF,87.7,3
Isaac Hayden,1718,Newcastle Utd,Defensive Anchor,Leandro Barreiro Martins,Mainz 05,GER-Bundesliga,2122,MF,87.2,4
Isaac Hayden,1718,Newcastle Utd,Defensive Anchor,James Garner,Everton,ENG-Premier League,2425,"MF,DF",86.7,5
Isaac Hayden,1819,Newcastle Utd,Defensive Anchor,Gonzalo Escalante,Eibar,ESP-La Liga,1718,MF,91.6,1
Isaac Hayden,1819,Newcastle Utd,Defensive Anchor,Florentino Luís,Getafe,ESP-La Liga,2122,MF,87.1,2
Isaac Hayden,1819,Newcastle Utd,Defensive Anchor,Lamine Fomba,Nîmes,FRA-Ligue 1,1920,MF,85.1,3
Isaac Hayden,1819,Newcastle Utd,Defensive Anchor,Vinicius Souza,Espanyol,ESP-La Liga,2223,MF,83.5,4
Isaac Hayden,1819,Newcastle Utd,Defensive Anchor,Mattia Valoti,Hellas Verona,ITA-Serie A,1718,"MF,FW",83.3,5
Isaac Hayden,1920,Newcastle Utd,Defensive Anchor,Jens Jønsson,Cádiz,ESP-La Liga,2021,MF,90.7,1
Isaac Hayden,1920,Newcastle Utd,Defensive Anchor,Nemanja Maksimović,Getafe,ESP-La Liga,1920,MF,90.1,2
Isaac Hayden,1920,Newcastle Utd,Defensive Anchor,Lennard Maloney,Heidenheim,GER-Bundesliga,2324,MF,89.0,3
Isaac Hayden,1920,Newcastle Utd,Defensive Anchor,Mamadou Loum,Alavés,ESP-La Liga,2122,MF,88.9,4
Isaac Hayden,1920,Newcastle Utd,Defensive Anchor,Maximilian Eggestein,Freiburg,GER-Bundesliga,2223,MF,87.7,5
Isaac Hayden,2021,Newcastle Utd,Defensive Anchor,Ondřej Petrák,Nürnberg,GER-Bundesliga,1819,MF,92.6,1
Isaac Hayden,2021,Newcastle Utd,Defensive Anchor,Marcel Büchel,Hellas Verona,ITA-Serie A,1718,MF,92.5,2
Isaac Hayden,2021,Newcastle Utd,Defensive Anchor,Jakub Kiwior,Spezia,ITA-Serie A,2122,MF,92.1,3
Isaac Hayden,2021,Newcastle Utd,Defensive Anchor,Marshall Munetsi,Reims,FRA-Ligue 1,2021,"MF,DF",91.7,4
Isaac Hayden,2021,Newcastle Utd,Defensive Anchor,Gonzalo Escalante,Eibar,ESP-La Liga,1920,MF,90.2,5
Isaac Hayden,2122,Newcastle Utd,Defensive Anchor,Matty James,Leicester City,ENG-Premier League,1718,MF,91.8,1
Isaac Hayden,2122,Newcastle Utd,Defensive Anchor,Guido Rodríguez,West Ham,ENG-Premier League,2425,MF,90.4,2
Isaac Hayden,2122,Newcastle Utd,Defensive Anchor,Cheick Doukouré,Levante,ESP-La Liga,1718,MF,89.4,3
Isaac Hayden,2122,Newcastle Utd,Defensive Anchor,Alberto Grassi,Parma,ITA-Serie A,2021,"MF,DF",89.4,4
Isaac Hayden,2122,Newcastle Utd,Defensive Anchor,Jake Livermore,West Brom,ENG-Premier League,2021,MF,88.9,5
Isaac Palazón Camacho,2324,Rayo Vallecano,Ball Progressor,Andreas Pereira,Fulham,ENG-Premier League,2223,MF,77.9,1
Isaac Palazón Camacho,2324,Rayo Vallecano,Ball Progressor,Javier Eraso,Leganés,ESP-La Liga,1718,"MF,FW",77.2,2
Isaac Palazón Camacho,2324,Rayo Vallecano,Ball Progressor,Florent Mollet,Nantes,FRA-Ligue 1,2324,"MF,FW",75.3,3
Isaac Palazón Camacho,2324,Rayo Vallecano,Ball Progressor,Son Heung-min,Tottenham,ENG-Premier League,2223,"MF,FW",75.3,4
Isaac Palazón Camacho,2324,Rayo Vallecano,Ball Progressor,Jon Guridi,Alavés,ESP-La Liga,2324,MF,75.3,5
Isaac Palazón Camacho,2425,Rayo Vallecano,Ball Progressor,Andreas Pereira,Fulham,ENG-Premier League,2425,MF,90.1,1
Isaac Palazón Camacho,2425,Rayo Vallecano,Ball Progressor,Florian Kainz,Köln,GER-Bundesliga,2324,"MF,FW",88.4,2
Isaac Palazón Camacho,2425,Rayo Vallecano,Ball Progressor,Florent Mollet,Nantes,FRA-Ligue 1,2324,"MF,FW",82.1,3
Isaac Palazón Camacho,2425,Rayo Vallecano,Ball Progressor,Gianluca Caprari,Monza,ITA-Serie A,2425,"MF,FW",79.6,4
Isaac Palazón Camacho,2425,Rayo Vallecano,Ball Progressor,Enis Bardhi,Levante,ESP-La Liga,2122,"MF,FW",79.5,5
Isco,1718,Real Madrid,Creative Playmaker,Mesut Özil,Arsenal,ENG-Premier League,1718,"MF,FW",96.4,1
Isco,1718,Real Madrid,Creative Playmaker,Ousmane Dembélé,Paris S-G,FRA-Ligue 1,2324,"MF,FW",94.2,2
Isco,1718,Real Madrid,Creative Playmaker,Philippe Coutinho,Liverpool,ENG-Premier League,1718,"MF,FW",93.2,3
Isco,1718,Real Madrid,Creative Playmaker,Javier Pastore,Paris S-G,FRA-Ligue 1,1718,"MF,FW",92.2,4
