player,season,team,role,similar_player,similar_team,similar_league,similar_season,similar_pos,similarity_score,rank
Antonio Vacca,2122,Venezia,Defensive Anchor,Adrien Silva,Sampdoria,ITA-Serie A,2122,MF,84.2,3
Antonio Vacca,2122,Venezia,Defensive Anchor,Alberto Aquilani,Las Palmas,ESP-La Liga,1718,MF,83.9,4
Antonio Vacca,2122,Venezia,Defensive Anchor,Fabien Lemoine,Lorient,FRA-Ligue 1,2122,MF,83.7,5
Antonín Barák,1718,Udinese,Ball Progressor,Aimar Oroz,Osasuna,ESP-La Liga,2425,MF,82.6,1
Antonín Barák,1718,Udinese,Ball Progressor,Davide Frattesi,Sassuolo,ITA-Serie A,2223,MF,78.1,2
Antonín Barák,1718,Udinese,Ball Progressor,Franck Kessié,Milan,ITA-Serie A,1819,MF,76.3,3
Antonín Barák,1718,Udinese,Ball Progressor,Mateus Fernandes,Southampton,ENG-Premier League,2425,MF,71.9,4
Antonín Barák,1718,Udinese,Ball Progressor,Matteo Pessina,Hellas Verona,ITA-Serie A,1920,MF,70.9,5
Antonín Barák,1920,Lecce,Ball Progressor,Jonathan Ikone,Lille,FRA-Ligue 1,2122,"MF,FW",78.6,1
Antonín Barák,1920,Udinese,Box-to-Box Engine,Ledian Memushaj,Benevento,ITA-Serie A,1718,MF,68.4,2
Antonín Barák,1920,Lecce,Ball Progressor,Marco Brescianini,Atalanta,ITA-Serie A,2425,MF,77.6,3
Antonín Barák,1920,Udinese,Box-to-Box Engine,Nicolás Domínguez,Bologna,ITA-Serie A,2324,MF,65.0,4
Antonín Barák,1920,Lecce,Ball Progressor,Nico Ribaudo,Espanyol,ESP-La Liga,2223,"MF,FW",75.9,5
Antonín Barák,2021,Hellas Verona,Ball Progressor,Grischa Prömel,Union Berlin,GER-Bundesliga,2122,MF,77.0,1
Antonín Barák,2021,Hellas Verona,Ball Progressor,Georginio Wijnaldum,Liverpool,ENG-Premier League,1920,MF,71.3,2
Antonín Barák,2021,Hellas Verona,Ball Progressor,Matteo Pessina,Hellas Verona,ITA-Serie A,1920,MF,69.8,3
Antonín Barák,2021,Hellas Verona,Ball Progressor,Ludovic Blas,Nantes,FRA-Ligue 1,2021,"MF,FW",69.2,4
Antonín Barák,2021,Hellas Verona,Ball Progressor,Franck Kessié,Milan,ITA-Serie A,1819,MF,68.9,5
Antonín Barák,2122,Hellas Verona,Ball Progressor,Marco Mancosu,Lecce,ITA-Serie A,1920,"MF,FW",83.3,1
Antonín Barák,2122,Hellas Verona,Ball Progressor,Jordan Veretout,Roma,ITA-Serie A,2021,MF,79.9,2
Antonín Barák,2122,Hellas Verona,Ball Progressor,Emile Smith Rowe,Arsenal,ENG-Premier League,2122,"MF,FW",78.2,3
Antonín Barák,2122,Hellas Verona,Ball Progressor,Ludovic Blas,Nantes,FRA-Ligue 1,2122,"MF,FW",76.9,4
Antonín Barák,2122,Hellas Verona,Ball Progressor,Mario Pašalić,Atalanta,ITA-Serie A,2324,MF,76.1,5
Antonín Barák,2223,Fiorentina,Ball Progressor,Ruben Loftus-Cheek,Fulham,ENG-Premier League,2021,"MF,FW",82.1,1
Antonín Barák,2223,Hellas Verona,Defensive Anchor,Thomas Delaney,Dortmund,GER-Bundesliga,2122,MF,80.7,2
Antonín Barák,2223,Hellas Verona,Defensive Anchor,Jozabed,Celta Vigo,ESP-La Liga,1819,MF,75.7,3
Antonín Barák,2223,Fiorentina,Ball Progressor,Tosin Aiyegun,Lorient,FRA-Ligue 1,2324,"MF,FW",82.0,4
Antonín Barák,2223,Hellas Verona,Defensive Anchor,Daniele Dessena,Brescia,ITA-Serie A,1920,MF,75.1,5
Anuar,1819,Valladolid,Defensive Anchor,Cheick Doukouré,Levante,ESP-La Liga,1718,MF,81.7,1
Anuar,1819,Valladolid,Defensive Anchor,Scott McTominay,Manchester Utd,ENG-Premier League,2223,MF,81.6,2
Anuar,1819,Valladolid,Defensive Anchor,Isaac Hayden,Newcastle Utd,ENG-Premier League,2122,"MF,DF",81.2,3
Anuar,1819,Valladolid,Defensive Anchor,Frank Onyeka,Brentford,ENG-Premier League,2122,MF,81.2,4
Anuar,1819,Valladolid,Defensive Anchor,Saša Lukić,Fulham,ENG-Premier League,2324,MF,80.7,5
Anuar,2425,Valladolid,Ball Progressor,André Hahn,Augsburg,GER-Bundesliga,2122,"MF,FW",85.3,1
Anuar,2425,Valladolid,Ball Progressor,Aaron Lennon,Burnley,ENG-Premier League,2122,"MF,FW",85.1,2
Anuar,2425,Valladolid,Ball Progressor,Mike Frantz,Freiburg,GER-Bundesliga,1819,"MF,FW",84.7,3
Anuar,2425,Valladolid,Ball Progressor,Jon Guridi,Alavés,ESP-La Liga,2425,"MF,FW",84.0,4
Anuar,2425,Valladolid,Ball Progressor,Carlo Boukhalfa,St. Pauli,GER-Bundesliga,2425,MF,83.9,5
Arber Zeneli,2021,Reims,Ball Progressor,Hélder Costa,Leeds United,ENG-Premier League,2021,"MF,FW",88.7,1
Arber Zeneli,2021,Reims,Ball Progressor,Luca Koleosho,Burnley,ENG-Premier League,2324,"MF,FW",84.7,2
Arber Zeneli,2021,Reims,Ball Progressor,Nathan Tella,Leverkusen,GER-Bundesliga,2425,"MF,FW",84.5,3
Arber Zeneli,2021,Reims,Ball Progressor,Shavy Babicka,Toulouse,FRA-Ligue 1,2425,"MF,FW",84.2,4
Arber Zeneli,2021,Reims,Ball Progressor,Marcus Tavernier,Bournemouth,ENG-Premier League,2223,"MF,FW",82.1,5
Arda Güler,2425,Real Madrid,Creative Playmaker,Harvey Elliott,Liverpool,ENG-Premier League,2324,"MF,FW",93.8,1
Arda Güler,2425,Real Madrid,Creative Playmaker,Pedri,Barcelona,ESP-La Liga,2324,"MF,FW",89.0,2
Arda Güler,2425,Real Madrid,Creative Playmaker,Florian Wirtz,Leverkusen,GER-Bundesliga,2122,"MF,FW",88.5,3
Arda Güler,2425,Real Madrid,Creative Playmaker,Dominik Szoboszlai,RB Leipzig,GER-Bundesliga,2122,"MF,FW",88.4,4
Arda Güler,2425,Real Madrid,Creative Playmaker,Lorenzo Pellegrini,Roma,ITA-Serie A,1920,MF,87.4,5
Armand Lauriente,2021,Lorient,Creative Playmaker,Brajan Gruda,Mainz 05,GER-Bundesliga,2324,"MF,FW",90.1,1
Armand Lauriente,2021,Lorient,Creative Playmaker,Dejan Kulusevski,Juventus,ITA-Serie A,2021,"MF,FW",90.0,2
Armand Lauriente,2021,Lorient,Creative Playmaker,Christopher Nkunku,RB Leipzig,GER-Bundesliga,1920,"MF,FW",90.0,3
Armand Lauriente,2021,Lorient,Creative Playmaker,Callum Hudson-Odoi,Chelsea,ENG-Premier League,2122,"MF,FW",89.7,4
Armand Lauriente,2021,Lorient,Creative Playmaker,Josip Brekalo,Wolfsburg,GER-Bundesliga,1920,"MF,FW",88.6,5
Armin Gigovic,2425,Holstein Kiel,Ball Progressor,Arne Maier,Augsburg,GER-Bundesliga,2223,MF,86.9,1
Armin Gigovic,2425,Holstein Kiel,Ball Progressor,Marcus Ingvartsen,Union Berlin,GER-Bundesliga,1920,"MF,FW",85.4,2
Armin Gigovic,2425,Holstein Kiel,Ball Progressor,Jack Hinshelwood,Brighton,ENG-Premier League,2425,"MF,DF",77.6,3
Armin Gigovic,2425,Holstein Kiel,Ball Progressor,Marco Richter,Augsburg,GER-Bundesliga,1920,"MF,FW",76.3,4
Armin Gigovic,2425,Holstein Kiel,Ball Progressor,Dimitri Foulquier,Getafe,ESP-La Liga,1819,"MF,DF",74.2,5
Arnaud Lusamba,1920,Nice,Ball Progressor,Berkay Özcan,Stuttgart,GER-Bundesliga,1718,"MF,FW",82.8,1
Arnaud Lusamba,1920,Nice,Ball Progressor,Aleix Febas,Mallorca,ESP-La Liga,1920,"MF,FW",79.4,2
Arnaud Lusamba,1920,Nice,Ball Progressor,Luca Sangalli,Real Sociedad,ESP-La Liga,1819,"MF,FW",78.0,3
Arnaud Lusamba,1920,Nice,Ball Progressor,Marco Benassi,Fiorentina,ITA-Serie A,1920,MF,77.9,4
Arnaud Lusamba,1920,Nice,Ball Progressor,Alex Pritchard,Huddersfield,ENG-Premier League,1718,"MF,FW",75.1,5
Arnaud Nordin,2021,Saint-Étienne,Ball Progressor,Jonathan Ikone,Lille,FRA-Ligue 1,2021,"MF,FW",91.7,1
Arnaud Nordin,2021,Saint-Étienne,Ball Progressor,Nedim Bajrami,Sassuolo,ITA-Serie A,2324,"MF,FW",90.3,2
Arnaud Nordin,2021,Saint-Étienne,Ball Progressor,Brahim Díaz,Milan,ITA-Serie A,2122,MF,87.1,3
Arnaud Nordin,2021,Saint-Étienne,Ball Progressor,Ángel Correa,Atlético Madrid,ESP-La Liga,1920,"MF,FW",86.2,4
Arnaud Nordin,2021,Saint-Étienne,Ball Progressor,Daniel Podence,Wolves,ENG-Premier League,2021,"MF,FW",86.0,5
Arne Engels,2223,Augsburg,Ball Progressor,Arne Maier,Augsburg,GER-Bundesliga,2122,MF,81.1,1
Arne Engels,2223,Augsburg,Ball Progressor,Mattias Svanberg,Bologna,ITA-Serie A,1819,MF,80.8,2
Arne Engels,2223,Augsburg,Ball Progressor,Jordan James,Rennes,FRA-Ligue 1,2425,MF,79.0,3
Arne Engels,2223,Augsburg,Ball Progressor,Gvidas Gineitis,Torino,ITA-Serie A,2425,MF,74.1,4
Arne Engels,2223,Augsburg,Ball Progressor,Lewis Miley,Newcastle Utd,ENG-Premier League,2324,MF,72.1,5
Arne Engels,2324,Augsburg,Ball Progressor,Reinier,Frosinone,ITA-Serie A,2324,"MF,FW",85.1,1
Arne Engels,2324,Augsburg,Ball Progressor,Félix Lemaréchal,Strasbourg,FRA-Ligue 1,2425,"MF,FW",81.9,2
Arne Engels,2324,Augsburg,Ball Progressor,Berkay Özcan,Stuttgart,GER-Bundesliga,1718,"MF,FW",81.2,3
Arne Engels,2324,Augsburg,Ball Progressor,Lewis Miley,Newcastle Utd,ENG-Premier League,2324,MF,80.9,4
Arne Engels,2324,Augsburg,Ball Progressor,Mattias Svanberg,Bologna,ITA-Serie A,1819,MF,80.0,5
Arne Maier,1718,Hertha BSC,Defensive Anchor,Oliver Arblaster,Sheffield Utd,ENG-Premier League,2324,MF,86.0,1
Arne Maier,1718,Hertha BSC,Defensive Anchor,Arthur Vermeeren,RB Leipzig,GER-Bundesliga,2425,MF,82.0,2
Arne Maier,1718,Hertha BSC,Defensive Anchor,Sandro Tonali,Milan,ITA-Serie A,2021,MF,81.8,3
Arne Maier,1718,Hertha BSC,Defensive Anchor,Tom Davies,Everton,ENG-Premier League,1819,MF,80.5,4
Arne Maier,1718,Hertha BSC,Defensive Anchor,Ngal'Ayel Mukau,Lille,FRA-Ligue 1,2425,MF,79.6,5
Arne Maier,1819,Hertha BSC,Defensive Anchor,Batista Mendy,Angers,FRA-Ligue 1,2122,"MF,DF",86.3,1
Arne Maier,1819,Hertha BSC,Defensive Anchor,Douglas Luiz,Aston Villa,ENG-Premier League,1920,MF,84.1,2
Arne Maier,1819,Hertha BSC,Defensive Anchor,Unai Vencedor Paris,Athletic Club,ESP-La Liga,2122,MF,83.9,3
Arne Maier,1819,Hertha BSC,Defensive Anchor,Ismaël Doukouré,Strasbourg,FRA-Ligue 1,2324,"MF,DF",83.6,4
Arne Maier,1819,Hertha BSC,Defensive Anchor,Uroš Račić,Valencia,ESP-La Liga,2021,MF,81.5,5
Arne Maier,2021,Hertha BSC,Creative Playmaker,Giovani Lo Celso,Villarreal,ESP-La Liga,2223,"MF,FW",70.8,1
Arne Maier,2021,Arminia,Defensive Anchor,Joris Chotard,Montpellier,FRA-Ligue 1,2021,MF,82.2,2
Arne Maier,2021,Arminia,Defensive Anchor,Aljoscha Kemlein,Union Berlin,GER-Bundesliga,2425,MF,81.3,3
Arne Maier,2021,Hertha BSC,Creative Playmaker,Lazar Samardzic,Atalanta,ITA-Serie A,2425,MF,64.5,4
Arne Maier,2021,Hertha BSC,Creative Playmaker,Jonathan Viera,Las Palmas,ESP-La Liga,1718,MF,62.8,5
Arne Maier,2122,Augsburg,Ball Progressor,Arne Engels,Augsburg,GER-Bundesliga,2223,MF,81.1,1
Arne Maier,2122,Augsburg,Ball Progressor,Lee Kang-in,Mallorca,ESP-La Liga,2122,"MF,FW",78.9,2
Arne Maier,2122,Augsburg,Ball Progressor,Orel Mangala,Stuttgart,GER-Bundesliga,2122,MF,77.1,3
Arne Maier,2122,Augsburg,Ball Progressor,Yassine Benrahou,Nîmes,FRA-Ligue 1,2021,MF,71.6,4
Arne Maier,2122,Augsburg,Ball Progressor,Rodrigo Zalazar,Schalke 04,GER-Bundesliga,2223,"MF,FW",71.5,5
Arne Maier,2223,Augsburg,Ball Progressor,Armin Gigovic,Holstein Kiel,GER-Bundesliga,2425,MF,86.9,1
Arne Maier,2223,Augsburg,Ball Progressor,Marco Brescianini,Frosinone,ITA-Serie A,2324,MF,85.9,2
Arne Maier,2223,Augsburg,Ball Progressor,Marcus Ingvartsen,Union Berlin,GER-Bundesliga,1920,"MF,FW",84.5,3
Arne Maier,2223,Augsburg,Ball Progressor,Jens Odgaard,Bologna,ITA-Serie A,2425,"MF,FW",83.1,4
Arne Maier,2223,Augsburg,Ball Progressor,Masaya Okugawa,Arminia,GER-Bundesliga,2122,"MF,FW",82.8,5
Arne Maier,2324,Augsburg,Creative Playmaker,Harvey Elliott,Liverpool,ENG-Premier League,2324,"MF,FW",84.3,1
Arne Maier,2324,Augsburg,Creative Playmaker,Ruslan Malinovskyi,Atalanta,ITA-Serie A,2122,"MF,FW",83.7,2
Arne Maier,2324,Augsburg,Creative Playmaker,Dominik Szoboszlai,RB Leipzig,GER-Bundesliga,2122,"MF,FW",83.0,3
Arne Maier,2324,Augsburg,Creative Playmaker,Thomas Lemar,Atlético Madrid,ESP-La Liga,2122,MF,81.4,4
Arne Maier,2324,Augsburg,Creative Playmaker,Emil Forsberg,RB Leipzig,GER-Bundesliga,1819,"MF,FW",81.3,5
Arne Maier,2425,Augsburg,Ball Progressor,Rodrigo Zalazar,Schalke 04,GER-Bundesliga,2223,"MF,FW",78.9,1
Arne Maier,2425,Augsburg,Ball Progressor,Adrien Thomasson,Strasbourg,FRA-Ligue 1,2223,MF,78.5,2
Arne Maier,2425,Augsburg,Ball Progressor,Eduard Löwen,Bochum,GER-Bundesliga,2122,MF,78.2,3
Arne Maier,2425,Augsburg,Ball Progressor,Stef Peeters,Caen,FRA-Ligue 1,1718,MF,78.0,4
Arne Maier,2425,Augsburg,Ball Progressor,Alexandru Maxim,Mainz 05,GER-Bundesliga,1718,MF,70.7,5
Aron Gunnarsson,1819,Cardiff City,Defensive Anchor,Cheikhou Kouyaté,Crystal Palace,ENG-Premier League,2122,MF,92.7,1
Aron Gunnarsson,1819,Cardiff City,Defensive Anchor,Albin Ekdal,Sampdoria,ITA-Serie A,2021,MF,91.2,2
Aron Gunnarsson,1819,Cardiff City,Defensive Anchor,Omar Mascarell,Elche,ESP-La Liga,2122,MF,90.7,3
Aron Gunnarsson,1819,Cardiff City,Defensive Anchor,Manuel Prietl,Arminia,GER-Bundesliga,2021,MF,89.9,4
Aron Gunnarsson,1819,Cardiff City,Defensive Anchor,Nicolas Höfler,Freiburg,GER-Bundesliga,2122,MF,89.6,5
Arsen Zakharyan,2324,Real Sociedad,Ball Progressor,Nico Ribaudo,Espanyol,ESP-La Liga,2223,"MF,FW",87.9,1
Arsen Zakharyan,2324,Real Sociedad,Ball Progressor,Fabio Miretti,Genoa,ITA-Serie A,2425,"MF,FW",84.3,2
Arsen Zakharyan,2324,Real Sociedad,Ball Progressor,Emile Smith Rowe,Arsenal,ENG-Premier League,2021,"MF,FW",83.5,3
Arsen Zakharyan,2324,Real Sociedad,Ball Progressor,James Lea Siliki,Rennes,FRA-Ligue 1,1819,"MF,FW",83.2,4
Arsen Zakharyan,2324,Real Sociedad,Ball Progressor,Eren Dinkçi,Freiburg,GER-Bundesliga,2425,"MF,FW",82.5,5
Arthur Atta,2324,Metz,Ball Progressor,Faustino Anjorin,Empoli,ITA-Serie A,2425,MF,85.1,1
Arthur Atta,2324,Metz,Ball Progressor,Han-Noah Massengo,Auxerre,FRA-Ligue 1,2223,MF,80.0,2
Arthur Atta,2324,Metz,Ball Progressor,Mehdi Zerkane,Bordeaux,FRA-Ligue 1,2021,"MF,FW",80.0,3
Arthur Atta,2324,Metz,Ball Progressor,Mickaël Cuisance,Marseille,FRA-Ligue 1,2021,MF,79.9,4
Arthur Atta,2324,Metz,Ball Progressor,Alex Scott,Bournemouth,ENG-Premier League,2324,MF,78.3,5
Arthur Atta,2425,Udinese,Ball Progressor,Yunus Musah,Milan,ITA-Serie A,2425,"MF,FW",82.4,1
Arthur Atta,2425,Udinese,Ball Progressor,Arsen Zakharyan,Real Sociedad,ESP-La Liga,2324,"MF,FW",79.6,2
Arthur Atta,2425,Udinese,Ball Progressor,Jonathan Ikone,Montpellier,FRA-Ligue 1,1718,"MF,FW",78.8,3
Arthur Atta,2425,Udinese,Ball Progressor,Jan Repas,Caen,FRA-Ligue 1,1718,"MF,FW",78.4,4
Arthur Atta,2425,Udinese,Ball Progressor,James Lea Siliki,Rennes,FRA-Ligue 1,1819,"MF,FW",78.1,5
Arthur Melo,1819,Barcelona,Box-to-Box Engine,Maxime Lopez,Sassuolo,ITA-Serie A,2021,MF,79.3,1
Arthur Melo,1819,Barcelona,Box-to-Box Engine,Hugo Sotelo,Celta Vigo,ESP-La Liga,2425,MF,73.3,2
Arthur Melo,1819,Barcelona,Box-to-Box Engine,Harry Winks,Tottenham,ENG-Premier League,1819,MF,73.1,3
Arthur Melo,1819,Barcelona,Box-to-Box Engine,Stanislav Lobotka,Napoli,ITA-Serie A,1920,MF,72.9,4
Arthur Melo,1819,Barcelona,Box-to-Box Engine,Billy Gilmour,Brighton,ENG-Premier League,2324,MF,72.3,5
Arthur Melo,1920,Barcelona,Box-to-Box Engine,Renato Sanches,Lille,FRA-Ligue 1,2021,MF,77.1,1
Arthur Melo,1920,Barcelona,Box-to-Box Engine,Vitinha,Paris S-G,FRA-Ligue 1,2324,MF,75.3,2
Arthur Melo,1920,Barcelona,Box-to-Box Engine,Frenkie de Jong,Barcelona,ESP-La Liga,1920,MF,74.1,3
Arthur Melo,1920,Barcelona,Box-to-Box Engine,Youri Tielemans,Leicester City,ENG-Premier League,1819,MF,72.6,4
Arthur Melo,1920,Barcelona,Box-to-Box Engine,İlkay Gündoğan,Manchester City,ENG-Premier League,1718,MF,72.5,5
Arthur Melo,2021,Juventus,Box-to-Box Engine,Stanislav Lobotka,Napoli,ITA-Serie A,1920,MF,83.5,1
Arthur Melo,2021,Juventus,Box-to-Box Engine,Nicolò Rovella,Genoa,ITA-Serie A,2021,MF,78.8,2
Arthur Melo,2021,Juventus,Box-to-Box Engine,Albert Sambi Lokonga,Arsenal,ENG-Premier League,2122,MF,75.0,3
Arthur Melo,2021,Juventus,Box-to-Box Engine,Bryan Cristante,Roma,ITA-Serie A,1920,MF,73.8,4
Arthur Melo,2021,Juventus,Box-to-Box Engine,Maxime Lopez,Sassuolo,ITA-Serie A,2021,MF,71.8,5
Arthur Melo,2122,Juventus,Defensive Anchor,Ander Guevara,Real Sociedad,ESP-La Liga,1920,MF,90.0,1
Arthur Melo,2122,Juventus,Defensive Anchor,Ibrahima Diallo,Brest,FRA-Ligue 1,2021,MF,86.7,2
Arthur Melo,2122,Juventus,Defensive Anchor,Victorien Angban,Metz,FRA-Ligue 1,1920,MF,86.5,3
Arthur Melo,2122,Juventus,Defensive Anchor,Pape Cheikh Diop,Dijon,FRA-Ligue 1,2021,MF,83.1,4
Arthur Melo,2122,Juventus,Defensive Anchor,Yves Bissouma,Tottenham,ENG-Premier League,2223,MF,81.2,5
Arthur Melo,2324,Fiorentina,Box-to-Box Engine,Miralem Pjanić,Juventus,ITA-Serie A,1920,MF,78.0,1
Arthur Melo,2324,Fiorentina,Box-to-Box Engine,Aleix García,Girona,ESP-La Liga,2324,MF,71.4,2
Arthur Melo,2324,Fiorentina,Box-to-Box Engine,Yacine Adli,Milan,ITA-Serie A,2324,MF,71.3,3
Arthur Melo,2324,Fiorentina,Box-to-Box Engine,Toni Kroos,Real Madrid,ESP-La Liga,2324,MF,70.8,4
Arthur Melo,2324,Fiorentina,Box-to-Box Engine,Charles Aránguiz,Leverkusen,GER-Bundesliga,1819,MF,70.7,5
Arthur Melo,2425,Girona,Box-to-Box Engine,Diego Demme,Napoli,ITA-Serie A,1920,MF,86.1,1
Arthur Melo,2425,Girona,Box-to-Box Engine,Mateo Kovačić,Real Madrid,ESP-La Liga,1718,MF,75.2,2
Arthur Melo,2425,Girona,Box-to-Box Engine,Adrien Silva,Leicester City,ENG-Premier League,1819,MF,70.3,3
Arthur Melo,2425,Girona,Box-to-Box Engine,Oussama Targhalline,Le Havre,FRA-Ligue 1,2324,MF,69.0,4
Arthur Melo,2425,Girona,Box-to-Box Engine,Dimitri Liénard,Strasbourg,FRA-Ligue 1,1819,"MF,DF",68.8,5
Arthur Vermeeren,2425,RB Leipzig,Defensive Anchor,Hugo Larsson,Eint Frankfurt,GER-Bundesliga,2324,MF,90.1,1
Arthur Vermeeren,2425,RB Leipzig,Defensive Anchor,Máximo Perrone,Las Palmas,ESP-La Liga,2324,MF,87.6,2
Arthur Vermeeren,2425,RB Leipzig,Defensive Anchor,Sean Longstaff,Newcastle Utd,ENG-Premier League,2021,MF,84.0,3
Arthur Vermeeren,2425,RB Leipzig,Defensive Anchor,Gianluca Busio,Venezia,ITA-Serie A,2122,MF,83.3,4
Arthur Vermeeren,2425,RB Leipzig,Defensive Anchor,Eliot Matazo,Monaco,FRA-Ligue 1,2223,MF,82.2,5
Artur Ioniță,1718,Cagliari,Defensive Anchor,Alex Král,Espanyol,ESP-La Liga,2425,MF,89.9,1
Artur Ioniță,1718,Cagliari,Defensive Anchor,Cheikhou Kouyaté,West Ham,ENG-Premier League,1718,MF,88.0,2
Artur Ioniță,1718,Cagliari,Defensive Anchor,Ibrahima Sissoko,Bochum,GER-Bundesliga,2425,MF,86.8,3
Artur Ioniță,1718,Cagliari,Defensive Anchor,Rani Khedira,Union Berlin,GER-Bundesliga,2223,MF,86.1,4
Artur Ioniță,1718,Cagliari,Defensive Anchor,Morten Thorsby,Sampdoria,ITA-Serie A,2122,MF,85.9,5
Artur Ioniță,1819,Cagliari,Defensive Anchor,Nemanja Maksimović,Getafe,ESP-La Liga,2324,MF,92.8,1
Artur Ioniță,1819,Cagliari,Defensive Anchor,Morten Thorsby,Sampdoria,ITA-Serie A,2122,MF,92.7,2
Artur Ioniță,1819,Cagliari,Defensive Anchor,Alex Král,Espanyol,ESP-La Liga,2425,MF,92.1,3
Artur Ioniță,1819,Cagliari,Defensive Anchor,Cheikhou Kouyaté,West Ham,ENG-Premier League,1718,MF,91.4,4
Artur Ioniță,1819,Cagliari,Defensive Anchor,Rani Khedira,Union Berlin,GER-Bundesliga,2223,MF,88.5,5
Artur Ioniță,1920,Cagliari,Defensive Anchor,Nikola Vukčević,Levante,ESP-La Liga,1920,MF,83.7,1
Artur Ioniță,1920,Cagliari,Defensive Anchor,Sergio Álvarez,Eibar,ESP-La Liga,2021,"MF,DF",82.3,2
Artur Ioniță,1920,Cagliari,Defensive Anchor,Jack Cork,Burnley,ENG-Premier League,1920,MF,82.1,3
Artur Ioniță,1920,Cagliari,Defensive Anchor,Manuel Prietl,Arminia,GER-Bundesliga,2122,MF,79.5,4
Artur Ioniță,1920,Cagliari,Defensive Anchor,Fede San Emeterio,Valladolid,ESP-La Liga,2021,MF,78.6,5
Artur Ioniță,2021,Benevento,Defensive Anchor,Kenny McLean,Norwich City,ENG-Premier League,2122,MF,91.4,1
Artur Ioniță,2021,Benevento,Defensive Anchor,Lassana Coulibaly,Lecce,ITA-Serie A,2425,MF,90.8,2
Artur Ioniță,2021,Benevento,Defensive Anchor,Jack Cork,Burnley,ENG-Premier League,1920,MF,90.6,3
Artur Ioniță,2021,Benevento,Defensive Anchor,Jeffrey Schlupp,Crystal Palace,ENG-Premier League,2223,"MF,FW",88.5,4
Artur Ioniță,2021,Benevento,Defensive Anchor,Morten Thorsby,Sampdoria,ITA-Serie A,2122,MF,87.8,5
Arturo Vidal,1718,Bayern Munich,Box-to-Box Engine,Florian Tardieu,Troyes,FRA-Ligue 1,2223,MF,75.4,1
Arturo Vidal,1718,Bayern Munich,Box-to-Box Engine,Rubén Rochina,Levante,ESP-La Liga,1819,MF,74.7,2
Arturo Vidal,1718,Bayern Munich,Box-to-Box Engine,Ander Herrera,Paris S-G,FRA-Ligue 1,2122,MF,74.0,3
Arturo Vidal,1718,Bayern Munich,Box-to-Box Engine,Téji Savanier,Montpellier,FRA-Ligue 1,1920,MF,73.0,4
Arturo Vidal,1718,Bayern Munich,Box-to-Box Engine,Thiago Alcántara,Bayern Munich,GER-Bundesliga,1718,"MF,FW",71.2,5
Arturo Vidal,1819,Barcelona,Box-to-Box Engine,Casemiro,Manchester Utd,ENG-Premier League,2223,MF,78.8,1
Arturo Vidal,1819,Barcelona,Box-to-Box Engine,Lars Bender,Leverkusen,GER-Bundesliga,1819,"MF,DF",77.6,2
Arturo Vidal,1819,Barcelona,Box-to-Box Engine,Corentin Tolisso,Lyon,FRA-Ligue 1,2425,MF,69.9,3
Arturo Vidal,1819,Barcelona,Box-to-Box Engine,Valentin Rongier,Marseille,FRA-Ligue 1,2425,"MF,DF",69.7,4
Arturo Vidal,1819,Barcelona,Box-to-Box Engine,Fred,Manchester Utd,ENG-Premier League,2122,MF,66.8,5
Arturo Vidal,1920,Barcelona,Ball Progressor,Matías Vecino,Lazio,ITA-Serie A,2324,MF,75.0,1
Arturo Vidal,1920,Barcelona,Ball Progressor,Raúl García,Athletic Club,ESP-La Liga,1819,"MF,FW",70.3,2
Arturo Vidal,1920,Barcelona,Ball Progressor,Lewis Holtby,Hamburger SV,GER-Bundesliga,1718,"MF,FW",69.3,3
Arturo Vidal,1920,Barcelona,Ball Progressor,Paulinho,Barcelona,ESP-La Liga,1718,MF,65.6,4
Arturo Vidal,1920,Barcelona,Ball Progressor,Jonas Hector,Köln,GER-Bundesliga,2021,"MF,FW",65.4,5
Arturo Vidal,2021,Inter,Box-to-Box Engine,Milan Badelj,Lazio,ITA-Serie A,1819,MF,82.7,1
Arturo Vidal,2021,Inter,Box-to-Box Engine,Jaroslav Plašil,Bordeaux,FRA-Ligue 1,1718,MF,79.6,2
Arturo Vidal,2021,Inter,Box-to-Box Engine,Daniele De Rossi,Roma,ITA-Serie A,1819,MF,79.2,3
Arturo Vidal,2021,Inter,Box-to-Box Engine,James McArthur,Crystal Palace,ENG-Premier League,2122,MF,78.8,4
Arturo Vidal,2021,Inter,Box-to-Box Engine,Thomas Mangani,Ajaccio,FRA-Ligue 1,2223,MF,77.5,5
Ashley Westwood,1718,Burnley,Defensive Anchor,Alberto Grassi,Empoli,ITA-Serie A,2223,MF,90.1,1
Ashley Westwood,1718,Burnley,Defensive Anchor,Romaine Sawyers,West Brom,ENG-Premier League,2021,MF,85.7,2
Ashley Westwood,1718,Burnley,Defensive Anchor,Mikel Vesga,Athletic Club,ESP-La Liga,2122,MF,85.0,3
Ashley Westwood,1718,Burnley,Defensive Anchor,Francesco Di Tacchio,Salernitana,ITA-Serie A,2122,MF,83.5,4
Ashley Westwood,1718,Burnley,Defensive Anchor,Kévin N'Doram,Metz,FRA-Ligue 1,2122,MF,83.3,5
Ashley Westwood,1819,Burnley,Defensive Anchor,Ondrej Duda,Hellas Verona,ITA-Serie A,2425,MF,86.0,1
Ashley Westwood,1819,Burnley,Defensive Anchor,Lewis Cook,Bournemouth,ENG-Premier League,2324,MF,77.7,2
