player,season,team,league,pos_,age_,Playing Time_Min,role_cluster,primary_role,role_confidence_pct,role_similarity_score,distance_to_centroid
Ludovic Blas,1718,Guingamp,FRA-Ligue 1,MF,19.0,1793,3,Box-to-Box Engine,63.4,63.4,3.1618969379303508
Mustapha Diallo,1718,Guingamp,FRA-Ligue 1,MF,31.0,1384,0,Defensive Anchor,0.0,0.0,4.576587103230868
Étienne Didot,1718,Guingamp,FRA-Ligue 1,MF,34.0,1621,0,Defensive Anchor,100.0,100.0,1.7692990277828045
Ibrahim Amadou,1718,Lille,FRA-Ligue 1,"MF,DF",24.0,2405,0,Defensive Anchor,58.8,58.8,2.7653988402259455
Thiago Maia,1718,Lille,FRA-Ligue 1,"MF,DF",20.0,2463,0,Defensive Anchor,16.0,16.0,3.758031063699464
Thiago Mendes,1718,Lille,FRA-Ligue 1,MF,25.0,2294,3,Box-to-Box Engine,65.1,65.1,3.1157916906364784
Xeka,1718,Lille,FRA-Ligue 1,MF,22.0,1393,3,Box-to-Box Engine,0.0,0.0,8.878727440183779
Yassine Benzia,1718,Lille,FRA-Ligue 1,"MF,FW",22.0,2288,3,Box-to-Box Engine,40.7,40.7,3.794656129801118
Yves Bissouma,1718,Lille,FRA-Ligue 1,"MF,DF",20.0,1561,3,Box-to-Box Engine,24.9,24.9,4.234106378674122
Houssem Aouar,1718,Lyon,FRA-Ligue 1,"MF,FW",19.0,2433,3,Box-to-Box Engine,64.7,64.7,3.1251337181900736
Lucas Tousart,1718,Lyon,FRA-Ligue 1,MF,20.0,3132,0,Defensive Anchor,89.6,89.6,2.0497242295393248
Nabil Fekir,1718,Lyon,FRA-Ligue 1,"MF,FW",24.0,2477,2,Creative Playmaker,29.1,29.1,5.020752782917745
Sergi Darder,1718,Lyon,FRA-Ligue 1,MF,23.0,2782,0,Defensive Anchor,0.0,0.0,5.308152738780286
Tanguy Ndombele,1718,Lyon,FRA-Ligue 1,MF,20.0,2352,3,Box-to-Box Engine,55.5,55.5,3.3825415930565907
Andre-Frank Zambo Anguissa,1718,Marseille,FRA-Ligue 1,MF,21.0,2439,3,Box-to-Box Engine,18.7,18.7,4.407441408904723
Dimitri Payet,1718,Marseille,FRA-Ligue 1,"MF,FW",30.0,2347,2,Creative Playmaker,37.0,37.0,4.732534520725177
Luiz Gustavo,1718,Marseille,FRA-Ligue 1,"MF,DF",30.0,3019,3,Box-to-Box Engine,51.6,51.6,3.489529666303277
Maxime Lopez,1718,Marseille,FRA-Ligue 1,"MF,FW",19.0,1378,3,Box-to-Box Engine,0.0,0.0,4.951506041199766
Morgan Sanson,1718,Marseille,FRA-Ligue 1,MF,22.0,2165,2,Creative Playmaker,70.4,70.4,3.52861412898268
Florent Mollet,1718,Metz,FRA-Ligue 1,"MF,FW",25.0,1412,1,Ball Progressor,35.9,35.9,3.6706468131001517
Georges Mandjeck,1718,Metz,FRA-Ligue 1,"MF,DF",28.0,968,0,Defensive Anchor,97.1,97.1,1.87451930927368
Gerónimo Poblete,1718,Metz,FRA-Ligue 1,MF,24.0,1656,0,Defensive Anchor,74.2,74.2,2.4068156295078866
Renaud Cohade,1718,Metz,FRA-Ligue 1,MF,32.0,3298,3,Box-to-Box Engine,53.6,53.6,3.43514146148508
Allan Saint-Maximin,1718,Monaco,FRA-Ligue 1,MF,20.0,2246,2,Creative Playmaker,0.0,0.0,7.670637918528022
Fabinho,1718,Monaco,FRA-Ligue 1,MF,23.0,3060,3,Box-to-Box Engine,67.8,67.8,3.0398012445063736
Gil Bastião Dias,1718,Monaco,FRA-Ligue 1,MF,20.0,1190,1,Ball Progressor,0.0,0.0,9.162513582874828
João Moutinho,1718,Monaco,FRA-Ligue 1,MF,30.0,2803,3,Box-to-Box Engine,88.7,88.7,2.4582326291070573
Soualiho Meïté,1718,Monaco,FRA-Ligue 1,MF,23.0,1335,0,Defensive Anchor,0.0,0.0,5.521564281921938
Thomas Lemar,1718,Monaco,FRA-Ligue 1,"MF,FW",21.0,2378,2,Creative Playmaker,100.0,100.0,2.132825838143717
Youri Tielemans,1718,Monaco,FRA-Ligue 1,MF,20.0,1569,3,Box-to-Box Engine,70.2,70.2,2.9724045630412426
Ellyes Skhiri,1718,Montpellier,FRA-Ligue 1,MF,22.0,3049,0,Defensive Anchor,57.1,57.1,2.8050124994790853
Jonathan Ikone,1718,Montpellier,FRA-Ligue 1,"MF,FW",19.0,998,1,Ball Progressor,46.8,46.8,3.4054019364793273
Junior Sambia,1718,Montpellier,FRA-Ligue 1,MF,20.0,1543,1,Ball Progressor,50.6,50.6,3.311049443088059
Paul Lasne,1718,Montpellier,FRA-Ligue 1,MF,28.0,3062,3,Box-to-Box Engine,86.9,86.9,2.5081283732676454
Stéphane Sessègnon,1718,Montpellier,FRA-Ligue 1,"MF,FW",33.0,985,1,Ball Progressor,18.3,18.3,4.1013415293429825
Abdoulaye Touré,1718,Nantes,FRA-Ligue 1,MF,23.0,2810,0,Defensive Anchor,67.9,67.9,2.552749493920506
Adrien Thomasson,1718,Nantes,FRA-Ligue 1,"MF,FW",23.0,2578,1,Ball Progressor,45.9,45.9,3.4259832649273774
Andrei Girotto,1718,Nantes,FRA-Ligue 1,MF,25.0,1520,0,Defensive Anchor,68.0,68.0,2.5510248717090818
Jules Iloki,1718,Nantes,FRA-Ligue 1,"MF,FW",25.0,1421,1,Ball Progressor,0.0,0.0,4.549377898548778
Rene Krhin,1718,Nantes,FRA-Ligue 1,MF,27.0,1312,0,Defensive Anchor,37.8,37.8,3.252478776312845
Valentin Rongier,1718,Nantes,FRA-Ligue 1,MF,22.0,2350,3,Box-to-Box Engine,75.8,75.8,2.8173245460407323
Adrien Tameze,1718,Nice,FRA-Ligue 1,MF,23.0,1681,0,Defensive Anchor,36.1,36.1,3.2925662382527623
Jean Seri,1718,Nice,FRA-Ligue 1,MF,26.0,2615,3,Box-to-Box Engine,42.8,42.8,3.7352817757743253
Nampalys Mendy,1718,Nice,FRA-Ligue 1,MF,25.0,965,0,Defensive Anchor,34.7,34.7,3.324694000032744
Pierre Lees-Melou,1718,Nice,FRA-Ligue 1,"MF,FW",24.0,2890,1,Ball Progressor,64.0,64.0,2.9835737409465786
Rémi Walter,1718,Nice,FRA-Ligue 1,"MF,FW",22.0,997,0,Defensive Anchor,54.9,54.9,2.855767535369758
Wylan Cyprien,1718,Nice,FRA-Ligue 1,MF,22.0,951,3,Box-to-Box Engine,38.1,38.1,3.8661981027911003
Adrien Rabiot,1718,Paris S-G,FRA-Ligue 1,MF,22.0,2362,3,Box-to-Box Engine,43.4,43.4,3.718500847684975
Blaise Matuidi,1718,Paris S-G,FRA-Ligue 1,MF,30.0,2354,0,Defensive Anchor,0.0,0.0,7.35432673101535
Giovani Lo Celso,1718,Paris S-G,FRA-Ligue 1,MF,21.0,1776,3,Box-to-Box Engine,13.5,13.5,4.551705121670292
Javier Pastore,1718,Paris S-G,FRA-Ligue 1,"MF,FW",28.0,1347,2,Creative Playmaker,81.6,81.6,3.124052511510341
Julian Draxler,1718,Paris S-G,FRA-Ligue 1,"MF,FW",23.0,1704,2,Creative Playmaker,61.3,61.3,3.8572844020366484
Marco Verratti,1718,Paris S-G,FRA-Ligue 1,MF,24.0,1718,3,Box-to-Box Engine,7.2,7.2,4.726779084067669
Thiago Motta,1718,Paris S-G,FRA-Ligue 1,MF,34.0,1154,3,Box-to-Box Engine,8.8,8.8,4.6823316178722685
Benjamin André,1718,Rennes,FRA-Ligue 1,MF,26.0,3011,3,Box-to-Box Engine,66.6,66.6,3.0742989911982015
Benjamin Bourigeaud,1718,Rennes,FRA-Ligue 1,"MF,FW",23.0,3102,2,Creative Playmaker,69.2,69.2,3.5726753800747018
James Lea Siliki,1718,Rennes,FRA-Ligue 1,MF,21.0,1818,1,Ball Progressor,100.0,100.0,1.721027802021222
Sanjin Prcić,1718,Rennes,FRA-Ligue 1,MF,23.0,1565,0,Defensive Anchor,69.5,69.5,2.5163453116431787
Assane Dioussé,1718,Saint-Étienne,FRA-Ligue 1,MF,19.0,1344,0,Defensive Anchor,27.6,27.6,3.4884874613718697
Bryan Dabo,1718,Saint-Étienne,FRA-Ligue 1,"MF,FW",25.0,1284,1,Ball Progressor,61.0,61.0,3.0576309209328563
Ole Selnæs,1718,Saint-Étienne,FRA-Ligue 1,MF,23.0,2058,0,Defensive Anchor,32.6,32.6,3.37165165238314
Rémy Cabella,1718,Saint-Étienne,FRA-Ligue 1,"MF,FW",27.0,2259,2,Creative Playmaker,52.6,52.6,4.172302870843922
Vincent Pajot,1718,Saint-Étienne,FRA-Ligue 1,MF,26.0,1290,0,Defensive Anchor,75.6,75.6,2.3738419758582676
Yann M'Vila,1718,Saint-Étienne,FRA-Ligue 1,MF,27.0,1479,0,Defensive Anchor,0.0,0.0,4.395648225876778
Anthony Gonçalves,1718,Strasbourg,FRA-Ligue 1,"MF,FW",31.0,1757,1,Ball Progressor,61.2,61.2,3.051159796891506
Benjamin Corgnet,1718,Strasbourg,FRA-Ligue 1,"MF,FW",30.0,1376,1,Ball Progressor,88.8,88.8,2.376183879499729
Dimitri Liénard,1718,Strasbourg,FRA-Ligue 1,"MF,FW",29.0,2602,3,Box-to-Box Engine,55.7,55.7,3.376851311897597
Jean-Eudes Aholou,1718,Strasbourg,FRA-Ligue 1,MF,23.0,3006,0,Defensive Anchor,54.7,54.7,2.858978040155151
Jonas Martin,1718,Strasbourg,FRA-Ligue 1,MF,27.0,3025,0,Defensive Anchor,76.9,76.9,2.343566665776536
Alexis Blin,1718,Toulouse,FRA-Ligue 1,MF,20.0,1886,0,Defensive Anchor,100.0,100.0,1.4993512493347734
Giannelli Imbula,1718,Toulouse,FRA-Ligue 1,MF,24.0,2243,3,Box-to-Box Engine,62.8,62.8,3.178640839292614
Ibrahim Sangaré,1718,Toulouse,FRA-Ligue 1,MF,19.0,1588,3,Box-to-Box Engine,44.2,44.2,3.695261063841374
Jimmy Durmaz,1718,Toulouse,FRA-Ligue 1,"MF,FW",28.0,1028,2,Creative Playmaker,86.5,86.5,2.947946888623922
Somália,1718,Toulouse,FRA-Ligue 1,"MF,FW",28.0,2002,0,Defensive Anchor,31.9,31.9,3.3893688261047594
Yannick Cahuzac,1718,Toulouse,FRA-Ligue 1,MF,32.0,1518,0,Defensive Anchor,51.8,51.8,2.9277697832601297
Benjamin Nivet,1718,Troyes,FRA-Ligue 1,"MF,FW",40.0,1369,1,Ball Progressor,75.4,75.4,2.704901876635206
François Bellugou,1718,Troyes,FRA-Ligue 1,MF,30.0,2177,0,Defensive Anchor,77.4,77.4,2.331550611540771
Karim Azamoum,1718,Troyes,FRA-Ligue 1,MF,27.0,2251,0,Defensive Anchor,81.0,81.0,2.2488085525511456
Rémi Walter,1718,Troyes,FRA-Ligue 1,MF,22.0,997,0,Defensive Anchor,10.8,10.8,3.8784671687133865
Saîf-Eddine Khaoui,1718,Troyes,FRA-Ligue 1,"MF,FW",22.0,1956,1,Ball Progressor,76.0,76.0,2.690288580792917
Tristan Dingomé,1718,Troyes,FRA-Ligue 1,MF,26.0,1192,0,Defensive Anchor,80.5,80.5,2.2615633906997052
Alexis Blin,1819,Amiens,FRA-Ligue 1,MF,21.0,1990,0,Defensive Anchor,67.5,67.5,2.561690528904014
Eddy Gnahoré,1819,Amiens,FRA-Ligue 1,MF,24.0,2243,1,Ball Progressor,85.9,85.9,2.4480062770968876
Mathieu Bodmer,1819,Amiens,FRA-Ligue 1,"MF,FW",35.0,1073,1,Ball Progressor,36.4,36.4,3.6601887793798245
Thomas Monconduit,1819,Amiens,FRA-Ligue 1,MF,27.0,2818,0,Defensive Anchor,95.4,95.4,1.9138903150436501
Angelo Fulgini,1819,Angers,FRA-Ligue 1,"MF,FW",21.0,1635,1,Ball Progressor,47.9,47.9,3.378800410537237
Baptiste Santamaria,1819,Angers,FRA-Ligue 1,MF,23.0,3245,0,Defensive Anchor,100.0,100.0,1.758020837056537
Cheikh N'Doye,1819,Angers,FRA-Ligue 1,MF,32.0,2334,0,Defensive Anchor,39.2,39.2,3.219005438907968
Flavien Tait,1819,Angers,FRA-Ligue 1,"MF,FW",25.0,2985,2,Creative Playmaker,86.1,86.1,2.964324063452267
Thomas Mangani,1819,Angers,FRA-Ligue 1,MF,31.0,1598,3,Box-to-Box Engine,60.2,60.2,3.2503770221937938
Jaroslav Plašil,1819,Bordeaux,FRA-Ligue 1,MF,36.0,1443,0,Defensive Anchor,86.2,86.2,2.127618357478139
Lukas Lerager,1819,Bordeaux,FRA-Ligue 1,MF,25.0,1298,0,Defensive Anchor,78.3,78.3,2.3117488909564994
Lukas Lerager,1819,Bordeaux,FRA-Ligue 1,MF,25.0,1122,0,Defensive Anchor,78.3,78.3,2.3117488909564994
Otávio,1819,Bordeaux,FRA-Ligue 1,MF,24.0,2875,0,Defensive Anchor,47.6,47.6,3.0237977174274544
Toma Bašić,1819,Bordeaux,FRA-Ligue 1,MF,21.0,1333,1,Ball Progressor,81.7,81.7,2.54995821710989
Younousse Sankharé,1819,Bordeaux,FRA-Ligue 1,MF,28.0,1476,1,Ball Progressor,90.2,90.2,2.342657894818668
Fayçal Fajr,1819,Caen,FRA-Ligue 1,MF,29.0,3240,3,Box-to-Box Engine,94.6,94.6,2.2945908868851146
Ismaël Diomandé,1819,Caen,FRA-Ligue 1,"MF,DF",25.0,1293,0,Defensive Anchor,83.6,83.6,2.187651043226368
Jessy Deminguet,1819,Caen,FRA-Ligue 1,MF,20.0,1269,0,Defensive Anchor,89.0,89.0,2.0627518988271625
Prince Oniangué,1819,Caen,FRA-Ligue 1,MF,29.0,2343,0,Defensive Anchor,50.0,50.0,2.9699198714866513
Saîf-Eddine Khaoui,1819,Caen,FRA-Ligue 1,"MF,FW",23.0,1353,1,Ball Progressor,64.3,64.3,2.976724012779319
Florent Balmont,1819,Dijon,FRA-Ligue 1,MF,38.0,1076,3,Box-to-Box Engine,26.9,26.9,4.176859194269934
Jordan Marié,1819,Dijon,FRA-Ligue 1,MF,26.0,1803,0,Defensive Anchor,97.2,97.2,1.8733324549379433
Mehdi Abeid,1819,Dijon,FRA-Ligue 1,MF,25.0,2023,0,Defensive Anchor,82.8,82.8,2.207043108603607
Naïm Sliti,1819,Dijon,FRA-Ligue 1,"MF,FW",26.0,2286,2,Creative Playmaker,85.3,85.3,2.990411618056513
Romain Amalfitano,1819,Dijon,FRA-Ligue 1,"MF,FW",28.0,2522,0,Defensive Anchor,64.8,64.8,2.6248597176696746
Lebogang Phiri,1819,Guingamp,FRA-Ligue 1,MF,23.0,1928,0,Defensive Anchor,100.0,100.0,1.5076543088557879
Lucas Deaux,1819,Guingamp,FRA-Ligue 1,MF,29.0,1188,0,Defensive Anchor,32.2,32.2,3.381442872523895
Ludovic Blas,1819,Guingamp,FRA-Ligue 1,"MF,FW",20.0,2372,0,Defensive Anchor,54.1,54.1,2.8745605261506673
Nicolas Benezet,1819,Guingamp,FRA-Ligue 1,"MF,FW",27.0,1666,2,Creative Playmaker,85.4,85.4,2.9878171608995645
Étienne Didot,1819,Guingamp,FRA-Ligue 1,MF,35.0,2105,0,Defensive Anchor,88.6,88.6,2.0729257889411854
Jonathan Ikone,1819,Lille,FRA-Ligue 1,"MF,FW",20.0,2796,2,Creative Playmaker,59.7,59.7,3.91424046934244
Thiago Maia,1819,Lille,FRA-Ligue 1,MF,21.0,1021,0,Defensive Anchor,68.2,68.2,2.545159146198584
Thiago Mendes,1819,Lille,FRA-Ligue 1,MF,26.0,3074,3,Box-to-Box Engine,70.9,70.9,2.9521265346216294
Xeka,1819,Lille,FRA-Ligue 1,MF,23.0,2260,0,Defensive Anchor,79.7,79.7,2.2785515109704355
Houssem Aouar,1819,Lyon,FRA-Ligue 1,MF,20.0,3061,3,Box-to-Box Engine,63.1,63.1,3.1708357934988545
Jordan Ferri,1819,Lyon,FRA-Ligue 1,MF,26.0,1874,3,Box-to-Box Engine,0.0,0.0,5.9370809171286725
Lucas Tousart,1819,Lyon,FRA-Ligue 1,MF,21.0,1727,0,Defensive Anchor,63.8,63.8,2.64898801769669
Nabil Fekir,1819,Lyon,FRA-Ligue 1,MF,25.0,1988,2,Creative Playmaker,47.5,47.5,4.35375082727878
Tanguy Ndombele,1819,Lyon,FRA-Ligue 1,MF,21.0,2690,3,Box-to-Box Engine,73.2,73.2,2.8886820111849985
Dimitri Payet,1819,Marseille,FRA-Ligue 1,"MF,FW",31.0,1904,2,Creative Playmaker,84.5,84.5,3.0189718111567156
Kevin Strootman,1819,Marseille,FRA-Ligue 1,MF,28.0,1942,0,Defensive Anchor,56.5,56.5,2.818268509887885
Luiz Gustavo,1819,Marseille,FRA-Ligue 1,"MF,DF",31.0,2436,0,Defensive Anchor,72.9,72.9,2.437679191728269
Maxime Lopez,1819,Marseille,FRA-Ligue 1,MF,20.0,2180,3,Box-to-Box Engine,16.5,16.5,4.4675055078594035
Morgan Sanson,1819,Marseille,FRA-Ligue 1,MF,23.0,2403,3,Box-to-Box Engine,82.1,82.1,2.6424906484617123
Adama Traoré,1819,Monaco,FRA-Ligue 1,MF,23.0,902,1,Ball Progressor,21.8,21.8,4.016384244166596
Adrien Silva,1819,Monaco,FRA-Ligue 1,MF,29.0,1184,0,Defensive Anchor,17.6,17.6,3.7213966882374026
Aleksandr Golovin,1819,Monaco,FRA-Ligue 1,"MF,FW",22.0,2290,1,Ball Progressor,93.1,93.1,2.2704333488041692
Cesc Fàbregas,1819,Monaco,FRA-Ligue 1,MF,31.0,966,3,Box-to-Box Engine,71.0,71.0,2.9505454347303384
Jean-Eudes Aholou,1819,Monaco,FRA-Ligue 1,MF,24.0,1075,0,Defensive Anchor,38.7,38.7,3.23053164903611
Youri Tielemans,1819,Monaco,FRA-Ligue 1,MF,21.0,1086,3,Box-to-Box Engine,84.5,84.5,2.573918100604578
Youri Tielemans,1819,Monaco,FRA-Ligue 1,MF,21.0,1680,3,Box-to-Box Engine,84.5,84.5,2.573918100604578
Youssef Aït Bennasser,1819,Monaco,FRA-Ligue 1,MF,22.0,1073,3,Box-to-Box Engine,62.8,62.8,3.177977637520917
Youssef Aït Bennasser,1819,Monaco,FRA-Ligue 1,MF,22.0,936,3,Box-to-Box Engine,62.8,62.8,3.177977637520917
Damien Le Tallec,1819,Montpellier,FRA-Ligue 1,MF,28.0,2805,0,Defensive Anchor,43.8,43.8,3.113582063409187
Ellyes Skhiri,1819,Montpellier,FRA-Ligue 1,MF,23.0,3090,0,Defensive Anchor,72.6,72.6,2.4429893236436584
Florent Mollet,1819,Montpellier,FRA-Ligue 1,MF,26.0,2564,2,Creative Playmaker,89.6,89.6,2.8363914010546485
Junior Sambia,1819,Montpellier,FRA-Ligue 1,"MF,FW",21.0,926,2,Creative Playmaker,79.6,79.6,3.197643008793796
Paul Lasne,1819,Montpellier,FRA-Ligue 1,"MF,DF",29.0,1789,0,Defensive Anchor,70.7,70.7,2.488144942709497
Abdoulaye Touré,1819,Nantes,FRA-Ligue 1,MF,24.0,2749,0,Defensive Anchor,93.5,93.5,1.9580669877732837
Andrei Girotto,1819,Nantes,FRA-Ligue 1,MF,26.0,1475,0,Defensive Anchor,69.4,69.4,2.5192797766083026
Rene Krhin,1819,Nantes,FRA-Ligue 1,MF,28.0,1057,0,Defensive Anchor,51.4,51.4,2.93698139769137
Samuel Moutoussamy,1819,Nantes,FRA-Ligue 1,"MF,FW",21.0,1648,1,Ball Progressor,100.0,100.0,1.4991036544553809
Valentin Rongier,1819,Nantes,FRA-Ligue 1,MF,23.0,3226,3,Box-to-Box Engine,77.3,77.3,2.7760604703229346
Adrien Tameze,1819,Nice,FRA-Ligue 1,MF,24.0,2942,0,Defensive Anchor,99.9,99.9,1.8110604892863054
Danilo Barbosa,1819,Nice,FRA-Ligue 1,MF,22.0,1548,0,Defensive Anchor,63.4,63.4,2.6575627302163345
Jean-Victor Makengo,1819,Nice,FRA-Ligue 1,"MF,FW",20.0,1029,1,Ball Progressor,38.7,38.7,3.603267835289053
Pierre Lees-Melou,1819,Nice,FRA-Ligue 1,MF,25.0,2394,0,Defensive Anchor,69.8,69.8,2.5101968306684324
Wylan Cyprien,1819,Nice,FRA-Ligue 1,MF,23.0,2360,3,Box-to-Box Engine,53.4,53.4,3.4415467427198156
Antonin Bobichon,1819,Nîmes,FRA-Ligue 1,MF,22.0,2153,1,Ball Progressor,67.0,67.0,2.9095159619585824
Denis Bouanga,1819,Nîmes,FRA-Ligue 1,"MF,FW",23.0,2633,1,Ball Progressor,65.6,65.6,2.9446639551704377
Jordan Ferri,1819,Nîmes,FRA-Ligue 1,MF,26.0,1874,3,Box-to-Box Engine,82.7,82.7,2.6252863865695937
Sada Thioub,1819,Nîmes,FRA-Ligue 1,"MF,FW",23.0,2476,2,Creative Playmaker,63.6,63.6,3.7744791154052977
Theo Valls,1819,Nîmes,FRA-Ligue 1,MF,22.0,1770,0,Defensive Anchor,97.1,97.1,1.8744705884517587
Téji Savanier,1819,Nîmes,FRA-Ligue 1,MF,26.0,2864,3,Box-to-Box Engine,12.1,12.1,4.590853694507603
Adrien Rabiot,1819,Paris S-G,FRA-Ligue 1,MF,23.0,1063,3,Box-to-Box Engine,0.0,0.0,5.572896301558742
Christopher Nkunku,1819,Paris S-G,FRA-Ligue 1,"MF,FW",20.0,1156,2,Creative Playmaker,86.8,86.8,2.93903618913806
Dani Alves,1819,Paris S-G,FRA-Ligue 1,"MF,DF",35.0,1622,2,Creative Playmaker,31.7,31.7,4.92657303409122
Giovani Lo Celso,1819,Paris S-G,FRA-Ligue 1,MF,22.0,2397,0,Defensive Anchor,0.0,0.0,8.24967396847476
Julian Draxler,1819,Paris S-G,FRA-Ligue 1,"MF,FW",24.0,2046,2,Creative Playmaker,64.8,64.8,3.7328081535005055
Leandro Paredes,1819,Paris S-G,FRA-Ligue 1,MF,24.0,1249,3,Box-to-Box Engine,68.9,68.9,3.009145700002425
Marco Verratti,1819,Paris S-G,FRA-Ligue 1,MF,25.0,1879,3,Box-to-Box Engine,0.0,0.0,5.215552696610189
Moussa Diaby,1819,Paris S-G,FRA-Ligue 1,"MF,DF",19.0,1141,2,Creative Playmaker,44.9,44.9,4.448394949445074
Neymar,1819,Paris S-G,FRA-Ligue 1,"MF,FW",26.0,1439,2,Creative Playmaker,0.0,0.0,8.843486099037827
Alaixys Romao,1819,Reims,FRA-Ligue 1,MF,34.0,3160,0,Defensive Anchor,89.5,89.5,2.052725071534712
Tristan Dingomé,1819,Reims,FRA-Ligue 1,MF,27.0,1344,1,Ball Progressor,56.3,56.3,3.172526841065807
Xavier Chavalerin,1819,Reims,FRA-Ligue 1,MF,27.0,3240,0,Defensive Anchor,62.1,62.1,2.688326515701097
Benjamin André,1819,Rennes,FRA-Ligue 1,MF,27.0,2495,3,Box-to-Box Engine,55.9,55.9,3.370029650595732
Benjamin Bourigeaud,1819,Rennes,FRA-Ligue 1,"MF,FW",24.0,2425,1,Ball Progressor,76.7,76.7,2.673374754520122
Clément Grenier,1819,Rennes,FRA-Ligue 1,MF,27.0,2668,3,Box-to-Box Engine,100.0,100.0,1.8705055295081792
James Lea Siliki,1819,Rennes,FRA-Ligue 1,"MF,FW",22.0,1220,1,Ball Progressor,100.0,100.0,2.0552456279104114
Romain Del Castillo,1819,Rennes,FRA-Ligue 1,"MF,FW",22.0,1343,2,Creative Playmaker,38.9,38.9,4.6639583312206065
Ole Selnæs,1819,Saint-Étienne,FRA-Ligue 1,MF,24.0,1669,0,Defensive Anchor,59.2,59.2,2.755715231672219
Rémy Cabella,1819,Saint-Étienne,FRA-Ligue 1,"MF,FW",28.0,2997,2,Creative Playmaker,46.1,46.1,4.406337939427537
Yann M'Vila,1819,Saint-Étienne,FRA-Ligue 1,MF,28.0,3258,0,Defensive Anchor,59.7,59.7,2.7434340424751094
Youssef Aït Bennasser,1819,Saint-Étienne,FRA-Ligue 1,MF,22.0,1073,0,Defensive Anchor,69.0,69.0,2.527994905647655
Youssef Aït Bennasser,1819,Saint-Étienne,FRA-Ligue 1,MF,22.0,936,0,Defensive Anchor,69.0,69.0,2.527994905647655
Adrien Thomasson,1819,Strasbourg,FRA-Ligue 1,"MF,FW",24.0,2479,1,Ball Progressor,79.1,79.1,2.6138617854269586
Anthony Gonçalves,1819,Strasbourg,FRA-Ligue 1,"MF,FW",32.0,1058,1,Ball Progressor,0.0,0.0,4.642927035922609
Dimitri Liénard,1819,Strasbourg,FRA-Ligue 1,"MF,DF",30.0,1291,3,Box-to-Box Engine,60.5,60.5,3.2432903933929165
Ibrahima Sissoko,1819,Strasbourg,FRA-Ligue 1,MF,20.0,2665,0,Defensive Anchor,100.0,100.0,1.6644065936191277
Jonas Martin,1819,Strasbourg,FRA-Ligue 1,MF,28.0,2059,3,Box-to-Box Engine,100.0,100.0,1.9991789204240786
Sanjin Prcić,1819,Strasbourg,FRA-Ligue 1,MF,24.0,1053,3,Box-to-Box Engine,63.7,63.7,3.1526757662590565
Youssouf Fofana,1819,Strasbourg,FRA-Ligue 1,MF,19.0,912,0,Defensive Anchor,54.4,54.4,2.8658106123672518
Ibrahim Sangaré,1819,Toulouse,FRA-Ligue 1,MF,20.0,2467,3,Box-to-Box Engine,40.0,40.0,3.814029558689765
Jimmy Durmaz,1819,Toulouse,FRA-Ligue 1,"MF,FW",29.0,1899,2,Creative Playmaker,98.4,98.4,2.5209756640554235
John Bostock,1819,Toulouse,FRA-Ligue 1,MF,26.0,984,0,Defensive Anchor,31.9,31.9,3.3891638133733792
Kalidou Sidibé,1819,Toulouse,FRA-Ligue 1,MF,19.0,1259,0,Defensive Anchor,58.2,58.2,2.7772854582103714
Manu García,1819,Toulouse,FRA-Ligue 1,MF,20.0,2330,1,Ball Progressor,56.8,56.8,3.159877879926614
Manu García,1819,Toulouse,FRA-Ligue 1,MF,20.0,1843,1,Ball Progressor,56.8,56.8,3.159877879926614
Yannick Cahuzac,1819,Toulouse,FRA-Ligue 1,"MF,DF",33.0,1431,0,Defensive Anchor,76.9,76.9,2.3436179360255642
Alexis Blin,1920,Amiens,FRA-Ligue 1,MF,22.0,1841,0,Defensive Anchor,89.4,89.4,2.0533346843058093
Bongani Zungu,1920,Amiens,FRA-Ligue 1,MF,26.0,992,0,Defensive Anchor,60.8,60.8,2.7170643595753585
Eddy Gnahoré,1920,Amiens,FRA-Ligue 1,MF,25.0,1133,0,Defensive Anchor,55.1,55.1,2.8505267200234754
Gaël Kakuta,1920,Amiens,FRA-Ligue 1,"MF,FW",28.0,2001,1,Ball Progressor,86.0,86.0,2.444006533090359
Thomas Monconduit,1920,Amiens,FRA-Ligue 1,MF,28.0,1364,0,Defensive Anchor,60.1,60.1,2.733258240075217
Angelo Fulgini,1920,Angers,FRA-Ligue 1,MF,22.0,1579,3,Box-to-Box Engine,55.8,55.8,3.3724163780687464
Baptiste Santamaria,1920,Angers,FRA-Ligue 1,MF,24.0,2505,0,Defensive Anchor,79.7,79.7,2.279118721251195
Mathias Pereira Lage,1920,Angers,FRA-Ligue 1,MF,22.0,1542,1,Ball Progressor,81.4,81.4,2.556422227431488
Pierrick Capelle,1920,Angers,FRA-Ligue 1,"MF,DF",32.0,1747,1,Ball Progressor,93.2,93.2,2.267460871559718
Sada Thioub,1920,Angers,FRA-Ligue 1,"MF,FW",24.0,1508,2,Creative Playmaker,43.6,43.6,4.497464574339314
Thomas Mangani,1920,Angers,FRA-Ligue 1,MF,32.0,1871,3,Box-to-Box Engine,69.6,69.6,2.9905667393703435
Aurélien Tchouaméni,1920,Bordeaux,FRA-Ligue 1,MF,19.0,1110,0,Defensive Anchor,38.9,38.9,3.226882156181387
Nicolas de Préville,1920,Bordeaux,FRA-Ligue 1,"MF,FW",28.0,1995,2,Creative Playmaker,96.8,96.8,2.5766611763425193
