player,season,team,league,pos_,age_,Playing Time_Min,role_cluster,primary_role,role_confidence_pct,role_similarity_score,distance_to_centroid
Otávio,1920,Bordeaux,FRA-Ligue 1,MF,25.0,2211,0,Defensive Anchor,56.4,56.4,2.820268723227756
Toma Bašić,1920,Bordeaux,FRA-Ligue 1,MF,22.0,991,3,Box-to-Box Engine,74.6,74.6,2.8503069497933544
Yacine Adli,1920,Bordeaux,FRA-Ligue 1,MF,19.0,1020,1,Ball Progressor,39.0,39.0,3.59669841207117
Cristian Battocchio,1920,Brest,FRA-Ligue 1,MF,27.0,1392,3,Box-to-Box Engine,77.2,77.2,2.7781210859396803
Haris Belkebla,1920,Brest,FRA-Ligue 1,MF,25.0,1816,0,Defensive Anchor,45.8,45.8,3.0671350906534602
Ibrahima Diallo,1920,Brest,FRA-Ligue 1,MF,20.0,1561,0,Defensive Anchor,42.4,42.4,3.144697700739353
Mathias Autret,1920,Brest,FRA-Ligue 1,"MF,FW",28.0,1222,2,Creative Playmaker,73.3,73.3,3.4230778522226104
Paul Lasne,1920,Brest,FRA-Ligue 1,"MF,FW",30.0,1224,1,Ball Progressor,72.8,72.8,2.767206810921759
Didier Ibrahim Ndong,1920,Dijon,FRA-Ligue 1,MF,25.0,2386,0,Defensive Anchor,86.7,86.7,2.1177304877074814
Mounir Chouiar,1920,Dijon,FRA-Ligue 1,"MF,FW",20.0,1506,2,Creative Playmaker,60.1,60.1,3.9022717575151624
Romain Amalfitano,1920,Dijon,FRA-Ligue 1,MF,29.0,1695,0,Defensive Anchor,83.3,83.3,2.196172421226188
Wesley Lautoa,1920,Dijon,FRA-Ligue 1,"MF,DF",31.0,1869,0,Defensive Anchor,65.3,65.3,2.6145304918550885
Benjamin André,1920,Lille,FRA-Ligue 1,MF,28.0,2054,0,Defensive Anchor,36.6,36.6,3.2806848785534553
Boubakary Soumaré,1920,Lille,FRA-Ligue 1,MF,20.0,1213,0,Defensive Anchor,36.4,36.4,3.2836489913916234
Jonathan Ikone,1920,Lille,FRA-Ligue 1,"MF,FW",21.0,2057,1,Ball Progressor,59.0,59.0,3.104876926413034
Renato Sanches,1920,Lille,FRA-Ligue 1,"MF,FW",21.0,1483,3,Box-to-Box Engine,62.7,62.7,3.1825720564073468
Houssem Aouar,1920,Lyon,FRA-Ligue 1,"MF,FW",21.0,1956,2,Creative Playmaker,67.9,67.9,3.619901027498544
Lucas Tousart,1920,Lyon,FRA-Ligue 1,MF,22.0,1763,0,Defensive Anchor,100.0,100.0,1.6959207301202537
Thiago Mendes,1920,Lyon,FRA-Ligue 1,MF,27.0,1812,0,Defensive Anchor,37.7,37.7,3.2536363679262865
Kevin Strootman,1920,Marseille,FRA-Ligue 1,MF,29.0,1416,0,Defensive Anchor,72.9,72.9,2.4366990808067266
Maxime Lopez,1920,Marseille,FRA-Ligue 1,"MF,FW",21.0,1110,3,Box-to-Box Engine,0.0,0.0,5.362696394890674
Morgan Sanson,1920,Marseille,FRA-Ligue 1,MF,24.0,2173,1,Ball Progressor,54.1,54.1,3.2261119858151064
Valentin Rongier,1920,Marseille,FRA-Ligue 1,MF,24.0,1790,3,Box-to-Box Engine,35.3,35.3,3.943042626394091
Habib Maïga,1920,Metz,FRA-Ligue 1,MF,23.0,2266,0,Defensive Anchor,29.0,29.0,3.4554835049231696
Kévin N'Doram,1920,Metz,FRA-Ligue 1,MF,23.0,1646,0,Defensive Anchor,100.0,100.0,1.7814455863793623
Victorien Angban,1920,Metz,FRA-Ligue 1,MF,22.0,1029,0,Defensive Anchor,34.2,34.2,3.335486554633325
Adama Traoré,1920,Monaco,FRA-Ligue 1,MF,24.0,2605,0,Defensive Anchor,0.0,0.0,8.807043538022501
Adama Traoré,1920,Monaco,FRA-Ligue 1,MF,24.0,1007,0,Defensive Anchor,0.0,0.0,8.807043538022501
Adrien Silva,1920,Monaco,FRA-Ligue 1,MF,30.0,1221,3,Box-to-Box Engine,96.1,96.1,2.251754609288905
Aleksandr Golovin,1920,Monaco,FRA-Ligue 1,MF,23.0,2061,2,Creative Playmaker,80.9,80.9,3.152313691982717
Aurélien Tchouaméni,1920,Monaco,FRA-Ligue 1,MF,19.0,1110,1,Ball Progressor,0.0,0.0,8.982624882938156
Cesc Fàbregas,1920,Monaco,FRA-Ligue 1,MF,32.0,930,2,Creative Playmaker,0.1,0.1,6.066676161000405
Tiemoué Bakayoko,1920,Monaco,FRA-Ligue 1,MF,24.0,1719,0,Defensive Anchor,41.5,41.5,3.166252294995222
Youssouf Fofana,1920,Monaco,FRA-Ligue 1,MF,20.0,1008,3,Box-to-Box Engine,61.7,61.7,3.209573183799307
Damien Le Tallec,1920,Montpellier,FRA-Ligue 1,"MF,DF",29.0,2458,0,Defensive Anchor,75.2,75.2,2.3845771537467186
Florent Mollet,1920,Montpellier,FRA-Ligue 1,"MF,FW",27.0,1684,2,Creative Playmaker,78.8,78.8,3.2260712200647705
Jordan Ferri,1920,Montpellier,FRA-Ligue 1,MF,27.0,1150,3,Box-to-Box Engine,71.5,71.5,2.9361121987312755
Joris Chotard,1920,Montpellier,FRA-Ligue 1,MF,17.0,1251,0,Defensive Anchor,90.8,90.8,2.0208808450962668
Téji Savanier,1920,Montpellier,FRA-Ligue 1,MF,27.0,1524,3,Box-to-Box Engine,27.6,27.6,4.160105302320556
Abdoulaye Touré,1920,Nantes,FRA-Ligue 1,MF,25.0,2221,0,Defensive Anchor,82.5,82.5,2.2138792817458315
Imran Louza,1920,Nantes,FRA-Ligue 1,"MF,FW",20.0,2009,1,Ball Progressor,87.6,87.6,2.406639224328541
Mehdi Abeid,1920,Nantes,FRA-Ligue 1,MF,26.0,1817,0,Defensive Anchor,71.5,71.5,2.4684452274007618
Valentin Rongier,1920,Nantes,FRA-Ligue 1,MF,24.0,1790,3,Box-to-Box Engine,0.0,0.0,5.629251117613443
Arnaud Lusamba,1920,Nice,FRA-Ligue 1,"MF,FW",22.0,982,1,Ball Progressor,43.1,43.1,3.496117033279925
Pierre Lees-Melou,1920,Nice,FRA-Ligue 1,MF,26.0,2252,3,Box-to-Box Engine,70.0,70.0,2.979235380782256
Wylan Cyprien,1920,Nice,FRA-Ligue 1,MF,24.0,1772,3,Box-to-Box Engine,0.0,0.0,5.12304309058092
Lamine Fomba,1920,Nîmes,FRA-Ligue 1,MF,21.0,1373,0,Defensive Anchor,39.5,39.5,3.21280994877026
Lucas Deaux,1920,Nîmes,FRA-Ligue 1,MF,30.0,1335,0,Defensive Anchor,58.3,58.3,2.776781356257266
Sidy Sarr,1920,Nîmes,FRA-Ligue 1,MF,23.0,1165,0,Defensive Anchor,100.0,100.0,1.793816963033434
Theo Valls,1920,Nîmes,FRA-Ligue 1,MF,23.0,1632,0,Defensive Anchor,73.3,73.3,2.4275265027246116
Idrissa Gana Gueye,1920,Paris S-G,FRA-Ligue 1,MF,29.0,1653,3,Box-to-Box Engine,50.8,50.8,3.5141970587390854
Marco Verratti,1920,Paris S-G,FRA-Ligue 1,MF,26.0,1482,3,Box-to-Box Engine,0.0,0.0,5.45974260985992
Marquinhos,1920,Paris S-G,FRA-Ligue 1,"MF,DF",25.0,1476,3,Box-to-Box Engine,47.3,47.3,3.6098773309398644
Neymar,1920,Paris S-G,FRA-Ligue 1,"MF,FW",27.0,1318,2,Creative Playmaker,0.0,0.0,8.717454014678832
Alaixys Romao,1920,Reims,FRA-Ligue 1,MF,35.0,1781,0,Defensive Anchor,76.8,76.8,2.3462479790994473
Xavier Chavalerin,1920,Reims,FRA-Ligue 1,MF,28.0,2147,0,Defensive Anchor,48.0,48.0,3.0144181626379045
Benjamin Bourigeaud,1920,Rennes,FRA-Ligue 1,MF,25.0,1903,3,Box-to-Box Engine,84.8,84.8,2.567220885856822
Eduardo Camavinga,1920,Rennes,FRA-Ligue 1,MF,16.0,2107,0,Defensive Anchor,53.4,53.4,2.889890907682105
James Lea Siliki,1920,Rennes,FRA-Ligue 1,MF,23.0,1079,0,Defensive Anchor,95.6,95.6,1.9090024128489755
Raphinha,1920,Rennes,FRA-Ligue 1,"MF,FW",22.0,1690,2,Creative Playmaker,93.3,93.3,2.7039358491426833
Mahdi Camara,1920,Saint-Étienne,FRA-Ligue 1,MF,21.0,901,0,Defensive Anchor,17.3,17.3,3.72865102546683
Ryad Boudebouz,1920,Saint-Étienne,FRA-Ligue 1,"MF,FW",29.0,1597,2,Creative Playmaker,87.4,87.4,2.9171307625961624
Yann M'Vila,1920,Saint-Étienne,FRA-Ligue 1,"MF,DF",29.0,1942,0,Defensive Anchor,46.2,46.2,3.0570756763021776
Zaydou Youssouf,1920,Saint-Étienne,FRA-Ligue 1,MF,20.0,1077,0,Defensive Anchor,21.9,21.9,3.6212484959692253
Adrien Thomasson,1920,Strasbourg,FRA-Ligue 1,"MF,FW",25.0,2072,1,Ball Progressor,70.1,70.1,2.8341441638855374
Dimitri Liénard,1920,Strasbourg,FRA-Ligue 1,MF,31.0,1489,3,Box-to-Box Engine,84.0,84.0,2.587149361024871
Ibrahima Sissoko,1920,Strasbourg,FRA-Ligue 1,MF,21.0,1598,0,Defensive Anchor,68.9,68.9,2.5298739944319806
Jean-Ricner Bellegarde,1920,Strasbourg,FRA-Ligue 1,MF,21.0,1497,1,Ball Progressor,64.0,64.0,2.982986159068778
Youssouf Fofana,1920,Strasbourg,FRA-Ligue 1,MF,20.0,1008,0,Defensive Anchor,50.8,50.8,2.9509209353408368
Ibrahim Sangaré,1920,Toulouse,FRA-Ligue 1,MF,21.0,2175,3,Box-to-Box Engine,64.0,64.0,3.1451571126075666
Jean-Victor Makengo,1920,Toulouse,FRA-Ligue 1,MF,21.0,988,1,Ball Progressor,37.5,37.5,3.632478871948796
Mathieu Dossevi,1920,Toulouse,FRA-Ligue 1,"MF,FW",31.0,1751,2,Creative Playmaker,57.8,57.8,3.98479282117656
Max Gradel,1920,Toulouse,FRA-Ligue 1,"MF,FW",31.0,1635,2,Creative Playmaker,68.4,68.4,3.601026076841114
Quentin Boisgard,1920,Toulouse,FRA-Ligue 1,"MF,FW",22.0,1146,1,Ball Progressor,70.6,70.6,2.8222248171445816
Wesley Saïd,1920,Toulouse,FRA-Ligue 1,"MF,FW",24.0,1160,1,Ball Progressor,64.8,64.8,2.9645036405770324
William Vainqueur,1920,Toulouse,FRA-Ligue 1,MF,30.0,1715,0,Defensive Anchor,64.2,64.2,2.639424347328533
Angelo Fulgini,2021,Angers,FRA-Ligue 1,MF,23.0,2725,2,Creative Playmaker,100.0,100.0,2.167100650319998
Antonin Bobichon,2021,Angers,FRA-Ligue 1,"MF,FW",24.0,911,1,Ball Progressor,31.3,31.3,3.784373053492636
Baptiste Santamaria,2021,Angers,FRA-Ligue 1,MF,25.0,2209,0,Defensive Anchor,29.5,29.5,3.4455859898991563
Ibrahim Amadou,2021,Angers,FRA-Ligue 1,MF,27.0,1504,0,Defensive Anchor,97.9,97.9,1.8573716701330483
Lassana Coulibaly,2021,Angers,FRA-Ligue 1,MF,24.0,1687,0,Defensive Anchor,56.0,56.0,2.8299286457310746
Pierrick Capelle,2021,Angers,FRA-Ligue 1,"MF,DF",33.0,2053,0,Defensive Anchor,53.0,53.0,2.8990740283899132
Thomas Mangani,2021,Angers,FRA-Ligue 1,MF,33.0,2691,3,Box-to-Box Engine,100.0,100.0,2.0672501533412895
Hatem Ben Arfa,2021,Bordeaux,FRA-Ligue 1,"MF,FW",33.0,1703,2,Creative Playmaker,67.6,67.6,3.629944325605311
Mehdi Zerkane,2021,Bordeaux,FRA-Ligue 1,"MF,FW",21.0,1187,1,Ball Progressor,100.0,100.0,1.7931700632726326
Otávio,2021,Bordeaux,FRA-Ligue 1,MF,26.0,1559,0,Defensive Anchor,77.7,77.7,2.3257517915143135
Toma Bašić,2021,Bordeaux,FRA-Ligue 1,MF,23.0,2601,0,Defensive Anchor,51.5,51.5,2.9350883585377536
Yacine Adli,2021,Bordeaux,FRA-Ligue 1,MF,20.0,2418,3,Box-to-Box Engine,100.0,100.0,1.8181903890228466
Franck Honorat,2021,Brest,FRA-Ligue 1,"MF,FW",23.0,2458,2,Creative Playmaker,80.1,80.1,3.1798742109668674
Gaëtan Charbonnier,2021,Brest,FRA-Ligue 1,"MF,FW",31.0,1570,1,Ball Progressor,37.2,37.2,3.6387014217953566
Haris Belkebla,2021,Brest,FRA-Ligue 1,MF,26.0,2727,0,Defensive Anchor,95.4,95.4,1.9144966718253351
Ibrahima Diallo,2021,Brest,FRA-Ligue 1,MF,21.0,1020,0,Defensive Anchor,33.9,33.9,3.343302540176983
Jean Lucas,2021,Brest,FRA-Ligue 1,"MF,FW",22.0,1011,3,Box-to-Box Engine,77.5,77.5,2.769238300113583
Paul Lasne,2021,Brest,FRA-Ligue 1,MF,31.0,1681,0,Defensive Anchor,22.7,22.7,3.6022035093234965
Romain Faivre,2021,Brest,FRA-Ligue 1,"MF,FW",22.0,2891,2,Creative Playmaker,93.2,93.2,2.705755535803911
Bersant Celina,2021,Dijon,FRA-Ligue 1,"MF,FW",23.0,2298,1,Ball Progressor,48.3,48.3,3.3673681597478415
Didier Ibrahim Ndong,2021,Dijon,FRA-Ligue 1,MF,26.0,2610,0,Defensive Anchor,93.4,93.4,1.960013404260213
Jordan Marié,2021,Dijon,FRA-Ligue 1,MF,28.0,1432,0,Defensive Anchor,100.0,100.0,1.7055696071246365
Pape Cheikh Diop,2021,Dijon,FRA-Ligue 1,MF,22.0,1089,0,Defensive Anchor,69.7,69.7,2.5114449868849507
Wesley Lautoa,2021,Dijon,FRA-Ligue 1,"MF,DF",32.0,1608,0,Defensive Anchor,73.9,73.9,2.41401643345235
Cheick Doucouré,2021,Lens,FRA-Ligue 1,MF,20.0,2627,0,Defensive Anchor,50.0,50.0,2.968179581696013
Gaël Kakuta,2021,Lens,FRA-Ligue 1,"MF,FW",29.0,2394,2,Creative Playmaker,66.9,66.9,3.656021605642231
Seko Fofana,2021,Lens,FRA-Ligue 1,MF,25.0,2309,1,Ball Progressor,34.8,34.8,3.699302810450643
Yannick Cahuzac,2021,Lens,FRA-Ligue 1,MF,35.0,2252,0,Defensive Anchor,59.1,59.1,2.7576551249892907
Benjamin André,2021,Lille,FRA-Ligue 1,MF,29.0,2885,0,Defensive Anchor,18.1,18.1,3.7089462458163034
Boubakary Soumaré,2021,Lille,FRA-Ligue 1,MF,21.0,1919,3,Box-to-Box Engine,46.1,46.1,3.6428953964825053
Jonathan Bamba,2021,Lille,FRA-Ligue 1,MF,24.0,2985,2,Creative Playmaker,91.7,91.7,2.7613791538151395
Jonathan Ikone,2021,Lille,FRA-Ligue 1,"MF,FW",22.0,2177,1,Ball Progressor,83.6,83.6,2.503003989491055
Luiz Araújo,2021,Lille,FRA-Ligue 1,MF,24.0,1496,1,Ball Progressor,70.1,70.1,2.8336385032902816
Renato Sanches,2021,Lille,FRA-Ligue 1,MF,22.0,1270,3,Box-to-Box Engine,46.3,46.3,3.6384618535549604
Xeka,2021,Lille,FRA-Ligue 1,MF,25.0,1200,3,Box-to-Box Engine,100.0,100.0,1.7416025334655043
Armand Lauriente,2021,Lorient,FRA-Ligue 1,"MF,FW",21.0,1622,2,Creative Playmaker,78.5,78.5,3.236706455005244
Enzo Le Fée,2021,Lorient,FRA-Ligue 1,MF,20.0,1816,3,Box-to-Box Engine,48.4,48.4,3.5793103313938754
Fabien Lemoine,2021,Lorient,FRA-Ligue 1,MF,33.0,1934,0,Defensive Anchor,43.5,43.5,3.11874823096124
Laurent Abergel,2021,Lorient,FRA-Ligue 1,MF,27.0,2963,0,Defensive Anchor,39.8,39.8,3.2045458018932025
Quentin Boisgard,2021,Lorient,FRA-Ligue 1,"MF,FW",23.0,1314,1,Ball Progressor,90.2,90.2,2.341338568473295
Thomas Monconduit,2021,Lorient,FRA-Ligue 1,MF,29.0,1153,3,Box-to-Box Engine,84.5,84.5,2.5742135834512916
Yoane Wissa,2021,Lorient,FRA-Ligue 1,"MF,FW",23.0,2674,1,Ball Progressor,13.5,13.5,4.221106518833043
Bruno Guimarães,2021,Lyon,FRA-Ligue 1,MF,22.0,1754,3,Box-to-Box Engine,42.0,42.0,3.757748424886058
Houssem Aouar,2021,Lyon,FRA-Ligue 1,"MF,FW",22.0,1781,2,Creative Playmaker,69.8,69.8,3.5493878207120573
Jean Lucas,2021,Lyon,FRA-Ligue 1,MF,22.0,1011,3,Box-to-Box Engine,0.0,0.0,5.071651651838331
Lucas Paquetá,2021,Lyon,FRA-Ligue 1,MF,22.0,2275,3,Box-to-Box Engine,31.0,31.0,4.064620766587955
Maxence Caqueret,2021,Lyon,FRA-Ligue 1,MF,20.0,1761,3,Box-to-Box Engine,51.7,51.7,3.488432331144174
Thiago Mendes,2021,Lyon,FRA-Ligue 1,MF,28.0,2243,3,Box-to-Box Engine,79.7,79.7,2.7093828948331105
Boubacar Kamara,2021,Marseille,FRA-Ligue 1,MF,20.0,2894,0,Defensive Anchor,74.1,74.1,2.408995243078634
Kevin Strootman,2021,Marseille,FRA-Ligue 1,"MF,FW",30.0,1314,3,Box-to-Box Engine,0.0,0.0,6.163030230135533
Mickaël Cuisance,2021,Marseille,FRA-Ligue 1,MF,20.0,1024,1,Ball Progressor,100.0,100.0,2.058869988213885
Pape Gueye,2021,Marseille,FRA-Ligue 1,MF,21.0,2058,0,Defensive Anchor,75.1,75.1,2.3863578021804512
Valentin Rongier,2021,Marseille,FRA-Ligue 1,MF,25.0,1887,0,Defensive Anchor,40.5,40.5,3.1882799627121745
Farid Boulaya,2021,Metz,FRA-Ligue 1,"MF,FW",27.0,2815,2,Creative Playmaker,92.9,92.9,2.719389756981066
Habib Maïga,2021,Metz,FRA-Ligue 1,MF,24.0,2693,0,Defensive Anchor,83.1,83.1,2.199790692732347
Mamadou Fofana,2021,Metz,FRA-Ligue 1,"MF,DF",22.0,1070,0,Defensive Anchor,21.8,21.8,3.6228212546185876
Pape Matar Sarr,2021,Metz,FRA-Ligue 1,MF,17.0,1594,3,Box-to-Box Engine,76.5,76.5,2.7986981975845886
Victorien Angban,2021,Metz,FRA-Ligue 1,MF,23.0,1672,0,Defensive Anchor,100.0,100.0,1.7841133590692377
Vincent Pajot,2021,Metz,FRA-Ligue 1,MF,29.0,914,0,Defensive Anchor,36.8,36.8,3.2754939430232604
Aleksandr Golovin,2021,Monaco,FRA-Ligue 1,"MF,FW",24.0,1069,2,Creative Playmaker,36.6,36.6,4.74670513372785
Aurélien Tchouaméni,2021,Monaco,FRA-Ligue 1,MF,20.0,3063,0,Defensive Anchor,42.7,42.7,3.138283699417911
Gelson Martins,2021,Monaco,FRA-Ligue 1,"MF,FW",25.0,1551,1,Ball Progressor,18.7,18.7,4.09252095135083
Jean-Eudes Aholou,2021,Monaco,FRA-Ligue 1,MF,26.0,2146,0,Defensive Anchor,0.0,0.0,6.156020225766263
Sofiane Diop,2021,Monaco,FRA-Ligue 1,"MF,FW",20.0,2023,1,Ball Progressor,57.1,57.1,3.1528843407423106
Youssouf Fofana,2021,Monaco,FRA-Ligue 1,MF,21.0,2873,3,Box-to-Box Engine,91.3,91.3,2.383889407001299
Damien Le Tallec,2021,Montpellier,FRA-Ligue 1,"MF,DF",30.0,1227,0,Defensive Anchor,11.6,11.6,3.8592914033628616
Florent Mollet,2021,Montpellier,FRA-Ligue 1,MF,28.0,2355,1,Ball Progressor,85.1,85.1,2.465878637951332
Jordan Ferri,2021,Montpellier,FRA-Ligue 1,MF,28.0,2577,3,Box-to-Box Engine,67.5,67.5,3.048161192043335
Joris Chotard,2021,Montpellier,FRA-Ligue 1,MF,18.0,1165,0,Defensive Anchor,24.3,24.3,3.565454752202557
Téji Savanier,2021,Montpellier,FRA-Ligue 1,MF,28.0,2165,3,Box-to-Box Engine,10.6,10.6,4.631074401906582
Abdoulaye Touré,2021,Nantes,FRA-Ligue 1,MF,26.0,1681,0,Defensive Anchor,80.9,80.9,2.2506945611467986
Imran Louza,2021,Nantes,FRA-Ligue 1,MF,21.0,2379,1,Ball Progressor,44.4,44.4,3.464378252374517
Ludovic Blas,2021,Nantes,FRA-Ligue 1,"MF,FW",22.0,2787,1,Ball Progressor,87.5,87.5,2.40848911742677
Marcus Coco,2021,Nantes,FRA-Ligue 1,"MF,FW",24.0,1474,1,Ball Progressor,78.4,78.4,2.6297645391545688
Mehdi Abeid,2021,Nantes,FRA-Ligue 1,MF,27.0,1320,0,Defensive Anchor,71.2,71.2,2.4765290662127364
Pedro Chirivella,2021,Nantes,FRA-Ligue 1,MF,23.0,2280,0,Defensive Anchor,57.5,57.5,2.7936332079947905
Alexis Claude-Maurice,2021,Nice,FRA-Ligue 1,"MF,FW",22.0,1910,1,Ball Progressor,85.3,85.3,2.461587732139306
Hicham Boudaoui,2021,Nice,FRA-Ligue 1,MF,20.0,1736,0,Defensive Anchor,47.6,47.6,3.023965074574639
Jeff Reine-Adélaïde,2021,Nice,FRA-Ligue 1,"MF,FW",22.0,1058,1,Ball Progressor,64.8,64.8,2.9645760620410013
Khéphren Thuram,2021,Nice,FRA-Ligue 1,MF,19.0,1494,3,Box-to-Box Engine,52.3,52.3,3.470319845393783
Morgan Schneiderlin,2021,Nice,FRA-Ligue 1,MF,30.0,2197,0,Defensive Anchor,54.9,54.9,2.8540136628034176
Pierre Lees-Melou,2021,Nice,FRA-Ligue 1,MF,27.0,2063,0,Defensive Anchor,22.9,22.9,3.598661202635208
Andrés Cubas,2021,Nîmes,FRA-Ligue 1,MF,24.0,2242,0,Defensive Anchor,6.5,6.5,3.979858086387974
Lamine Fomba,2021,Nîmes,FRA-Ligue 1,MF,22.0,2175,0,Defensive Anchor,32.2,32.2,3.3817792942153377
Lucas Deaux,2021,Nîmes,FRA-Ligue 1,"MF,DF",31.0,1754,0,Defensive Anchor,93.4,93.4,1.9606180895885168
Niclas Eliasson,2021,Nîmes,FRA-Ligue 1,"MF,FW",24.0,1799,1,Ball Progressor,49.2,49.2,3.345550938477136
Renaud Ripart,2021,Nîmes,FRA-Ligue 1,"MF,FW",27.0,3054,1,Ball Progressor,42.6,42.6,3.5085709043009854
Yassine Benrahou,2021,Nîmes,FRA-Ligue 1,MF,21.0,1239,1,Ball Progressor,53.8,53.8,3.2340573362110403
Ander Herrera,2021,Paris S-G,FRA-Ligue 1,MF,30.0,1851,3,Box-to-Box Engine,89.2,89.2,2.4443611839109063
Danilo Pereira,2021,Paris S-G,FRA-Ligue 1,"MF,DF",28.0,1430,0,Defensive Anchor,0.5,0.5,4.118400109988425
Idrissa Gana Gueye,2021,Paris S-G,FRA-Ligue 1,MF,30.0,1581,3,Box-to-Box Engine,37.0,37.0,3.8971789908732752
Julian Draxler,2021,Paris S-G,FRA-Ligue 1,"MF,FW",26.0,1064,2,Creative Playmaker,80.0,80.0,3.184380815915694
Leandro Paredes,2021,Paris S-G,FRA-Ligue 1,MF,26.0,1302,3,Box-to-Box Engine,55.0,55.0,3.395829730521203
Marco Verratti,2021,Paris S-G,FRA-Ligue 1,MF,27.0,1492,3,Box-to-Box Engine,16.2,16.2,4.474939469951458
Neymar,2021,Paris S-G,FRA-Ligue 1,"MF,FW",28.0,1415,2,Creative Playmaker,0.0,0.0,8.02179988426325
Rafinha,2021,Paris S-G,FRA-Ligue 1,"MF,FW",27.0,1361,3,Box-to-Box Engine,39.2,39.2,3.836421450065252
Arber Zeneli,2021,Reims,FRA-Ligue 1,"MF,FW",25.0,1289,1,Ball Progressor,75.9,75.9,2.6924383986035556
Marshall Munetsi,2021,Reims,FRA-Ligue 1,"MF,DF",24.0,1928,0,Defensive Anchor,39.1,39.1,3.222105823659917
Mathieu Cafaro,2021,Reims,FRA-Ligue 1,"MF,FW",23.0,2074,1,Ball Progressor,100.0,100.0,2.014625443286963
Moreto Cassamã,2021,Reims,FRA-Ligue 1,MF,22.0,2031,0,Defensive Anchor,53.1,53.1,2.897137574965229
Nathanael Mbuku,2021,Reims,FRA-Ligue 1,"MF,FW",18.0,2210,1,Ball Progressor,97.8,97.8,2.15581115730855
Valon Berisha,2021,Reims,FRA-Ligue 1,MF,27.0,1645,3,Box-to-Box Engine,89.9,89.9,2.4235961134103623
Xavier Chavalerin,2021,Reims,FRA-Ligue 1,MF,29.0,2547,0,Defensive Anchor,71.1,71.1,2.4799717519719455
Benjamin Bourigeaud,2021,Rennes,FRA-Ligue 1,"MF,FW",26.0,2552,2,Creative Playmaker,69.8,69.8,3.5493160125618957
Clément Grenier,2021,Rennes,FRA-Ligue 1,"MF,FW",29.0,1078,2,Creative Playmaker,64.0,64.0,3.7600743012412288
Eduardo Camavinga,2021,Rennes,FRA-Ligue 1,MF,17.0,2402,3,Box-to-Box Engine,55.9,55.9,3.3702667595611895
Flavien Tait,2021,Rennes,FRA-Ligue 1,"MF,FW",27.0,1368,3,Box-to-Box Engine,70.7,70.7,2.9584343612879245
Jeremy Doku,2021,Rennes,FRA-Ligue 1,"MF,FW",18.0,2313,2,Creative Playmaker,57.7,57.7,3.9870530048816746
Steven Nzonzi,2021,Rennes,FRA-Ligue 1,MF,31.0,2908,3,Box-to-Box Engine,8.7,8.7,4.684607348511601
Adil Aouchiche,2021,Saint-Étienne,FRA-Ligue 1,"MF,FW",18.0,1731,2,Creative Playmaker,90.6,90.6,2.8008002975736304
Arnaud Nordin,2021,Saint-Étienne,FRA-Ligue 1,"MF,FW",22.0,1771,1,Ball Progressor,74.3,74.3,2.731968646278573
Denis Bouanga,2021,Saint-Étienne,FRA-Ligue 1,"MF,FW",25.0,2720,1,Ball Progressor,38.1,38.1,3.6186099206390523
Lucas Gourna-Douath,2021,Saint-Étienne,FRA-Ligue 1,MF,16.0,1327,0,Defensive Anchor,69.0,69.0,2.5271119203343924
Mahdi Camara,2021,Saint-Étienne,FRA-Ligue 1,"MF,DF",22.0,3290,0,Defensive Anchor,84.3,84.3,2.17258414812613
Yvan Neyou,2021,Saint-Étienne,FRA-Ligue 1,MF,23.0,2438,0,Defensive Anchor,82.1,82.1,2.2244505142246638
Zaydou Youssouf,2021,Saint-Étienne,FRA-Ligue 1,MF,21.0,1229,0,Defensive Anchor,77.7,77.7,2.325004258903388
Adrien Thomasson,2021,Strasbourg,FRA-Ligue 1,"MF,FW",26.0,2624,1,Ball Progressor,100.0,100.0,1.9905118979241796
Dimitri Liénard,2021,Strasbourg,FRA-Ligue 1,MF,32.0,1829,2,Creative Playmaker,87.3,87.3,2.918363834242442
Ibrahima Sissoko,2021,Strasbourg,FRA-Ligue 1,MF,22.0,2581,0,Defensive Anchor,77.7,77.7,2.3262692988745677
Jean-Eudes Aholou,2021,Strasbourg,FRA-Ligue 1,MF,26.0,2146,0,Defensive Anchor,58.6,58.6,2.7695638550158184
Jean-Ricner Bellegarde,2021,Strasbourg,FRA-Ligue 1,"MF,FW",22.0,2086,1,Ball Progressor,92.5,92.5,2.2859501642361555
Angelo Fulgini,2122,Angers,FRA-Ligue 1,"MF,FW",24.0,2929,1,Ball Progressor,100.0,100.0,1.9943117403002635
Azzedine Ounahi,2122,Angers,FRA-Ligue 1,MF,21.0,1633,3,Box-to-Box Engine,81.2,81.2,2.666579790252586
Batista Mendy,2122,Angers,FRA-Ligue 1,"MF,DF",21.0,2413,0,Defensive Anchor,100.0,100.0,1.5161059104303747
Nabil Bentaleb,2122,Angers,FRA-Ligue 1,MF,26.0,1515,0,Defensive Anchor,87.2,87.2,2.1060485578424024
Pierrick Capelle,2122,Angers,FRA-Ligue 1,"MF,DF",34.0,1193,0,Defensive Anchor,60.9,60.9,2.7147453987145447
Thomas Mangani,2122,Angers,FRA-Ligue 1,MF,34.0,2193,0,Defensive Anchor,24.0,24.0,3.571480405767371
Fransérgio,2122,Bordeaux,FRA-Ligue 1,MF,30.0,1258,0,Defensive Anchor,93.6,93.6,1.9564926623344425
