dataset,player_name_fbref,player_name_tm,player_id_tm,club,league,position,position_group,age,season,season_start_year,market_value_eur,log_market_value_eur,opportunity_score,player_name,name,club_actual,risk_score,risk_level,contract_opportunity_score,recruitment_contract_score
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Nicolò Savona,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Right-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Javi Rodríguez,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/game_lineups.csv,,,,,,Centre-Back,,,,,,,,Raúl Asencio,,,,,,
data/raw/transfermarkt/update_2025_2026/players.csv,,,,,,Attack,,,,,,,,,Raúl Asencio,,,,,
data/raw/transfermarkt/update_2025_2026/players.csv,,,,,,Defender,,,,,,,,,Nicolò Savona,,,,,
data/raw/transfermarkt/update_2025_2026/players.csv,,,,,,Defender,,,,,,,,,Raúl Asencio,,,,,
data/raw/transfermarkt/update_2025_2026/players.csv,,,,,,Defender,,,,,,,,,Javi Rodríguez,,,,,
reports/business/roi_scouting_shortlist.csv,Javi Rodríguez,Javi Rodríguez,,Celta Vigo,LaLiga,,DEF,21.29226557152635,2024-2025,,3000000.0,,99.98819283864373,,,,,,,
reports/business/roi_simulation.csv,Javi Rodríguez,Javi Rodríguez,,Celta Vigo,LaLiga,,DEF,21.29226557152635,2024-2025,,3000000.0,,99.98819283864373,,,,,,,
reports/business/roi_simulation.csv,Nicolò Savona,Nicolò Savona,,Juventus,Serie A,,DEF,21.58521560574949,2024-2025,,7000000.0,,78.43846931617375,,,,,,,
reports/business/roi_simulation.csv,Raúl Asencio,Raúl Asencio,,Real Madrid,LaLiga,,DEF,21.869952087611225,2024-2025,,7500000.0,,74.54932614050027,,,,,,,
reports/dss/global_prospect_universe.csv,Javi Rodríguez,,1076815.0,,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,99.04386971261016,,,Celta Vigo,,,,
reports/dss/global_prospect_universe.csv,Nicolò Savona,,708072.0,,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,79.98007809815839,,,Juventus,,,,
reports/dss/global_prospect_universe.csv,Raúl Asencio,,935245.0,,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,75.60462353259977,,,Real Madrid,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_confidence.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,,,,,,,,
reports/rankings/scoring_dataset_growth.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,100.0,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,99.37227110925238,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,99.04386971261016,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,98.87490736571706,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,98.59518808688316,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,98.07057342672556,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,97.08250916661632,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Javi Rodríguez,,1076815.0,Celta Vigo,LaLiga,DEF,DEF,21.29226557152635,2024-2025,,3000000.0,14.914122846632385,96.55194061013502,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,79.98007809815839,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,78.90408091624069,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,78.75257766112497,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,78.6065567409797,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,77.99663766387175,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,77.9539515384999,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,77.37671282395384,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,77.2392983384391,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Nicolò Savona,,708072.0,Juventus,Serie A,DEF,DEF,21.58521560574949,2024-2025,,7000000.0,15.761420707019589,76.42228866119244,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,75.60462353259977,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,74.80998949071608,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,74.76561580878882,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,73.59993390727226,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,73.34244238043222,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,72.88234030632069,,,,,,,
reports/rankings/scoring_dataset_opportunity.csv,Raúl Asencio,,935245.0,Real Madrid,LaLiga,DEF,DEF,21.869952087611225,2024-2025,,7500000.0,15.83041357850654,69.10148968920842,,,,,,,
