dataset,suffix,size_mb,modified_at_utc,modified_at_local_naive,sha256_16,read_error,n_columns_sample,columns_sample
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_belgian_pro_league_2022_2023.parquet,.parquet,0.031,2026-06-08T21:29:54.970214+00:00,2026-06-08T23:29:54,b6105fa8dc998808,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_belgian_pro_league_2023_2024.parquet,.parquet,0.03,2026-06-08T21:31:11.672876+00:00,2026-06-08T23:31:11,f3fc9f751679fb63,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_belgian_pro_league_2024_2025.parquet,.parquet,0.03,2026-06-08T21:32:23.767854+00:00,2026-06-08T23:32:23,e9691dd1918923c4,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_belgian_pro_league_2025_2026.parquet,.parquet,0.03,2026-06-08T21:33:25.548845+00:00,2026-06-08T23:33:25,d8d408624ab343b8,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_bundesliga_2019_2020.parquet,.parquet,0.03,2026-06-08T19:48:17.882790+00:00,2026-06-08T21:48:17,d9c7a262da16ff44,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_bundesliga_2020_2021.parquet,.parquet,0.03,2026-06-08T19:50:05.192498+00:00,2026-06-08T21:50:05,b7d4379448e171ad,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_bundesliga_2021_2022.parquet,.parquet,0.03,2026-06-08T19:51:25.393524+00:00,2026-06-08T21:51:25,354ffa613156c505,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_bundesliga_2022_2023.parquet,.parquet,0.03,2026-06-08T19:53:13.060947+00:00,2026-06-08T21:53:13,eb82610ecaa1c3ae,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_bundesliga_2023_2024.parquet,.parquet,0.03,2026-06-08T19:54:40.061447+00:00,2026-06-08T21:54:40,740144e9bfbf9d30,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_bundesliga_2024_2025.parquet,.parquet,0.029,2026-06-08T19:55:56.224840+00:00,2026-06-08T21:55:56,03e1052a4ddf862b,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_bundesliga_2025_2026.parquet,.parquet,0.03,2026-06-08T19:57:09.205076+00:00,2026-06-08T21:57:09,42566367cd524baa,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_championship_2019_2020.parquet,.parquet,0.035,2026-06-08T21:15:50.407608+00:00,2026-06-08T23:15:50,a975350927d670f4,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_championship_2020_2021.parquet,.parquet,0.035,2026-06-08T21:17:55.255732+00:00,2026-06-08T23:17:55,76ea74a9fffc062e,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_championship_2021_2022.parquet,.parquet,0.035,2026-06-08T21:19:09.151649+00:00,2026-06-08T23:19:09,d97d3a73dd8a8c14,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_championship_2022_2023.parquet,.parquet,0.036,2026-06-08T21:20:31.720674+00:00,2026-06-08T23:20:31,b2a5f92994792616,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_championship_2023_2024.parquet,.parquet,0.036,2026-06-08T21:21:49.080079+00:00,2026-06-08T23:21:49,d3ae701e117df9e8,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_championship_2024_2025.parquet,.parquet,0.036,2026-06-08T21:23:06.433030+00:00,2026-06-08T23:23:06,e606cd09e84dba13,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_championship_2025_2026.parquet,.parquet,0.037,2026-06-08T21:24:07.410576+00:00,2026-06-08T23:24:07,8a505633f0a817dc,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_eredivisie_2019_2020.parquet,.parquet,0.029,2026-06-08T20:56:36.402491+00:00,2026-06-08T22:56:36,eb1f896bacf47877,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_eredivisie_2020_2021.parquet,.parquet,0.03,2026-06-08T20:57:52.234578+00:00,2026-06-08T22:57:52,59c570531c132545,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_eredivisie_2021_2022.parquet,.parquet,0.031,2026-06-08T20:59:06.789631+00:00,2026-06-08T22:59:06,cf85ae8dc4ec813c,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_eredivisie_2022_2023.parquet,.parquet,0.03,2026-06-08T21:00:24.872602+00:00,2026-06-08T23:00:24,b0191540740554ec,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_eredivisie_2023_2024.parquet,.parquet,0.031,2026-06-08T21:02:33.163128+00:00,2026-06-08T23:02:33,2a71059c27d38694,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_eredivisie_2024_2025.parquet,.parquet,0.031,2026-06-08T21:03:55.233224+00:00,2026-06-08T23:03:55,bc4800d9995de058,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_eredivisie_2025_2026.parquet,.parquet,0.031,2026-06-08T21:04:54.438404+00:00,2026-06-08T23:04:54,a7723de5990a9466,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_la_liga_2019_2020.parquet,.parquet,0.03,2026-06-08T19:38:06.493515+00:00,2026-06-08T21:38:06,e2d87805f8929bb2,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_la_liga_2020_2021.parquet,.parquet,0.031,2026-06-08T19:39:28.913693+00:00,2026-06-08T21:39:28,3a87d03e224cba1b,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_la_liga_2021_2022.parquet,.parquet,0.032,2026-06-08T19:40:45.908835+00:00,2026-06-08T21:40:45,75fdcb52381c2025,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_la_liga_2022_2023.parquet,.parquet,0.031,2026-06-08T19:41:58.602992+00:00,2026-06-08T21:41:58,f53efa7dd9e6bdbb,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_la_liga_2023_2024.parquet,.parquet,0.032,2026-06-08T19:43:13.889287+00:00,2026-06-08T21:43:13,285d1dd595d8e662,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_la_liga_2024_2025.parquet,.parquet,0.032,2026-06-08T19:44:29.504688+00:00,2026-06-08T21:44:29,f6cb76b9bf6544c3,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_la_liga_2025_2026.parquet,.parquet,0.032,2026-06-08T19:45:47.230514+00:00,2026-06-08T21:45:47,c712e47997cce142,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_ligue_1_2019_2020.parquet,.parquet,0.03,2026-06-08T20:09:18.333173+00:00,2026-06-08T22:09:18,8ef00a19660c5f89,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_ligue_1_2020_2021.parquet,.parquet,0.032,2026-06-08T20:10:32.060240+00:00,2026-06-08T22:10:32,254ccdcea99c2c4a,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_ligue_1_2021_2022.parquet,.parquet,0.033,2026-06-08T20:12:23.933930+00:00,2026-06-08T22:12:23,fe5df7aea0a388d9,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_ligue_1_2022_2023.parquet,.parquet,0.033,2026-06-08T20:13:38.453265+00:00,2026-06-08T22:13:38,841cde4f8fe91bcb,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_ligue_1_2023_2024.parquet,.parquet,0.031,2026-06-08T20:14:51.446822+00:00,2026-06-08T22:14:51,71381f16eea999bb,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_ligue_1_2024_2025.parquet,.parquet,0.031,2026-06-08T20:16:08.215070+00:00,2026-06-08T22:16:08,924a532eb62e41ca,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_ligue_1_2025_2026.parquet,.parquet,0.031,2026-06-08T20:17:22.374055+00:00,2026-06-08T22:17:22,011deffa9feb914b,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_premier_league_2019_2020.parquet,.parquet,0.03,2026-06-08T19:28:56.757522+00:00,2026-06-08T21:28:56,eb6a59c1c5287e24,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_premier_league_2020_2021.parquet,.parquet,0.03,2026-06-08T19:30:12.697833+00:00,2026-06-08T21:30:12,f2d9b223bd6664a8,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_premier_league_2021_2022.parquet,.parquet,0.031,2026-06-08T19:31:27.772745+00:00,2026-06-08T21:31:27,a1c869b443f860de,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_premier_league_2022_2023.parquet,.parquet,0.031,2026-06-08T19:32:41.168463+00:00,2026-06-08T21:32:41,6eb4c8c35de02cbd,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_premier_league_2023_2024.parquet,.parquet,0.032,2026-06-08T19:34:18.502724+00:00,2026-06-08T21:34:18,f14dd7153cd71dd7,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_premier_league_2024_2025.parquet,.parquet,0.032,2026-06-08T19:35:32.274928+00:00,2026-06-08T21:35:32,c7d38bf37ea37c74,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_premier_league_2025_2026.parquet,.parquet,0.031,2026-06-08T19:36:33.351784+00:00,2026-06-08T21:36:33,c45cc310994dbaa1,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_primeira_liga_2019_2020.parquet,.parquet,0.03,2026-06-08T21:06:11.764357+00:00,2026-06-08T23:06:11,0b55e196a69e841b,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_primeira_liga_2020_2021.parquet,.parquet,0.03,2026-06-08T21:07:24.326157+00:00,2026-06-08T23:07:24,990ef588a64f50e3,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_primeira_liga_2021_2022.parquet,.parquet,0.031,2026-06-08T21:08:44.883059+00:00,2026-06-08T23:08:44,354f111ccf8ef8b5,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_primeira_liga_2022_2023.parquet,.parquet,0.031,2026-06-08T21:10:02.743864+00:00,2026-06-08T23:10:02,59d187174d1f93f8,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_primeira_liga_2023_2024.parquet,.parquet,0.029,2026-06-08T21:11:16.167215+00:00,2026-06-08T23:11:16,6627b7c2cf5ed631,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_primeira_liga_2024_2025.parquet,.parquet,0.031,2026-06-08T21:12:31.617682+00:00,2026-06-08T23:12:31,3948b94f64796d98,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_primeira_liga_2025_2026.parquet,.parquet,0.031,2026-06-08T21:13:33.962964+00:00,2026-06-08T23:13:33,8ac10dfcff83b70f,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_segunda_division_2019_2020.parquet,.parquet,0.033,2026-06-08T21:44:03.461795+00:00,2026-06-08T23:44:03,8836077816873aa1,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_segunda_division_2020_2021.parquet,.parquet,0.033,2026-06-08T21:45:51.498910+00:00,2026-06-08T23:45:51,ba239ccb7dfd870b,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_segunda_division_2021_2022.parquet,.parquet,0.033,2026-06-08T21:47:11.134875+00:00,2026-06-08T23:47:11,60b9de66ececbb81,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_segunda_division_2022_2023.parquet,.parquet,0.033,2026-06-08T21:48:26.218736+00:00,2026-06-08T23:48:26,bebeff4752c7c90f,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_segunda_division_2023_2024.parquet,.parquet,0.033,2026-06-08T21:50:27.439559+00:00,2026-06-08T23:50:27,e803455c817b96c5,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_segunda_division_2024_2025.parquet,.parquet,0.033,2026-06-08T21:51:44.641603+00:00,2026-06-08T23:51:44,699ac9bb45cf847b,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_segunda_division_2025_2026.parquet,.parquet,0.037,2026-06-08T21:55:01.119735+00:00,2026-06-08T23:55:01,1a65e62ffeaff982,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_serie_a_2019_2020.parquet,.parquet,0.032,2026-06-08T19:58:37.965885+00:00,2026-06-08T21:58:37,630b6d3c40135eac,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_serie_a_2020_2021.parquet,.parquet,0.033,2026-06-08T19:59:53.123120+00:00,2026-06-08T21:59:53,8f50c698007e6bd1,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_serie_a_2021_2022.parquet,.parquet,0.033,2026-06-08T20:01:13.828979+00:00,2026-06-08T22:01:13,96ffbf0a6719b39d,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_serie_a_2022_2023.parquet,.parquet,0.032,2026-06-08T20:03:26.362484+00:00,2026-06-08T22:03:26,c0d2bf30378560a4,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_serie_a_2023_2024.parquet,.parquet,0.033,2026-06-08T20:04:50.028019+00:00,2026-06-08T22:04:50,a64020e6a083d977,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
data/raw/fbref/sprint_13b/soccerdata/shooting/fbref_shooting_serie_a_2024_2025.parquet,.parquet,0.033,2026-06-08T20:06:04.076357+00:00,2026-06-08T22:06:04,64ac04b36541bbdf,,15,"nation, pos, age, born, 90s, Standard_Gls, Standard_Sh, Standard_SoT, Standard_SoT%, Standard_Sh/90, Standard_SoT/90, Standard_G/Sh, Standard_G/SoT, Standard_PK, Standard_PKatt"
