dataset,file,variable,rows,non_null,coverage_pct,numeric_non_null,numeric_coverage_pct,min,max,mean,std
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('90s',_'')",596,596,1.0,596,1.0,0.0,38.0,13.9744966442953,10.755183417052566
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'gls')",596,596,1.0,596,1.0,0,23,1.5486577181208054,2.8625630303653193
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'sh')",596,596,1.0,596,1.0,0,135,15.630872483221477,19.976069378356748
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'sot')",596,596,1.0,596,1.0,0,58,5.322147651006712,7.830359753372649
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'sot_pct')",596,489,0.8205,489,0.8205,0.0,100.0,31.674028629856846,21.97684698981937
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'sh_per_90')",596,596,1.0,596,1.0,0.0,12.86,1.2424328859060403,1.4394268072059981
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'sot_per_90')",596,596,1.0,596,1.0,0.0,11.25,0.4432885906040269,0.8707266880686414
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'g_per_sh')",596,489,0.8205,489,0.8205,0.0,1.0,0.0803680981595092,0.13065827772309
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'g_per_sot')",596,418,0.7013,418,0.7013,0.0,1.0,0.25583732057416253,0.28238431954975063
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'pk')",596,596,1.0,596,1.0,0,7,0.13926174496644295,0.6317127247954932
shooting,fbref_shooting_la_liga_2022_2023.parquet,"('standard',_'pkatt')",596,596,1.0,596,1.0,0,8,0.1929530201342282,0.7830240910731595
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('nation',_'')",609,609,1.0,0,0.0,,,,
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('pos',_'')",609,609,1.0,0,0.0,,,,
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('age',_'')",609,609,1.0,609,1.0,16,40,25.834154351395732,4.84907912946036
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('born',_'')",609,609,1.0,609,1.0,1982,2007,1996.8538587848932,4.845303177443212
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('90s',_'')",609,609,1.0,609,1.0,0.0,38.0,13.685057471264368,10.792842567910679
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'gls')",609,609,1.0,609,1.0,0,24,1.6042692939244663,3.1323935956210587
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'sh')",609,609,1.0,609,1.0,0,102,15.275862068965518,19.008812671104796
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'sot')",609,609,1.0,609,1.0,0,46,5.374384236453202,7.929442179608292
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'sot_pct')",609,493,0.8095,493,0.8095,0.0,100.0,30.511764705882346,20.47125347979344
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'sh_per_90')",609,609,1.0,609,1.0,0.0,36.0,1.2418719211822662,1.962633948667854
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'sot_per_90')",609,609,1.0,609,1.0,0.0,6.92,0.3970114942528736,0.6007883539560698
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'g_per_sh')",609,493,0.8095,493,0.8095,0.0,1.0,0.0801419878296146,0.1253927979679031
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'g_per_sot')",609,414,0.6798,414,0.6798,0.0,1.0,0.2496135265700484,0.26286896432897505
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'pk')",609,609,1.0,609,1.0,0,7,0.1297208538587849,0.6292644679572178
shooting,fbref_shooting_la_liga_2023_2024.parquet,"('standard',_'pkatt')",609,609,1.0,609,1.0,0,8,0.17405582922824303,0.7495065066141308
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('nation',_'')",601,601,1.0,0,0.0,,,,
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('pos',_'')",601,601,1.0,0,0.0,,,,
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('age',_'')",601,601,1.0,601,1.0,16,38,25.349417637271216,4.628646723786742
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('born',_'')",601,601,1.0,601,1.0,1985,2007,1998.324459234609,4.62380262865448
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('90s',_'')",601,601,1.0,601,1.0,0.0,38.0,13.870216306156406,10.723372982406252
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'gls')",601,601,1.0,601,1.0,0,31,1.6123128119800332,3.241570834536693
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'sh')",601,601,1.0,601,1.0,0,161,15.02495840266223,19.47847639592481
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'sot')",601,601,1.0,601,1.0,0,85,5.119800332778702,7.908579136612755
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'sot_pct')",601,493,0.8203,493,0.8203,0.0,100.0,29.733468559837718,19.532993651599337
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'sh_per_90')",601,601,1.0,601,1.0,0.0,15.0,1.1823627287853578,1.3555004272255105
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'sot_per_90')",601,601,1.0,601,1.0,0.0,4.86,0.36567387687188024,0.4952355535161473
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'g_per_sh')",601,493,0.8203,493,0.8203,0.0,0.67,0.07448275862068965,0.09716084543198186
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'g_per_sot')",601,413,0.6872,413,0.6872,0.0,1.0,0.24612590799031486,0.24314685248978757
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'pk')",601,601,1.0,601,1.0,0,8,0.17637271214642264,0.7716913162144555
shooting,fbref_shooting_la_liga_2024_2025.parquet,"('standard',_'pkatt')",601,601,1.0,601,1.0,0,9,0.21630615640599002,0.8830630400932327
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('nation',_'')",611,610,0.9984,0,0.0,,,,
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('pos',_'')",611,611,1.0,0,0.0,,,,
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('age',_'')",611,610,0.9984,610,0.9984,16,40,25.434426229508198,4.6945933772061235
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('born',_'')",611,610,0.9984,610,0.9984,1984,2008,1999.2426229508196,4.708600906986983
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('90s',_'')",611,611,1.0,611,1.0,0.0,38.0,13.645499181669397,10.787630676430524
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'gls')",611,611,1.0,611,1.0,0,25,1.6382978723404256,3.1302500370949873
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'sh')",611,611,1.0,611,1.0,0,146,15.520458265139116,20.078227922577238
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'sot')",611,611,1.0,611,1.0,0,63,5.396072013093289,8.31058485373918
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'sot_pct')",611,505,0.8265,505,0.8265,0.0,100.0,29.60633663366337,19.97466747457354
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'sh_per_90')",611,611,1.0,611,1.0,0.0,90.0,1.3142062193126023,3.780307102195809
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'sot_per_90')",611,611,1.0,611,1.0,0.0,6.43,0.39569558101472996,0.566323170466007
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'g_per_sh')",611,505,0.8265,505,0.8265,0.0,1.0,0.07542574257425738,0.1005809855463017
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'g_per_sot')",611,423,0.6923,423,0.6923,0.0,1.0,0.2554373522458629,0.2595726258297985
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'pk')",611,611,1.0,611,1.0,0,8,0.1702127659574468,0.7358477572633826
shooting,fbref_shooting_la_liga_2025_2026.parquet,"('standard',_'pkatt')",611,611,1.0,611,1.0,0,9,0.2193126022913257,0.8820729229853237
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('nation',_'')",542,542,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('pos',_'')",542,542,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('age',_'')",542,542,1.0,542,1.0,15,41,24.474169741697416,4.526189629548427
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('born',_'')",542,542,1.0,542,1.0,1977,2003,1994.160516605166,4.520038574613046
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('90s',_'')",542,542,1.0,542,1.0,0.0,28.0,11.278966789667896,8.55509924810466
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'gls')",542,542,1.0,542,1.0,0,18,1.2583025830258303,2.477192689299599
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'sh')",542,542,1.0,542,1.0,0,88,12.523985239852399,16.03422795642954
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'sot')",542,542,1.0,542,1.0,0,49,4.280442804428044,6.637340833049097
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'sot_pct')",542,433,0.7989,433,0.7989,0.0,100.0,30.01478060046188,21.954545077196663
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'sh_per_90')",542,542,1.0,542,1.0,0.0,15.0,1.2080073800738007,1.5350853281903538
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'sot_per_90')",542,542,1.0,542,1.0,0.0,10.0,0.41267527675276755,0.7875221686269813
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'g_per_sh')",542,433,0.7989,433,0.7989,0.0,1.0,0.07600461893764435,0.11796291781155649
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'g_per_sot')",542,350,0.6458,350,0.6458,0.0,1.0,0.2503428571428571,0.27402527886832273
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'pk')",542,542,1.0,542,1.0,0,5,0.11992619926199262,0.507257489744586
shooting,fbref_shooting_ligue_1_2019_2020.parquet,"('standard',_'pkatt')",542,542,1.0,542,1.0,0,5,0.16420664206642066,0.6206335217426623
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('nation',_'')",584,584,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('pos',_'')",584,584,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('age',_'')",584,584,1.0,584,1.0,16,42,24.277397260273972,4.653529552550304
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('born',_'')",584,584,1.0,584,1.0,1977,2004,1995.375,4.672622903974215
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('90s',_'')",584,584,1.0,584,1.0,0.0,38.0,14.259417808219178,11.287327112664581
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'gls')",584,584,1.0,584,1.0,0,27,1.7482876712328768,3.2336137344018967
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'sh')",584,584,1.0,584,1.0,0,110,15.303082191780822,19.45727405470479
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'sot')",584,584,1.0,584,1.0,0,55,5.414383561643835,8.116404325400678
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'sot_pct')",584,475,0.8134,475,0.8134,0.0,100.0,31.95936842105262,21.21743898070275
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'sh_per_90')",584,584,1.0,584,1.0,0.0,45.0,1.2599999999999998,2.2657320408557915
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'sot_per_90')",584,584,1.0,584,1.0,0.0,3.75,0.38917808219178085,0.5205897919913978
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'g_per_sh')",584,475,0.8134,475,0.8134,0.0,1.0,0.08143157894736844,0.10610108354270595
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'g_per_sot')",584,408,0.6986,408,0.6986,0.0,1.0,0.2635294117647058,0.26796034419587095
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'pk')",584,584,1.0,584,1.0,0,10,0.22773972602739725,0.9414329944741999
shooting,fbref_shooting_ligue_1_2020_2021.parquet,"('standard',_'pkatt')",584,584,1.0,584,1.0,0,12,0.2756849315068493,1.0757060994513825
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('nation',_'')",604,604,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('pos',_'')",604,604,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('age',_'')",604,604,1.0,604,1.0,15,38,24.456953642384107,4.714024239984436
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('born',_'')",604,604,1.0,604,1.0,1983,2005,1996.2152317880796,4.725643649957558
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('90s',_'')",604,604,1.0,604,1.0,0.0,38.0,13.786920529801327,11.090925778036123
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'gls')",604,604,1.0,604,1.0,0,28,1.7069536423841059,3.2688110523588225
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'sh')",604,604,1.0,604,1.0,0,147,15.03476821192053,19.76647537378387
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'sot')",604,604,1.0,604,1.0,0,68,5.27317880794702,8.355882476912578
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'sot_pct')",604,479,0.793,479,0.793,0.0,100.0,30.04906054279749,20.740397640929128
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'sh_per_90')",604,604,1.0,604,1.0,0.0,180.0,1.5049503311258279,7.562937088887111
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'sot_per_90')",604,604,1.0,604,1.0,0.0,25.71,0.44370860927152317,1.3722120795401394
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'g_per_sh')",604,479,0.793,479,0.793,0.0,1.0,0.08045929018789147,0.10372456038523462
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'g_per_sot')",604,398,0.6589,398,0.6589,0.0,2.0,0.2716080402010051,0.266680172668285
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'pk')",604,604,1.0,604,1.0,0,8,0.17880794701986755,0.7861664040111218
shooting,fbref_shooting_ligue_1_2021_2022.parquet,"('standard',_'pkatt')",604,604,1.0,604,1.0,0,8,0.20198675496688742,0.8398823418092469
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('nation',_'')",606,606,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('pos',_'')",606,606,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('age',_'')",606,606,1.0,606,1.0,16,38,24.5,4.755770744253851
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('born',_'')",606,606,1.0,606,1.0,1983,2006,1997.1551155115512,4.757146714435879
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('90s',_'')",606,606,1.0,606,1.0,0.0,38.0,13.74273927392739,11.277531458158775
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'gls')",606,606,1.0,606,1.0,0,29,1.6996699669966997,3.4777545558021075
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'sh')",606,606,1.0,606,1.0,0,150,15.369636963696369,20.37480218715037
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'sot')",606,606,1.0,606,1.0,0,79,5.683168316831683,9.032280796756561
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'sot_pct')",606,498,0.8218,498,0.8218,0.0,100.0,32.4504016064257,21.149185757103947
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'sh_per_90')",606,606,1.0,606,1.0,0.0,10.8,1.2463861386138615,1.3339457320070318
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'sot_per_90')",606,606,1.0,606,1.0,0.0,5.0,0.4406270627062706,0.6181796279589163
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'g_per_sh')",606,498,0.8218,498,0.8218,0.0,1.0,0.0754016064257028,0.1031044251833258
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'g_per_sot')",606,418,0.6898,418,0.6898,0.0,1.0,0.22811004784689004,0.2340479307825533
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'pk')",606,606,1.0,606,1.0,0,10,0.18811881188118812,0.8297709087856814
shooting,fbref_shooting_ligue_1_2022_2023.parquet,"('standard',_'pkatt')",606,606,1.0,606,1.0,0,11,0.23432343234323433,0.9763535403297726
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('nation',_'')",540,540,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('pos',_'')",540,540,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('age',_'')",540,540,1.0,540,1.0,15,39,23.909259259259258,4.582080468181456
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('born',_'')",540,540,1.0,540,1.0,1983,2007,1998.7444444444445,4.6300489331180295
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('90s',_'')",540,540,1.0,540,1.0,0.0,34.0,12.432592592592593,10.005718807282607
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'gls')",540,540,1.0,540,1.0,0,27,1.4907407407407407,2.7950903496184276
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'sh')",540,540,1.0,540,1.0,0,120,14.472222222222221,17.89054451878774
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'sot')",540,540,1.0,540,1.0,0,59,5.17037037037037,7.533515211344949
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'sot_pct')",540,450,0.8333,450,0.8333,0.0,100.0,32.41133333333334,20.40693210531662
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'sh_per_90')",540,540,1.0,540,1.0,0.0,17.42,1.324925925925926,1.497412918686194
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'sot_per_90')",540,540,1.0,540,1.0,0.0,9.47,0.46435185185185185,0.7038034400871936
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'g_per_sh')",540,450,0.8333,450,0.8333,0.0,1.0,0.082,0.12250721536861386
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'g_per_sot')",540,387,0.7167,387,0.7167,0.0,1.0,0.24043927648578817,0.25455449920353046
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'pk')",540,540,1.0,540,1.0,0,7,0.1574074074074074,0.7124917346399088
shooting,fbref_shooting_ligue_1_2023_2024.parquet,"('standard',_'pkatt')",540,540,1.0,540,1.0,0,8,0.19444444444444445,0.80879136714733
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('nation',_'')",553,552,0.9982,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('pos',_'')",553,553,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('age',_'')",553,553,1.0,553,1.0,15,40,24.10488245931284,4.675312284648507
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('born',_'')",553,553,1.0,553,1.0,1983,2008,1999.5207956600361,4.679203692068255
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('90s',_'')",553,553,1.0,553,1.0,0.0,34.0,12.135262206148282,9.936743990655769
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'gls')",553,553,1.0,553,1.0,0,21,1.6039783001808319,2.9304347651110993
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'sh')",553,553,1.0,553,1.0,0,120,13.786618444846292,17.17729484787247
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'sot')",553,553,1.0,553,1.0,0,57,5.1645569620253164,7.641186231375641
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'sot_pct')",553,441,0.7975,441,0.7975,0.0,100.0,32.675283446712,20.53181237791122
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'sh_per_90')",553,553,1.0,553,1.0,0.0,11.25,1.2619529837251358,1.430892147705471
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'sot_per_90')",553,553,1.0,553,1.0,0.0,6.21,0.4275768535262206,0.6255165300120714
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'g_per_sh')",553,441,0.7975,441,0.7975,0.0,0.5,0.08049886621315194,0.09559253310314168
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'g_per_sot')",553,378,0.6835,378,0.6835,0.0,1.0,0.2487037037037037,0.2491165547775384
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'pk')",553,553,1.0,553,1.0,0,8,0.16817359855334538,0.7653736599688838
shooting,fbref_shooting_ligue_1_2024_2025.parquet,"('standard',_'pkatt')",553,553,1.0,553,1.0,0,9,0.20614828209764918,0.9290979494712693
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('nation',_'')",561,560,0.9982,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('pos',_'')",561,561,1.0,0,0.0,,,,
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('age',_'')",561,561,1.0,561,1.0,15,41,23.94830659536542,4.91526428792157
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('born',_'')",561,561,1.0,561,1.0,1983,2009,2000.6773618538325,4.9270757945153845
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('90s',_'')",561,561,1.0,561,1.0,0.0,34.0,11.945811051693406,9.91059972381406
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'gls')",561,561,1.0,561,1.0,0,20,1.4937611408199643,2.6343297344841377
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'sh')",561,561,1.0,561,1.0,0,116,13.532976827094474,16.742249802344514
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'sot')",561,561,1.0,561,1.0,0,48,4.709447415329768,6.780175925959596
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'sot_pct')",561,458,0.8164,458,0.8164,0.0,100.0,31.209170305676853,19.670670470825538
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'sh_per_90')",561,561,1.0,561,1.0,0.0,11.25,1.2942602495543671,1.3678107625505889
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'sot_per_90')",561,561,1.0,561,1.0,0.0,7.5,0.42431372549019614,0.6431426202421892
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'g_per_sh')",561,458,0.8164,458,0.8164,0.0,1.0,0.08388646288209614,0.11534442851965099
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'g_per_sot')",561,395,0.7041,395,0.7041,0.0,1.0,0.2627341772151899,0.26812872452470976
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'pk')",561,561,1.0,561,1.0,0,6,0.13903743315508021,0.6340840979232281
shooting,fbref_shooting_ligue_1_2025_2026.parquet,"('standard',_'pkatt')",561,561,1.0,561,1.0,0,8,0.19786096256684493,0.8051590716337187
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('nation',_'')",522,521,0.9981,0,0.0,,,,
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('pos',_'')",522,522,1.0,0,0.0,,,,
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('age',_'')",522,522,1.0,522,1.0,16,37,25.515325670498083,4.326496810794148
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('born',_'')",522,522,1.0,522,1.0,1981,2003,1993.0996168582376,4.300341441465939
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('90s',_'')",522,522,1.0,522,1.0,0.0,38.0,15.985440613026823,11.619309277148977
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'gls')",522,522,1.0,522,1.0,0,23,1.9195402298850575,3.58569901248938
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'sh')",522,522,1.0,522,1.0,0,132,17.988505747126435,22.48565040541361
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'sot')",522,522,1.0,522,1.0,0,59,6.2298850574712645,9.274282211760903
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'sot_pct')",522,440,0.8429,440,0.8429,0.0,100.0,29.795681818181812,20.535596174453165
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'sh_per_90')",522,522,1.0,522,1.0,0.0,30.0,1.331111111111111,2.4213544359158328
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'sot_per_90')",522,522,1.0,522,1.0,0.0,30.0,0.45413793103448274,1.4466910169089058
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'g_per_sh')",522,440,0.8429,440,0.8429,0.0,1.0,0.07920454545454549,0.11386782081477187
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'g_per_sot')",522,367,0.7031,367,0.7031,0.0,1.0,0.26564032697547685,0.25043145568739367
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'pk')",522,522,1.0,522,1.0,0,6,0.13793103448275862,0.6165798887007063
shooting,fbref_shooting_premier_league_2019_2020.parquet,"('standard',_'pkatt')",522,522,1.0,522,1.0,0,8,0.17624521072796934,0.724913709356836
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('nation',_'')",532,531,0.9981,0,0.0,,,,
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('pos',_'')",532,532,1.0,0,0.0,,,,
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('age',_'')",532,532,1.0,532,1.0,16,38,25.49812030075188,4.322018718254588
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('born',_'')",532,532,1.0,532,1.0,1981,2004,1994.0808270676691,4.338659142693601
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('90s',_'')",532,532,1.0,532,1.0,0.0,38.0,15.680827067669174,11.591813498368618
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('standard',_'gls')",532,532,1.0,532,1.0,0,23,1.8533834586466165,3.338009124437716
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('standard',_'sh')",532,532,1.0,532,1.0,0,138,17.343984962406015,21.666799250001983
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('standard',_'sot')",532,532,1.0,532,1.0,0,55,6.242481203007519,9.07197832993747
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('standard',_'sot_pct')",532,436,0.8195,436,0.8195,0.0,100.0,32.542660550458706,19.711379904328993
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('standard',_'sh_per_90')",532,532,1.0,532,1.0,0.0,10.0,1.108157894736842,1.1531128710103455
shooting,fbref_shooting_premier_league_2020_2021.parquet,"('standard',_'sot_per_90')",532,532,1.0,532,1.0,0.0,10.0,0.39142857142857146,0.6389641368233077
