import time: self [us] | cumulative | imported package
import time:      1595 |       1595 |                               anyio.lowlevel
import time:       746 |        746 |                               anyio._core._tasks
import time:       985 |        985 |                               anyio._core._testing
import time:      3170 |       6495 |                             anyio._core._synchronization
import time:      1532 |       1532 |                             anyio.from_thread
import time:      1631 |      17935 |                           anyio.abc
import time:      1080 |      19014 |                         anyio.to_thread
import time:      1690 |      20704 |                       anyio._core._fileio
import time:       846 |        846 |                       anyio._core._resources
import time:      1102 |       1102 |                       anyio._core._signals
import time:      1481 |       1481 |                           anyio.streams
import time:      2468 |       3948 |                         anyio.streams.stapled
import time:      3609 |       3609 |                         anyio.streams.tls
import time:      1669 |       9225 |                       anyio._core._sockets
import time:      2293 |       2293 |                         anyio.streams.memory
import time:      1006 |       3298 |                       anyio._core._streams
import time:       766 |        766 |                       anyio._core._subprocesses
import time:      1090 |       1090 |                       anyio._core._tempfile
import time:      2372 |      48721 |                     anyio
import time:        20 |      48741 |                   anyio.to_thread
import time:       914 |      49655 |                 starlette.concurrency
import time:      1103 |       1103 |                 starlette.types
import time:      3601 |      57157 |               starlette.datastructures
import time:      1998 |       1998 |                 starlette.middleware
import time:      1907 |       3905 |               starlette.middleware.gzip
import time:       746 |        746 |                 streamlit.web.server.component_file_utils
import time:      1502 |       2248 |               streamlit.web.server.starlette.starlette_routes
import time:       792 |      64100 |             streamlit.web.server.starlette.starlette_gzip_middleware
import time:      2261 |       2261 |                 http.cookies
import time:      1366 |       1366 |                 starlette._utils
import time:       916 |        916 |                 starlette.background
import time:      1515 |       1515 |                   starlette.exceptions
import time:       786 |        786 |                           python_multipart.exceptions
import time:       850 |       1636 |                         python_multipart.decoders
import time:      2729 |       4365 |                       python_multipart.multipart
import time:      2072 |       6436 |                     python_multipart
import time:      2300 |       8736 |                   starlette.formparsers
import time:      1687 |      11937 |                 starlette.requests
import time:      1780 |      18258 |               starlette.responses
import time:       853 |      19111 |             streamlit.web.server.starlette.starlette_path_security_middleware
import time:      1087 |       1087 |             streamlit.web.server.starlette.starlette_static_routes
import time:       970 |        970 |               streamlit.proto.BackMsg_pb2
import time:       960 |        960 |               streamlit.runtime.runtime_util
import time:      1093 |       3021 |             streamlit.web.server.starlette.starlette_websocket
import time:      1954 |      92718 |           streamlit.web.server.starlette.starlette_app
import time:      1263 |       1263 |           streamlit.web.server.starlette.starlette_server
import time:      1585 |     106709 |         streamlit.web.server.starlette
import time:        33 |     106742 |       streamlit.web.server.starlette.starlette_app
import time:       865 |     107606 |     streamlit.starlette
import time:      1085 |       1085 |           streamlit.components.types.base_custom_component
import time:      1663 |       2748 |         streamlit.components.v1.custom_component
import time:      1729 |       4476 |       streamlit.components.v1.component_registry
import time:      2505 |       6980 |     streamlit.components.v1
import time:      4605 |     984059 |   streamlit
import time:       542 |        542 |     utils
import time:        26 |        567 |   utils.assets
import time:      7310 |    2594684 | app.streamlit_app
Traceback (most recent call last):
  File "<string>", line 1, in <module>
  File "C:\Users\manue\Projects\market-value-football-tfm\app\streamlit_app.py", line 14, in <module>
    from utils.assets import (
ModuleNotFoundError: No module named 'utils'
