import time: self [us] | cumulative | imported package
import time:       794 |      51668 |             streamlit.web.server.starlette.starlette_gzip_middleware
import time:      1326 |       1326 |                 http.cookies
import time:       693 |        693 |                 starlette._utils
import time:       574 |        574 |                 starlette.background
import time:       527 |        527 |                   starlette.exceptions
import time:       491 |        491 |                           python_multipart.exceptions
import time:       509 |        999 |                         python_multipart.decoders
import time:      1368 |       2366 |                       python_multipart.multipart
import time:       848 |       3214 |                     python_multipart
import time:      1433 |       4647 |                   starlette.formparsers
import time:       978 |       6151 |                 starlette.requests
import time:       834 |       9576 |               starlette.responses
import time:       527 |      10102 |             streamlit.web.server.starlette.starlette_path_security_middleware
import time:       686 |        686 |             streamlit.web.server.starlette.starlette_static_routes
import time:       551 |        551 |               streamlit.proto.BackMsg_pb2
import time:       524 |        524 |               streamlit.runtime.runtime_util
import time:       815 |       1889 |             streamlit.web.server.starlette.starlette_websocket
import time:      1104 |      68145 |           streamlit.web.server.starlette.starlette_app
import time:      1006 |       1006 |           streamlit.web.server.starlette.starlette_server
import time:       795 |      76639 |         streamlit.web.server.starlette
import time:        76 |      76715 |       streamlit.web.server.starlette.starlette_app
import time:      1548 |      78262 |     streamlit.starlette
import time:       575 |        575 |           streamlit.components.types.base_custom_component
import time:       899 |       1474 |         streamlit.components.v1.custom_component
import time:       738 |       2212 |       streamlit.components.v1.component_registry
import time:       726 |       2937 |     streamlit.components.v1
import time:      1941 |     693793 |   streamlit
import time:       559 |        559 |       src
import time:      1249 |       1807 |     src.dss
import time:       884 |        884 |     src.dss.common
import time:      2970 |       5661 |   src.dss.identity
import time:      4030 |       4030 |       src.dss.contracts
import time:       604 |        604 |       src.dss.utils
import time:       539 |       5172 |     src.dss.analytics
import time:      1648 |       1648 |     src.dss.dss_metrics
2026-06-28 19:45:07.533 WARNING streamlit.runtime.caching.cache_data_api: No runtime found, using MemoryCacheStorageManager
import time:      2203 |       2203 |     src.dss.performance
import time:       727 |       9748 |   src.dss.player_service
import time:      2294 |       2294 |       src.dss.scoring
import time:      3816 |       3816 |       src.dss.portfolio
import time:      2752 |       2752 |       src.dss.player_view
import time:      1598 |      10459 |     src.dss.registry
import time:       673 |      11132 |   src.dss.presentation
import time:      2722 |       2722 |       src.dss.intelligence.models
import time:      1272 |       3993 |     src.dss.intelligence.context
import time:       624 |        624 |     src.dss.intelligence.adapter
import time:       507 |        507 |     src.dss.intelligence.evidence
import time:      1505 |       1505 |           src.dss.intelligence.strategy
import time:      1292 |       2796 |         src.dss.intelligence.policies
import time:      1452 |       1452 |         src.dss.intelligence.recommendation_result
import time:       714 |       4962 |       src.dss.intelligence.recommendation
import time:       455 |       5417 |     src.dss.intelligence.narrative
import time:      1127 |      11666 |   src.dss.intelligence
import time:       529 |        529 |     utils
import time:        22 |        550 |   utils.assets
import time:      6306 |    1458608 | app.streamlit_app
Traceback (most recent call last):
  File "<string>", line 1, in <module>
  File "C:\Users\manue\Projects\market-value-football-tfm\app\streamlit_app.py", line 56, in <module>
    from utils.assets import (
ModuleNotFoundError: No module named 'utils'
